TranslationRange	FocalLength	QR_Kcost	maxQR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	maxIAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost	Rank3Rate
0.00108393	21	nan	41.0678	-nan	-nan	-nan	nan	2071.13	16367.9	1881.92	47.8778	1.92312e+06	-nan	0.000391997
0.00108393	22	nan	29.7448	-nan	-nan	-nan	nan	2544.39	22485.3	2168.26	54.3362	3.33218e+06	-nan	0.000391997
0.00108393	23	nan	263.02	-nan	-nan	-nan	nan	2806.84	33535.2	2570.58	47.7667	5.62983e+06	-nan	0.000391997
0.00108393	24	nan	46.8668	-nan	-nan	-nan	nan	4806.08	68863	4256.31	89.6977	1.9099e+07	-nan	0.000391997
0.00108393	25	nan	46.9048	-nan	-nan	-nan	nan	3376.02	33550.2	3017.24	57.0128	3.92555e+06	-nan	0.000391997
0.00108393	26	nan	31.3845	-nan	-nan	-nan	nan	4446.04	81997.6	3780.71	114.597	3.95084e+07	-nan	0.000391997
0.00108393	27	nan	212.429	-nan	-nan	-nan	nan	6429.44	87827.3	5277.42	82.0074	9.79794e+07	-nan	0.000391997
0.00108393	28	nan	426.804	-nan	-nan	-nan	nan	3574.53	40594	3159.99	54.2586	1.67339e+07	-nan	0.000391997
0.00108393	29	nan	43.2883	-nan	-nan	-nan	nan	3968.8	48861.3	3566.89	76.1745	1.57575e+07	-nan	0.000391997
0.00108393	30	nan	103.906	-nan	-nan	-nan	nan	14722.2	267887	11554.8	203.927	9.96187e+08	-nan	0.000391997
0.00108393	31	nan	51.1839	-nan	-nan	-nan	nan	6307.14	85198.7	5375.37	108.231	6.26636e+07	-nan	0.000391997
0.00108393	32	nan	90.0515	-nan	-nan	-nan	nan	6083.61	49376	5533.74	70.5287	1.87246e+07	-nan	0.000391997
0.00108393	33	nan	0	-nan	-nan	-nan	nan	7270.92	136111	6219.87	170.981	1.74023e+08	-nan	0.000391997
0.00108393	34	nan	0	-nan	-nan	-nan	nan	4410.71	23012.9	3902.27	76.8403	9.19407e+06	-nan	0.000391997
0.00108393	35	nan	64.0624	-nan	-nan	-nan	nan	5503.29	76085.5	4927.87	72.6982	1.5088e+07	-nan	0.000391997
0.00108393	36	nan	66.213	-nan	-nan	-nan	nan	7497.31	49762.3	5822.03	113.157	7.91784e+07	-nan	0.000391997
0.00108393	37	nan	119.891	-nan	-nan	-nan	nan	6701.71	44788.6	6253.57	92.3923	9.10846e+06	-nan	0.000391997
0.00108393	38	nan	61.6295	-nan	-nan	-nan	nan	21168.2	526182	19809.1	240.975	7.68832e+08	-nan	0.000391997
0.00108393	39	nan	60.7633	-nan	-nan	-nan	nan	11296.9	122236	10109.4	181.717	1.13112e+08	-nan	0.000391997
0.00108393	40	nan	61.2154	-nan	-nan	-nan	nan	14005.1	257136	12618.3	220.885	2.00193e+08	-nan	0.000391997
0.00108393	41	nan	65.6595	-nan	-nan	-nan	nan	14292.5	144636	13105.8	191.823	7.78697e+07	-nan	0.000391997
0.00108393	42	nan	63.1003	-nan	-nan	-nan	nan	9006.81	122017	7463.03	111.262	1.13152e+08	-nan	0.000391997
0.00108393	43	nan	68.1387	-nan	-nan	-nan	nan	6167.01	31055.3	5796.78	75.3342	6.58482e+06	-nan	0.000391997
0.00108393	44	nan	78.2612	-nan	-nan	-nan	nan	13091.6	205804	12169.2	128.408	8.75065e+07	-nan	0.000391997
0.00108393	45	nan	197.767	-nan	-nan	-nan	nan	17087	347780	15012.7	237.649	8.68487e+08	-nan	0.000391997
0.00108393	46	nan	63.5971	-nan	-nan	-nan	nan	45158.6	868326	43083	613.213	1.7918e+09	-nan	0.000391997
0.00108393	47	nan	711.483	-nan	-nan	-nan	nan	6941.39	40831.3	6095.15	74.0474	2.05387e+07	-nan	0.000391997
0.00108393	48	nan	244.338	-nan	-nan	-nan	nan	18515.3	153860	16814	181.85	1.04791e+08	-nan	0.000391997
0.00108393	49	nan	62.4807	-nan	-nan	-nan	nan	61136	1.60186e+06	57487.1	498.276	7.93916e+09	-nan	0.000391997
0.00108393	50	nan	77.3214	-nan	-nan	-nan	nan	28522.8	668783	27137.3	192.525	1.00849e+09	-nan	0.000391997
0.00108393	51	nan	0	-nan	-nan	-nan	nan	21186.8	205053	17742.8	195.142	8.02221e+08	-nan	0.000391997
0.00108393	52	nan	101.672	-nan	-nan	-nan	nan	10128.4	67035.7	9539.19	136.642	1.87084e+07	-nan	0.000391997
0.00108393	53	nan	0	-nan	-nan	-nan	nan	21924.2	140033	20073.8	206.597	2.11593e+08	-nan	0.000391997
0.00108393	54	nan	78.146	-nan	-nan	-nan	nan	25530.6	156469	24108.7	231.081	1.08845e+08	-nan	0.000391997
0.00108393	55	nan	0	-nan	-nan	-nan	nan	15155	95521.3	14134	186.728	3.48025e+07	-nan	0.000391997
0.00108393	56	nan	193.265	-nan	-nan	-nan	nan	23796.5	559762	22548.9	140.884	4.00931e+08	-nan	0.000391997
0.00108393	57	nan	0	-nan	-nan	-nan	nan	44780.7	361981	40573.3	485.495	1.92667e+09	-nan	0.000391997
0.00108393	58	nan	459.067	-nan	-nan	-nan	nan	239250	4.368e+06	230646	1949.27	6.41951e+10	-nan	0.000391997
0.00108393	59	nan	186.866	-nan	-nan	-nan	nan	21785.3	230419	18491.3	249.916	1.01576e+09	-nan	0.000391997
0.00108393	60	nan	0	-nan	-nan	-nan	nan	34395.2	367367	32310.6	358.701	4.41725e+08	-nan	0.000391997
0.00108393	61	nan	0	-nan	-nan	-nan	nan	8334.91	28594.9	7484.51	98.0077	3.4565e+07	-nan	0.000391997
0.00108393	62	nan	81.318	-nan	-nan	-nan	nan	14320.9	96397	12286.6	144.544	2.35086e+08	-nan	0.000391997
0.00108393	63	nan	0	-nan	-nan	-nan	nan	7914.6	42253.5	7455.31	109.669	7.99417e+06	-nan	0.000391997
0.00108393	64	nan	0	-nan	-nan	-nan	nan	63208.5	1.10777e+06	46898.2	443.07	2.79078e+10	-nan	0.000391997
0.00108393	65	nan	343.011	-nan	-nan	-nan	nan	8051.21	35306.8	7247.34	77.5034	1.16653e+07	-nan	0.000391997
0.00108393	66	nan	82.9981	-nan	-nan	-nan	nan	17202.3	60785.6	14063.9	176.806	1.83917e+08	-nan	0.000391997
0.00108393	67	nan	88.3461	-nan	-nan	-nan	nan	9267.78	68591.7	7988.9	105.615	4.20043e+07	-nan	0.000391997
0.00108393	70	nan	121.594	-nan	-nan	-nan	nan	53457.1	470546	51689.8	247.025	3.09507e+08	-nan	0.000391997
0.00108393	71	nan	0	-nan	-nan	-nan	nan	19752	157855	19254.8	153.09	2.10587e+07	-nan	0.000391997
0.00108393	72	nan	0	-nan	-nan	-nan	nan	15703.1	127392	14120	229.281	1.22987e+08	-nan	0.000391997
0.0011749	11	nan	0	-nan	-nan	-nan	nan	1230.09	7108.54	1048.26	28.8967	816204	-nan	7.83994e-06
0.0011749	13	nan	34.3403	-nan	-nan	-nan	nan	2366.12	15096.8	2150.75	53.44	3.31174e+06	-nan	7.83994e-06
0.0011749	14	nan	18.9006	-nan	-nan	-nan	nan	322172	9.63297e+06	291184	11718.2	5.61548e+11	-nan	7.83994e-06
0.0011749	15	nan	19.7519	-nan	-nan	-nan	nan	6793.29	122873	6552.06	93.7496	3.33385e+07	-nan	7.83994e-06
0.0011749	16	nan	0	-nan	-nan	-nan	nan	5865.11	57577.4	5245.71	120.68	2.18519e+07	-nan	7.83994e-06
0.0011749	17	nan	20.786	-nan	-nan	-nan	nan	2919.99	27194.8	2687.96	56.0979	5.80719e+06	-nan	7.83994e-06
0.0011749	18	nan	27.6866	-nan	-nan	-nan	nan	2086.46	16438.5	1528.46	90.2956	8.10168e+06	-nan	7.83994e-06
0.0011749	19	nan	0	-nan	-nan	-nan	nan	2490.5	22865.2	1970.95	35.7274	9.19659e+06	-nan	7.83994e-06
0.0011749	20	nan	23.8767	-nan	-nan	-nan	nan	8066.32	296621	5288.72	103.528	1.23675e+09	-nan	7.83994e-06
0.0011749	21	nan	52.8079	-nan	-nan	-nan	nan	2917.84	38136.6	2590.73	67.0914	4.11978e+06	-nan	7.83994e-06
0.0011749	22	nan	64.0282	-nan	-nan	-nan	nan	2417.89	16811.8	2125.24	44.6115	2.25846e+06	-nan	7.83994e-06
0.0011749	23	nan	30.1731	-nan	-nan	-nan	nan	4670.61	66238.8	4031.02	97.8433	2.45519e+07	-nan	7.83994e-06
0.0011749	24	nan	42.5819	-nan	-nan	-nan	nan	5386.25	132867	4703.63	91.1712	1.0166e+08	-nan	7.83994e-06
0.0011749	25	nan	95.1925	-nan	-nan	-nan	nan	4823.88	73606.2	3831.93	77.7882	7.75759e+07	-nan	7.83994e-06
0.0011749	26	nan	34.1198	-nan	-nan	-nan	nan	4441.75	32578.2	3930.97	67.0994	1.06372e+07	-nan	7.83994e-06
0.0011749	27	nan	38.4565	-nan	-nan	-nan	nan	13126.9	474170	9753.2	321.648	2.3918e+09	-nan	7.83994e-06
0.0011749	28	nan	0	-nan	-nan	-nan	nan	11179.8	148433	10383.1	135.546	1.59425e+08	-nan	7.83994e-06
0.0011749	29	nan	70.6553	-nan	-nan	-nan	nan	4143.43	30882.4	3088.41	71.2248	3.27765e+07	-nan	7.83994e-06
0.0011749	30	nan	35.342	-nan	-nan	-nan	nan	65131.1	3.50781e+06	61087.1	1115.57	1.84149e+10	-nan	7.83994e-06
0.0011749	31	nan	43.0704	-nan	-nan	-nan	nan	3961.02	27975.3	3356.08	71.684	1.20306e+07	-nan	7.83994e-06
0.0011749	32	nan	45.4136	-nan	-nan	-nan	nan	7852.27	75614.7	6839.75	79.6725	7.52708e+07	-nan	7.83994e-06
0.0011749	33	nan	0	-nan	-nan	-nan	nan	6383.75	132899	5389.32	116.813	1.39437e+08	-nan	7.83994e-06
0.0011749	34	nan	42.6359	-nan	-nan	-nan	nan	5089.72	50145.5	4474.38	66.3235	1.48389e+07	-nan	7.83994e-06
0.0011749	35	nan	0	-nan	-nan	-nan	nan	8947.3	311124	7828.44	99.7703	4.70218e+08	-nan	7.83994e-06
0.0011749	36	nan	69.7668	-nan	-nan	-nan	nan	4433.81	29511.1	3873.12	81.2089	1.00264e+07	-nan	7.83994e-06
0.0011749	37	nan	40.7021	-nan	-nan	-nan	nan	10040.4	97672	8851.56	133.496	1.17196e+08	-nan	7.83994e-06
0.0011749	38	nan	0	-nan	-nan	-nan	nan	15316.4	181825	14295.6	188.281	1.25737e+08	-nan	7.83994e-06
0.0011749	39	nan	0	-nan	-nan	-nan	nan	6327.37	59623.6	4522.66	136.053	9.57541e+07	-nan	7.83994e-06
0.0011749	40	nan	54.0133	-nan	-nan	-nan	nan	25761.4	527108	24534	297.854	1.67041e+08	-nan	7.83994e-06
0.0011749	41	nan	83.3865	-nan	-nan	-nan	nan	17621.2	222065	15109	214.881	2.75836e+08	-nan	7.83994e-06
0.0011749	42	nan	70.9397	-nan	-nan	-nan	nan	25814.6	472501	24644.5	331.963	6.79623e+08	-nan	7.83994e-06
0.0011749	43	nan	48.6693	-nan	-nan	-nan	nan	13638.2	291584	12264.4	171.937	4.65782e+08	-nan	7.83994e-06
0.0011749	44	nan	0	-nan	-nan	-nan	nan	15210.4	317430	14466.1	125.911	1.04671e+08	-nan	7.83994e-06
0.0011749	45	nan	0	-nan	-nan	-nan	nan	16603.4	225173	14619.3	245.34	4.40008e+08	-nan	7.83994e-06
0.0011749	46	nan	0	-nan	-nan	-nan	nan	13934.3	93284.5	12422.6	153.619	1.59754e+08	-nan	7.83994e-06
0.0011749	47	nan	57.0476	-nan	-nan	-nan	nan	20405	146669	18695.6	192.886	2.36987e+08	-nan	7.83994e-06
0.0011749	48	nan	51.5491	-nan	-nan	-nan	nan	5571.26	32792.8	5118.38	65.5922	7.82342e+06	-nan	7.83994e-06
0.0011749	49	nan	83.9774	-nan	-nan	-nan	nan	7538.58	57782.4	6460.31	91.6773	4.39647e+07	-nan	7.83994e-06
0.0011749	50	nan	57.5554	-nan	-nan	-nan	nan	25462.9	556154	17511.5	310.671	6.23457e+09	-nan	7.83994e-06
0.0011749	51	nan	94.2782	-nan	-nan	-nan	nan	12686.5	111404	11832.9	157.839	2.58709e+07	-nan	7.83994e-06
0.0011749	52	nan	63.7459	-nan	-nan	-nan	nan	17641.5	165671	14552.6	162.359	5.3862e+08	-nan	7.83994e-06
0.0011749	53	nan	0	-nan	-nan	-nan	nan	14003.4	108802	11698.6	126.333	2.87286e+08	-nan	7.83994e-06
0.0011749	54	nan	57.3119	-nan	-nan	-nan	nan	47009.9	503233	41843.7	572.699	2.86597e+09	-nan	7.83994e-06
0.0011749	55	nan	70.7453	-nan	-nan	-nan	nan	13955.7	123734	12630.1	157.141	3.63367e+07	-nan	7.83994e-06
0.0011749	56	nan	56.0503	-nan	-nan	-nan	nan	48436.3	648403	47170.2	405.202	2.70839e+08	-nan	7.83994e-06
0.0011749	57	nan	25.4819	-nan	-nan	-nan	nan	21327.7	176944	20434.6	219.714	2.22091e+07	-nan	7.83994e-06
0.0011749	58	nan	0	-nan	-nan	-nan	nan	259701	4.91048e+06	245843	1090.25	9.75423e+10	-nan	7.83994e-06
0.0011749	59	nan	83.7939	-nan	-nan	-nan	nan	73621.4	933680	49964.8	604.794	2.98121e+10	-nan	7.83994e-06
0.0011749	60	nan	91.5855	-nan	-nan	-nan	nan	16813.2	147064	13791.4	171.435	4.63405e+08	-nan	7.83994e-06
0.0011749	61	nan	0	-nan	-nan	-nan	nan	19986.2	92944.8	18623.6	275.471	1.45841e+08	-nan	7.83994e-06
0.0011749	62	nan	0	-nan	-nan	-nan	nan	49447	764311	45425.7	249.739	2.10712e+09	-nan	7.83994e-06
0.0011749	63	nan	48.7704	-nan	-nan	-nan	nan	7705.95	32508.4	7095.75	80.0938	6.44905e+06	-nan	7.83994e-06
0.0011749	64	nan	43.6979	-nan	-nan	-nan	nan	14504.8	61385.9	12856.9	166.453	1.26789e+08	-nan	7.83994e-06
0.0011749	66	nan	68.6295	-nan	-nan	-nan	nan	11162	56426.1	10880.2	170.825	6.11935e+06	-nan	7.83994e-06
0.0011749	69	nan	0	-nan	-nan	-nan	nan	78433	788616	75051.4	721.049	2.46161e+09	-nan	7.83994e-06
0.0011749	70	nan	0	-nan	-nan	-nan	nan	95404.7	1.56696e+06	94627.8	628.079	6.52994e+08	-nan	7.83994e-06
0.0011749	74	nan	179.39	-nan	-nan	-nan	nan	24856.1	207082	23613.6	204.987	2.50084e+08	-nan	7.83994e-06
0.0012735	13	nan	61.2567	-nan	-nan	-nan	nan	1017.12	4027.28	866.076	25.2057	393776	-nan	1.56799e-07
0.0012735	14	nan	18.7361	-nan	-nan	-nan	nan	2046.12	7272.31	1872.17	46.1532	1.06499e+06	-nan	1.56799e-07
0.0012735	15	nan	57.8262	-nan	-nan	-nan	nan	1856.15	29811.9	1724.8	26.9732	1.25555e+06	-nan	1.56799e-07
0.0012735	16	nan	38.0832	-nan	-nan	-nan	nan	2639.96	13340.8	2288.48	53.3045	3.48745e+06	-nan	1.56799e-07
0.0012735	17	nan	27.9527	-nan	-nan	-nan	nan	1878.57	16588.4	1654.27	40.9271	2.2141e+06	-nan	1.56799e-07
0.0012735	18	nan	34.2198	-nan	-nan	-nan	nan	12372.9	346814	10099.3	201.479	9.41912e+08	-nan	1.56799e-07
0.0012735	19	nan	20.5983	-nan	-nan	-nan	nan	2962.07	16248.2	2600.5	58.8447	5.56413e+06	-nan	1.56799e-07
0.0012735	20	nan	39.3647	-nan	-nan	-nan	nan	6680.72	112202	5823.57	113.244	9.84105e+07	-nan	1.56799e-07
0.0012735	21	nan	41.9873	-nan	-nan	-nan	nan	8346.53	142876	7733.83	184.475	4.71106e+07	-nan	1.56799e-07
0.0012735	22	nan	50.7757	-nan	-nan	-nan	nan	10948.5	343074	10733.8	152.016	1.76418e+06	-nan	1.56799e-07
0.0012735	23	nan	68.4391	-nan	-nan	-nan	nan	9273.73	209970	8661.15	170.338	6.22261e+07	-nan	1.56799e-07
0.0012735	24	nan	65.1648	-nan	-nan	-nan	nan	11344.5	262502	10858	137.749	1.24681e+07	-nan	1.56799e-07
0.0012735	25	nan	90.5605	-nan	-nan	-nan	nan	6320.47	112955	6017.41	80.6308	4.87957e+06	-nan	1.56799e-07
0.0012735	26	nan	40.2554	-nan	-nan	-nan	nan	4129.81	34463.6	3748.25	65.5566	1.13672e+07	-nan	1.56799e-07
0.0012735	27	nan	76.627	-nan	-nan	-nan	nan	7850.63	201447	6930.51	112.131	2.2758e+08	-nan	1.56799e-07
0.0012735	28	nan	83.3262	-nan	-nan	-nan	nan	4604.22	26250.3	4273.79	67.8434	6.2288e+06	-nan	1.56799e-07
0.0012735	29	nan	148.918	-nan	-nan	-nan	nan	6708.03	59498.1	6249.21	102.016	2.43975e+07	-nan	1.56799e-07
0.0012735	30	nan	48.4846	-nan	-nan	-nan	nan	34049.9	1.1371e+06	32864.7	263.335	1.17647e+09	-nan	1.56799e-07
0.0012735	31	nan	100.571	-nan	-nan	-nan	nan	16764.1	347832	14881.8	190.31	6.7459e+08	-nan	1.56799e-07
0.0012735	32	nan	62.9216	-nan	-nan	-nan	nan	4404.23	25685.4	3984.33	65.496	6.71572e+06	-nan	1.56799e-07
0.0012735	33	nan	84.0161	-nan	-nan	-nan	nan	12427.5	156361	11437	163.01	1.36433e+08	-nan	1.56799e-07
0.0012735	34	nan	65.7639	-nan	-nan	-nan	nan	3740.02	24080	3299.98	57.1309	6.74951e+06	-nan	1.56799e-07
0.0012735	35	nan	0	-nan	-nan	-nan	nan	5784.23	43371.5	4637.7	212.003	3.86863e+07	-nan	1.56799e-07
0.0012735	36	nan	0	-nan	-nan	-nan	nan	5289.57	46031.4	4056.05	81.136	5.10781e+07	-nan	1.56799e-07
0.0012735	37	nan	201.884	-nan	-nan	-nan	nan	4066.55	38637.1	3731.4	84.8575	2.72934e+06	-nan	1.56799e-07
0.0012735	38	nan	50.8239	-nan	-nan	-nan	nan	10768.7	83175.3	9312.61	122.667	1.09941e+08	-nan	1.56799e-07
0.0012735	39	nan	109.14	-nan	-nan	-nan	nan	16480.6	242604	14232.8	219.013	6.31144e+08	-nan	1.56799e-07
0.0012735	40	nan	211.372	-nan	-nan	-nan	nan	16187.3	254160	12672.1	193.555	9.08178e+08	-nan	1.56799e-07
0.0012735	41	nan	121.302	-nan	-nan	-nan	nan	11085.6	129466	10326.4	183.117	7.10108e+07	-nan	1.56799e-07
0.0012735	42	nan	57.5386	-nan	-nan	-nan	nan	6769.77	109029	6109.11	71.5275	1.54038e+07	-nan	1.56799e-07
0.0012735	43	nan	74.8375	-nan	-nan	-nan	nan	5346.98	52535.1	4765.27	80.81	1.68709e+07	-nan	1.56799e-07
0.0012735	44	nan	106.078	-nan	-nan	-nan	nan	5900.96	55169.4	5427.99	88.0017	1.69214e+07	-nan	1.56799e-07
0.0012735	45	nan	64.7654	-nan	-nan	-nan	nan	20993.7	279467	13177	257.671	2.46932e+09	-nan	1.56799e-07
0.0012735	46	nan	86.2246	-nan	-nan	-nan	nan	26530.1	474897	24036.7	294.879	3.65972e+08	-nan	1.56799e-07
