FocalLength	QR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	IAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost
6	0.00776389	0.00496693	0.00401612	6.25201e-05	0.00709503	0.00445325	0.00389706	4.35882e-05
7	0.00692804	0.00455312	0.00416868	1.17266e-05	0.00665166	0.00411314	0.00428065	6.34312e-06
8	0.00812568	0.00518067	0.00438609	1.95687e-05	0.00851145	0.00548618	0.00480477	1.60194e-05
9	0.0113789	0.00654297	0.00719168	0.000120403	0.0111121	0.00678991	0.00699358	8.37246e-05
10	0.0115596	0.00757191	0.00643239	3.58454e-05	0.0108717	0.00706965	0.00597436	3.78136e-05
11	0.0105579	0.00624692	0.00615166	0.000116855	0.0103047	0.00583495	0.0064369	0.000123524
12	0.0158118	0.00928637	0.0102945	0.000362734	0.0143987	0.00908649	0.00859328	0.000768392
13	0.0122004	0.00692851	0.00753024	0.000179082	0.0123279	0.00726201	0.00763725	0.000146478
14	0.0157661	0.00898493	0.0100463	0.000270733	0.01518	0.00920986	0.00923118	0.000260692
15	0.0440434	0.0278569	0.0302116	0.000490312	0.0248739	0.0148565	0.0147107	0.0157416
16	0.0524367	0.0311652	0.0384094	0.0033262	0.0334387	0.015678	0.0203987	0.0399523
17	0.0186128	0.0111713	0.0106325	0.00210397	0.0172083	0.0102615	0.0103251	0.000663905
18	0.0201473	0.012309	0.0121385	0.0006191	0.0191899	0.0120467	0.0118221	0.000262021
19	0.0169278	0.0103123	0.00965886	0.000451172	0.0160761	0.0103426	0.00898439	0.000355154
20	0.0203339	0.0118193	0.0121341	0.00063877	0.0194446	0.0119743	0.0114514	0.000539592
21	0.0170527	0.0100445	0.0102884	0.000370221	0.0166609	0.0104465	0.00983332	0.000255599
22	0.0555278	0.0302049	0.0411183	0.0371469	0.0396038	0.0246775	0.0201012	0.117422
23	0.0224397	0.013252	0.0144474	0.000710397	0.0216648	0.0134221	0.0135319	0.000610436
24	0.0549474	0.019286	0.0437807	0.0390778	0.0416822	0.03274	0.0153797	0.0273342
25	0.0586147	0.0386476	0.0369249	0.130705	1.37856	1.37012	0.0168565	1.25402
26	0.0274846	0.0168187	0.0173428	0.000903598	0.0268077	0.0174876	0.0163138	0.000743674
