FocalLength	QRloss	IACloss
10	1.07002e-11	4.87e-11
11	5.56188e-07	4.45762e-08
12	2.33564e-10	1.05228e-11
13	3.93774e-12	3.38389e-12
14	1.62083e-10	4.00592e-10
15	1.16664e-09	8.7314e-12
16	9.91586e-11	5.39102e-11
17	1.94398e-11	6.3617e-11
18	2.5891e-11	4.41437e-11
19	7.38818e-12	5.88505e-12
20	9.77049e-12	1.83481e-11
21	6.22888e-11	3.0996e-10
22	9.62746e-12	5.34751e-12
23	6.80158e-11	5.55951e-11
24	7.23654e-11	4.20588e-11
25	3.86554e-09	1.14825e-09
26	9.61573e-11	2.07868e-11
27	3.29751e-11	4.33855e-11
28	2.60903e-11	3.51776e-11
29	1.65338e-08	3.62504e-09
30	7.44129e-10	2.7838e-11
31	8.29901e-11	5.79775e-11
32	4.05869e-12	1.46307e-11
33	5.56258e-11	2.26441e-11
34	3.67808e-09	8.91703e-08
35	3.35657e-06	1.92587e-06
36	2.23675e-11	3.30274e-11
37	2.37661e-10	1.98743e-10
38	1.60977e-07	2.50012e-08
39	1.02872e-10	8.9741e-11
40	3.57053e-10	6.4764e-11
41	1.75978e-09	5.68874e-11
42	5.66096e-09	1.42693e-09
43	1.17587e-10	7.35076e-11
44	2.11138e-11	2.38837e-11
45	7.42046e-10	9.23659e-10
46	3.63344e-10	1.24423e-11
47	7.67312e-12	1.02971e-11
48	1.75654e-11	1.27138e-11
49	4.80363e-11	1.10148e-11
50	7.01076e-11	2.34711e-11
51	5.56704e-11	2.34434e-11
52	3.43876e-10	1.13047e-11
53	2.59397e-10	2.69084e-11
54	1.29958e-10	4.95115e-11
55	1.51088e-10	8.34319e-11
56	1.90652e-11	1.40926e-11
57	5.9245e-10	1.25764e-09
58	1.16962e-10	2.63447e-11
59	3.9044e-10	5.71198e-11
60	1.18311e-11	1.72552e-11
61	4.01363e-11	2.39239e-11
62	3.60099e-11	1.31207e-11
63	4.2484e-11	1.0518e-10
64	4.62259e-10	1.66541e-10
65	1.46998e-09	3.26142e-09
66	1.81702e-11	3.59091e-11
67	1.47944e-10	1.0422e-10
68	1.17566e-11	1.4927e-11
69	8.96686e-10	4.67532e-10
70	4.50526e-10	9.45406e-10
71	1.42497e-09	2.54795e-10
72	2.30547e-11	5.99612e-11
73	3.6111e-10	2.52074e-10
74	5.22571e-11	2.35019e-11
75	9.65965e-11	1.44112e-10
76	7.08496e-11	2.60586e-10
77	3.25989e-10	1.11847e-10
78	3.72502e-09	1.12695e-10
79	1.8271e-09	4.63989e-11
80	6.81156e-09	6.01656e-11
81	2.68346e-10	7.72319e-10
82	1.368e-10	4.38212e-11
83	7.02093e-09	2.72954e-08
84	7.9049e-11	2.88326e-11
85	8.56629e-11	1.1932e-10
86	2.1003e-10	3.49042e-11
87	1.20066e-11	9.03379e-12
88	7.20458e-11	1.79408e-10
89	1.29498e-09	1.16022e-09
90	2.2689e-08	1.9093e-09
91	1.05948e-10	4.74108e-10
92	2.03439e-09	2.22944e-10
93	2.68949e-11	3.56025e-11
94	1.20871e-10	4.32668e-11
95	9.47144e-11	2.81269e-10
96	2.53138e-11	4.42188e-11
97	1.11186e-10	9.03638e-10
98	6.35671e-10	1.37498e-09
99	3.15694e-10	6.05585e-10
100	3.23392e-09	9.55305e-11
101	6.72857e-11	6.84049e-11
102	7.97152e-11	1.0739e-10
103	1.24215e-09	4.27451e-09
104	1.48836e-10	1.17744e-10
105	4.423e-10	2.64122e-11
106	4.50546e-10	2.37969e-09
107	9.93206e-10	8.09676e-11
108	3.43067e-11	1.01513e-10
109	2.09071e-09	1.84594e-09
110	2.26112e-10	6.4171e-11
111	1.68675e-10	3.44317e-11
112	6.63804e-11	4.73707e-11
113	2.7819e-11	4.26843e-11
114	3.70379e-11	1.96962e-11
115	5.51787e-11	6.6873e-11
116	1.31801e-11	2.94336e-11
117	6.47749e-11	4.72368e-11
118	2.56451e-10	1.08088e-10
119	1.33145e-09	7.0223e-11
120	7.94171e-10	1.51227e-09
121	1.33682e-10	1.10897e-10
122	2.02371e-10	4.46998e-10
123	3.01706e-11	1.8161e-11
124	5.11723e-09	7.29267e-11
125	1.70431e-07	1.48812e-06
126	8.60207e-11	1.44144e-10
127	3.62428e-11	4.78457e-11
128	1.5345e-10	9.08853e-11
129	7.99484e-10	6.37719e-10
130	1.28574e-11	1.21415e-11
131	3.54812e-07	7.06258e-10
132	1.2615e-10	4.28226e-10
133	3.72708e-10	1.89492e-10
134	4.09773e-08	1.76561e-09
135	6.26533e-10	4.7742e-11
136	5.23985e-08	8.83083e-11
137	1.36145e-09	2.9901e-10
138	4.8496e-10	2.26275e-09
139	4.28249e-08	3.22323e-09
140	2.47199e-10	5.37986e-11
141	2.93908e-10	2.94056e-11
142	1.18091e-10	6.91239e-11
143	2.76691e-10	5.63195e-10
144	6.93439e-09	2.39786e-10
145	3.48469e-10	1.54509e-10
146	1.88137e-10	6.2753e-11
147	2.72615e-10	4.72589e-10
148	4.5377e-11	6.7931e-11
149	3.01314e-09	3.91388e-10
150	1.58678e-09	1.09748e-09
151	1.46706e-10	1.13813e-10
152	1.52401e-09	3.2416e-09
153	3.67108e-11	3.69942e-11
154	3.51636e-10	1.24855e-10
155	5.45687e-11	5.30339e-11
156	8.87941e-08	2.22539e-10
157	9.82793e-11	3.33396e-10
158	6.57485e-09	2.88964e-10
159	6.36385e-09	5.46609e-10
160	5.90024e-11	1.33523e-10
161	2.465e-10	1.30648e-10
162	3.18066e-10	2.33055e-10
163	1.2905e-07	1.22219e-09
164	1.44291e-07	1.19467e-09
165	3.30928e-07	1.23989e-07
166	1.37852e-10	8.53333e-11
167	1.235e-08	1.12603e-10
168	4.83285e-08	3.81736e-07
169	2.56583e-10	3.61462e-10
170	3.09866e-10	1.91856e-10
171	6.8494e-11	7.27767e-11
172	1.44561e-09	5.92735e-10
173	2.05699e-10	5.05691e-10
174	1.33847e-09	3.97999e-10
175	3.22226e-10	4.35279e-11
176	2.28298e-08	2.8519e-08
177	8.79909e-09	3.35781e-09
178	1.00324e-10	2.51035e-10
179	3.01475e-10	7.01587e-10
180	1.34808e-10	1.23336e-10
181	1.60725e-08	2.21902e-08
182	3.20418e-10	1.09957e-10
183	5.05961e-11	3.69164e-11
184	3.39655e-11	4.5478e-11
185	3.65375e-10	1.83774e-10
186	4.95724e-10	8.08393e-11
187	3.18336e-08	1.85137e-09
188	3.87374e-11	1.349e-10
189	1.16445e-06	3.39761e-09
190	2.26382e-09	1.11406e-08
191	1.1603e-10	2.83457e-10
192	2.15262e-10	7.36086e-11
193	1.26257e-08	1.20408e-08
194	7.36114e-08	3.22341e-08
195	3.21129e-09	4.12795e-09
196	5.15652e-11	9.9797e-11
197	2.45701e-10	2.52201e-10
198	2.04228e-10	5.03155e-10
199	3.57631e-09	3.08407e-08
200	2.95445e-10	6.93948e-11
201	1.631e-10	2.1868e-10
202	4.37969e-10	1.12827e-09
203	2.37281e-10	1.82646e-10
204	5.38336e-11	2.19718e-10
205	2.99037e-10	1.01307e-10
206	3.20912e-11	4.70227e-11
207	3.8817e-09	7.63804e-09
208	7.61921e-09	3.23711e-08
209	9.43001e-09	2.32033e-08
210	3.36529e-08	3.88127e-08
211	1.13373e-08	1.07327e-08
212	1.33583e-09	1.68372e-10
213	2.77417e-10	6.56831e-10
214	1.38355e-09	6.1164e-11
215	4.4648e-10	1.99358e-10
216	1.82942e-10	3.73903e-10
217	1.51612e-10	3.68598e-10
218	4.07747e-09	1.33867e-09
219	4.69244e-10	3.91096e-10
220	6.57746e-09	1.66915e-08
221	1.27178e-10	3.54304e-10
222	7.14834e-10	1.29241e-10
223	3.65929e-07	7.58786e-07
224	4.94972e-11	1.12986e-10
225	4.6526e-08	3.93543e-08
226	9.63462e-09	3.6464e-10
227	7.0671e-10	1.32012e-09
228	1.43471e-10	5.82696e-11
229	7.89185e-11	4.61277e-11
230	7.83639e-11	1.40907e-10
231	6.9746e-09	8.14416e-09
232	1.59469e-09	1.49738e-10
233	4.4924e-09	8.34103e-11
234	2.98463e-10	1.73097e-10
235	2.48417e-08	4.71024e-08
236	5.30097e-07	5.47737e-10
237	2.31717e-09	2.16197e-09
238	1.17326e-09	6.47584e-10
239	4.43372e-10	5.87356e-10
240	1.93746e-09	1.19965e-10
241	8.8464e-11	1.02111e-10
242	9.85672e-11	8.34308e-11
243	6.7881e-09	3.13627e-09
244	5.00602e-09	1.03953e-10
245	5.40413e-10	1.58916e-10
246	9.65657e-10	6.62459e-11
247	2.91762e-09	1.40613e-09
248	9.63144e-11	8.11378e-11
249	3.44353e-09	1.29571e-10
250	1.13065e-08	4.28735e-10
