FocalLength	QR_Kcost	maxQR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	maxIAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost
36	0.0889178	8.71475	0.0549359	0.0543009	0.0130648	2.89214e-16	0.0253464	1.02492	0.0178205	0.0150373	0.000119551	0.002997
37	0.104403	4.9482	0.062317	0.0621781	0.0244366	2.84608e-16	0.0279263	0.913325	0.0176888	0.0182925	0.000312218	0.00355106
38	0.152569	14.1511	0.0851759	0.0945249	0.165653	2.84273e-16	0.0399388	8.12296	0.02896	0.0228914	0.000461547	0.00482723
39	0.109197	5.55177	0.0693909	0.0625462	0.0208945	2.86162e-16	0.0394738	3.21288	0.0264927	0.0245416	0.00223593	0.00323
40	0.0934305	3.55377	0.0595043	0.0534094	0.0205845	2.81054e-16	0.0331158	1.60554	0.0234511	0.0199134	9.26087e-05	0.0027634
41	0.123702	11.0482	0.0728328	0.0719498	0.156212	2.83877e-16	0.0429097	5.14294	0.0286259	0.0283865	0.000233174	0.0034659
42	0.0966	6.28586	0.0578841	0.0516494	0.0505486	2.83713e-16	0.0347123	2.58871	0.0229998	0.0210777	0.0046971	0.0026332
43	0.154614	9.73332	0.0957055	0.0896823	0.102889	2.83356e-16	0.0340611	2.23203	0.022035	0.0219486	0.000155906	0.00453954
44	0.130547	6.15994	0.0810627	0.0666145	0.0796662	2.86923e-16	0.0344385	2.56454	0.0223034	0.0220476	0.0002399	0.00367403
45	0.26567	41.0235	0.180295	0.165315	0.0550928	2.83527e-16	0.046086	4.45723	0.0350687	0.0256536	0.000272653	0.00615443
46	0.28774	40.8619	0.175289	0.175796	0.702073	2.78929e-16	0.0555136	11.4428	0.0417456	0.0316856	0.000244203	0.0072697
47	0.119222	5.89028	0.0777265	0.0657782	0.0275788	2.79216e-16	0.0372113	1.43281	0.0254213	0.0236894	0.000410658	0.00305558
48	0.118759	8.31564	0.0772294	0.0720179	0.00903324	2.81328e-16	0.0351923	3.63486	0.021574	0.023841	0.00104966	0.0028939
49	0.119579	12.5554	0.0717652	0.0770054	0.0514513	2.83559e-16	0.0353913	2.58043	0.025822	0.0204841	0.000156618	0.00292255
50	0.19196	30.4879	0.110478	0.105497	0.951864	2.79291e-16	0.0460818	6.57078	0.0293242	0.0318157	4.67678e-05	0.00457276
51	0.173278	13.3433	0.104213	0.107269	0.127446	2.74124e-16	0.0577068	4.3038	0.0421193	0.0351217	0.00029418	0.00393477
52	0.110971	5.33637	0.0640057	0.0699911	0.0135187	2.76112e-16	0.0362164	0.76713	0.0249643	0.022585	3.22574e-05	0.00255497
53	0.104008	4.3482	0.0683924	0.0560477	0.025949	2.77443e-16	0.0331187	0.553536	0.022741	0.0211216	6.74136e-05	0.0024411
54	0.163458	12.2775	0.100062	0.091452	0.102323	2.80926e-16	0.0381187	1.83529	0.0271211	0.0240263	5.58531e-05	0.00387675
55	0.262147	30.4342	0.153272	0.142673	1.13445	2.75505e-16	0.0406513	2.67061	0.0294661	0.0246733	6.85794e-05	0.0062032
56	0.105405	8.02906	0.0551993	0.0659883	0.0874329	2.7479e-16	0.0292226	0.634076	0.0202151	0.0185612	2.81322e-05	0.00227589
57	0.120485	4.14896	0.0711454	0.0751385	0.0179694	2.77798e-16	0.0414342	1.041	0.029148	0.0248143	0.000786578	0.00245609
58	0.20296	28.8005	0.11842	0.121582	0.349468	2.78337e-16	0.0404545	1.38854	0.0268233	0.0264004	0.000106329	0.00442393
59	0.197142	33.7833	0.103404	0.13977	0.351753	2.80131e-16	0.0376116	1.85346	0.0257434	0.0240124	0.000111971	0.00389632
60	0.145817	5.60784	0.0916598	0.0718627	0.103	2.81026e-16	0.0286729	0.580833	0.0206501	0.0171851	1.55294e-05	0.00317084
61	0.153007	13.0408	0.0929718	0.0883291	0.119777	2.78005e-16	0.044599	2.16402	0.0338412	0.0257421	2.10339e-05	0.00305008
62	0.113612	7.29476	0.068468	0.0674993	0.0199537	2.75764e-16	0.0312527	0.381854	0.0211684	0.0202751	2.57516e-05	0.00228432
63	0.18613	8.80422	0.112483	0.0923686	0.17551	2.70242e-16	0.0426598	0.978159	0.0314345	0.0254718	3.64143e-05	0.00362418
64	0.265427	28.9675	0.1771	0.126267	0.230068	2.91443e-16	0.0680416	8.3566	0.051477	0.040457	0.000176028	0.00550293
65	0.101465	3.31042	0.0676669	0.0508028	0.0182418	2.81849e-16	0.0375744	0.848744	0.0280337	0.0213233	1.57532e-05	0.00182646
66	0.157666	7.45173	0.0809822	0.113836	0.0559152	2.79225e-16	0.0353176	1.23693	0.0246561	0.0223557	1.10074e-05	0.0030551
67	0.168591	14.4768	0.11161	0.0970261	0.037047	2.74444e-16	0.0456177	1.83633	0.0312266	0.0298309	3.34366e-05	0.0029365
68	0.178225	13.1627	0.076788	0.128615	0.200363	2.681e-16	0.0466612	2.04746	0.0352019	0.0245255	1.30283e-05	0.00329822
69	0.199324	11.0712	0.109776	0.130415	0.152425	2.81002e-16	0.0389112	0.999765	0.0278257	0.0238807	1.06883e-05	0.00372159
70	0.220508	16.9205	0.164495	0.114605	0.0404017	2.82766e-16	0.0760386	11.8712	0.0634208	0.0343663	0.000141421	0.00316677
71	0.225876	15.1872	0.149586	0.127325	0.0825899	2.8229e-16	0.0469232	5.56946	0.0223971	0.0353434	1.62888e-05	0.00380685
72	0.14846	4.89558	0.0889467	0.0804668	0.0942478	2.82351e-16	0.0490044	1.86407	0.0386202	0.0258751	3.49532e-05	0.00252639
73	0.222682	9.41398	0.160523	0.0978206	0.103763	2.85053e-16	0.073425	4.78372	0.0570357	0.0382798	0.000379684	0.00349093
74	0.369146	64.8242	0.228683	0.136506	8.43023	2.95847e-16	0.113355	16.0456	0.0495787	0.0883506	0.00400376	0.00559387
75	0.150605	6.25241	0.0930367	0.0954237	0.0114676	2.90271e-16	0.046017	1.70682	0.0296874	0.0304379	1.50461e-05	0.0024046
76	0.191298	8.68592	0.123634	0.107448	0.0460887	2.96025e-16	0.0425638	1.39495	0.0289407	0.0274158	1.03755e-05	0.00331647
77	0.131633	7.80928	0.0716194	0.0887752	0.0472985	2.80325e-16	0.0584356	3.79833	0.0368904	0.0387865	1.29022e-05	0.00191744
78	0.219899	11.5596	0.119947	0.108374	0.684592	2.96593e-16	0.0385856	1.11284	0.0277429	0.0220932	4.14003e-06	0.00363401
79	0.112653	3.14142	0.0649606	0.0700077	0.0233442	2.79467e-16	0.0413647	1.0256	0.0294389	0.0246182	3.65632e-05	0.00178845
80	0.0995122	2.07337	0.0618861	0.0590873	0.0098494	2.85921e-16	0.0376978	1.15628	0.0245203	0.0239607	9.65977e-05	0.00141728
81	0.314951	40.1339	0.215752	0.090743	3.67788	2.80714e-16	0.049779	1.46442	0.0366957	0.0295579	7.5085e-06	0.00496869
82	0.119047	5.53843	0.0757811	0.0577774	0.0959558	2.92776e-16	0.0314034	0.378056	0.0225154	0.0189214	1.47386e-06	0.00177766
83	0.306955	19.5227	0.21356	0.162873	0.336428	2.77204e-16	0.0436498	1.69922	0.0333217	0.0251172	1.72726e-06	0.00510446
84	0.339006	27.9403	0.18322	0.210832	2.1473	2.87041e-16	0.0462884	0.663683	0.0322702	0.0289415	9.63969e-06	0.00531776
85	0.244743	16.9397	0.10493	0.186275	0.304991	2.81529e-16	0.0355926	0.493436	0.0253898	0.0219252	1.17727e-06	0.00383514
86	0.106865	1.94682	0.0710064	0.060465	0.00958608	2.87791e-16	0.0405369	0.682733	0.0277735	0.0247918	1.16033e-06	0.00143739
87	0.254465	18.9082	0.144549	0.17997	0.194302	2.78834e-16	0.0460795	0.626824	0.0344585	0.0263238	3.27296e-06	0.00380337
88	0.200643	8.76395	0.135202	0.102665	0.110253	2.86419e-16	0.0889158	8.55844	0.0660631	0.0544147	3.61244e-05	0.00211936
89	0.313781	20.9267	0.19165	0.209485	0.11201	2.71554e-16	0.0674119	1.23892	0.0524756	0.0376082	1.01102e-05	0.00461178
90	0.158259	3.21641	0.110615	0.080558	0.0210917	2.77009e-16	0.0527271	0.56336	0.0369381	0.0318833	1.14768e-05	0.00207147
91	0.213825	4.39135	0.124464	0.132657	0.0810952	2.91381e-16	0.0608199	1.46656	0.0435467	0.0379148	3.00248e-05	0.00291118
92	0.383363	15.2805	0.200255	0.218307	1.19753	2.77449e-16	0.06434	1.60499	0.0513998	0.0320377	2.59408e-06	0.00547681
93	0.269872	10.1037	0.162423	0.159265	0.212873	2.73339e-16	0.0392909	0.274521	0.02905	0.0228081	1.44095e-06	0.00396828
94	0.245433	4.74194	0.18379	0.12453	0.0127635	2.79958e-16	0.0628004	0.606453	0.0485682	0.034276	8.8208e-07	0.00332444
95	0.897598	32.1312	0.653837	0.290643	6.53611	2.74715e-16	0.0905545	1.90032	0.0727485	0.0496136	7.33153e-05	0.0118061
96	0.303278	10.7261	0.141698	0.204314	0.29165	2.7507e-16	0.0669996	1.26557	0.0488491	0.0363748	6.7612e-07	0.00420267
97	0.285423	11.9031	0.16676	0.13381	0.767972	2.72696e-16	0.0395864	0.37739	0.0297594	0.021223	9.20684e-07	0.00386292
98	0.254678	6.70135	0.187521	0.131754	0.0343734	2.65347e-16	0.0832155	1.45127	0.063467	0.0470055	5.93784e-06	0.00297928
99	0.36103	18.9164	0.182503	0.252086	0.476924	2.57361e-16	0.0550329	0.624817	0.0403169	0.0324732	2.11978e-06	0.00490465
100	0.204433	3.00524	0.115039	0.144095	0.0151111	2.76952e-16	0.112564	3.3638	0.0752294	0.0736358	6.56353e-05	0.00196195
101	0.208091	3.53094	0.127845	0.128816	0.0513686	2.81101e-16	0.0922184	2.40558	0.0737792	0.0487362	3.98287e-06	0.00215089
102	0.854457	49.8629	0.614732	0.324951	6.67257	2.74616e-16	0.0704707	0.992452	0.0594266	0.0312764	2.22085e-07	0.0116388
103	0.361436	16.536	0.238034	0.107216	1.7013	2.69311e-16	0.0851399	1.22407	0.0558419	0.0579908	2.86912e-05	0.00442471
104	0.157321	1.20705	0.114021	0.0838428	0.00747642	2.7004e-16	0.0521042	0.637766	0.0418647	0.0256898	1.07482e-06	0.00180282
105	0.211362	2.49852	0.142737	0.119964	0.0276252	2.832e-16	0.0745732	1.25868	0.0613619	0.0367315	3.37065e-06	0.002253
106	0.671602	44.963	0.26581	0.529725	2.8932	2.80045e-16	0.0718415	2.71147	0.0611652	0.0278648	0.000410375	0.00809423
107	1.55696	93.0088	1.04119	1.03123	7.50309	2.87826e-16	0.0619333	0.346901	0.0478518	0.0337592	1.0157e-06	0.0136976
108	0.116335	0.722523	0.0763503	0.0627287	0.00389248	2.70661e-16	0.0573009	0.663686	0.0451293	0.0296349	1.93557e-07	0.00111398
109	0.274515	9.86517	0.190291	0.100849	0.650074	2.77599e-16	0.110903	1.95047	0.0957363	0.0481819	1.52664e-05	0.00270832
110	0.529863	17.0659	0.362996	0.233198	0.278633	2.73281e-16	0.0922828	1.42741	0.0626872	0.0551463	1.40525e-06	0.00654745
111	0.22845	3.51726	0.128995	0.13034	0.0865946	2.91547e-16	0.071378	0.699603	0.0494191	0.0418969	8.76342e-06	0.00244689
112	0.458509	15.7202	0.327888	0.187453	0.565418	2.81665e-16	0.129241	3.56304	0.104444	0.0651314	1.53374e-06	0.00524049
113	0.236132	3.25997	0.141846	0.137844	0.0432741	2.78503e-16	0.0988797	1.05842	0.0818743	0.0471442	2.76691e-07	0.00243257
114	0.215423	2.29859	0.131369	0.130852	0.0199538	2.6591e-16	0.0847982	0.584485	0.0657103	0.042654	3.3323e-07	0.00211791
115	0.524948	9.50453	0.320998	0.28689	0.704731	2.79765e-16	0.0844473	0.63227	0.0744869	0.0289155	6.36849e-07	0.00596433
116	0.414601	6.8911	0.271253	0.241452	0.0501533	2.74604e-16	0.190295	3.85249	0.168005	0.0747575	2.27769e-06	0.00413568
117	0.994937	32.2936	0.553593	0.754693	0.416979	2.70074e-16	0.341136	9.1161	0.286074	0.130866	0.00130705	0.0107998
118	0.457981	11.0743	0.216189	0.342696	0.174903	2.67236e-16	0.251297	8.69926	0.139498	0.185207	0.000136413	0.00336137
119	0.218321	1.65576	0.145928	0.123592	0.0294388	2.60932e-16	0.0756691	0.41281	0.0620707	0.0331547	4.24098e-07	0.00222095
120	0.193472	1.4602	0.132272	0.10366	0.0119784	2.67746e-16	0.0891958	0.768213	0.0739305	0.0392312	1.89866e-07	0.00179359
121	0.235554	2.21119	0.138828	0.140106	0.0278116	3.04206e-16	0.0933866	0.522224	0.0820019	0.0324813	5.51362e-08	0.0023546
122	0.38742	5.65466	0.19303	0.276153	0.130623	2.95402e-16	0.104667	0.576343	0.0735604	0.0590842	2.00439e-07	0.00382692
123	0.371512	5.83545	0.30082	0.12013	0.0358805	2.87045e-16	0.105104	0.523046	0.0805207	0.0536775	1.03889e-07	0.0038734
124	0.816693	30.1638	0.486016	0.135043	10.7805	2.85226e-16	0.1237	1.23719	0.111288	0.0419269	2.39451e-07	0.00819113
125	0.707712	13.4082	0.383759	0.437694	0.851615	2.71067e-16	0.111763	0.523633	0.0964273	0.0451521	6.03683e-07	0.0072905
126	0.189312	0.788209	0.108144	0.108946	0.0200725	2.93099e-16	0.0896679	0.254996	0.0763808	0.0406567	1.43853e-07	0.00177595
127	0.391576	5.34513	0.282638	0.119207	0.449542	3.02924e-16	0.0916664	0.654714	0.0796262	0.0346899	9.28232e-08	0.00408627
128	0.296744	1.79069	0.19153	0.170738	0.0318645	2.7525e-16	0.0896536	0.257601	0.070246	0.0436014	6.58722e-07	0.00285979
129	0.267097	2.33214	0.137125	0.139736	0.150477	2.70612e-16	0.0855954	0.363057	0.0627391	0.0493813	1.10486e-07	0.00238578
130	0.591815	7.5208	0.324587	0.416433	0.176237	2.74051e-16	0.13847	0.73509	0.118042	0.0566413	9.99674e-08	0.00597194
131	0.452573	6.89113	0.27383	0.278582	0.12114	2.73877e-16	0.160036	0.79065	0.138976	0.0519571	6.73994e-08	0.00402213
132	0.482661	6.54773	0.355887	0.155621	0.662241	2.63445e-16	0.116828	0.602086	0.103613	0.0449965	1.42277e-07	0.00463944
133	0.54515	9.6729	0.428441	0.178037	0.699297	2.74115e-16	0.15519	1.86546	0.133975	0.0653199	2.77568e-06	0.0052004
134	1.36463	15.0236	0.904572	0.809372	1.30886	2.45732e-16	0.385507	10.0031	0.286538	0.244167	0.000458816	0.0133262
135	0.287084	0.881958	0.175839	0.170547	0.0201242	2.65798e-16	0.128039	0.687684	0.114723	0.0447586	6.83041e-08	0.00219559
136	0.485729	5.29389	0.368914	0.219143	0.0229652	2.88286e-16	0.343579	5.33368	0.331165	0.058178	2.7816e-07	0.00298574
137	0.227253	0.664426	0.16813	0.120613	0.0070126	2.90098e-16	0.179052	0.614253	0.147933	0.0702567	3.25248e-07	0.00121909
138	0.400085	7.07396	0.233936	0.204225	0.678565	2.70412e-16	0.131827	0.573136	0.115798	0.0470438	9.7144e-08	0.00345966
139	0.53226	3.93299	0.268955	0.338803	0.210825	2.6171e-16	0.170331	1.15419	0.150979	0.0573539	1.41791e-07	0.00470007
140	0.397653	2.97069	0.230738	0.255153	0.0951391	2.96863e-16	0.111926	0.31489	0.0933901	0.051191	1.00288e-07	0.00383071
141	0.685482	6.25631	0.549153	0.167413	0.525526	2.83659e-16	0.208874	1.74049	0.184945	0.0875946	1.32855e-07	0.00545917
142	0.287692	1.05692	0.202133	0.150995	0.0221731	2.82687e-16	0.145141	0.703918	0.117593	0.0667861	8.77161e-08	0.002094
143	0.338088	2.14434	0.220179	0.175947	0.0834513	2.57027e-16	0.174953	1.06519	0.15468	0.0636867	1.19861e-06	0.00255031
144	0.289206	2.57787	0.199033	0.181433	0.00940977	3.02204e-16	0.130127	0.482638	0.107642	0.0654451	1.55894e-06	0.0021908
145	0.241275	1.07974	0.182168	0.120122	0.00460066	2.69844e-16	0.156098	0.61184	0.139362	0.0574092	1.03878e-06	0.00154227
146	0.324046	1.70371	0.21975	0.172794	0.0490581	2.49465e-16	0.176801	0.889458	0.156377	0.0676053	2.84084e-07	0.00239523
147	0.728501	5.8578	0.571752	0.257198	0.45473	2.98468e-16	0.229332	1.02301	0.201945	0.0962323	1.23392e-07	0.00611884
148	0.378067	2.79476	0.186145	0.261322	0.110389	3.24298e-16	0.14638	0.506115	0.131694	0.051814	8.55841e-08	0.00315078
149	0.479683	2.56813	0.311148	0.239179	0.108059	2.7855e-16	0.195822	0.661236	0.170297	0.075851	3.06062e-07	0.00353646
150	0.235756	0.747622	0.183246	0.10684	0.00726875	3.09783e-16	0.168786	0.669663	0.146848	0.0641716	5.84797e-08	0.0012454
151	0.522404	4.99648	0.408935	0.175829	0.432337	2.45301e-16	0.201688	0.895079	0.139003	0.112901	7.73898e-07	0.00408452
152	0.379913	1.24913	0.224143	0.215591	0.0723318	2.79418e-16	0.162343	0.400758	0.129219	0.0746434	1.498e-07	0.00297039
153	0.271086	1.43905	0.142546	0.16417	0.033282	2.62338e-16	0.150099	0.787365	0.124072	0.0640342	9.54611e-08	0.00171059
154	1.10083	9.69891	0.794299	0.436667	2.19863	2.78578e-16	0.417103	2.17258	0.39598	0.0948635	5.58848e-08	0.00769188
155	1.1788	10.3336	0.505806	0.927342	0.79799	2.55417e-16	0.178006	1.40065	0.134399	0.107011	7.62307e-07	0.00993046
156	0.763281	5.12064	0.61009	0.398445	0.047293	2.70532e-16	0.246815	0.616588	0.213337	0.0940465	1.93125e-07	0.00487354
157	0.20508	0.64419	0.132403	0.113773	0.0111758	3.09238e-16	0.122339	0.306855	0.101666	0.0596171	1.28947e-07	0.00144548
158	0.346754	2.56145	0.247373	0.17632	0.0132077	2.56738e-16	0.221153	2.37085	0.200691	0.073341	1.61927e-07	0.00189158
159	0.522537	3.86656	0.274158	0.293837	0.325331	2.90474e-16	0.205168	0.913364	0.188008	0.0696966	8.90338e-08	0.00391219
162	0.806189	4.6758	0.524983	0.452532	0.165109	2.94633e-16	0.316593	1.8552	0.27463	0.105434	1.18727e-06	0.00537258
163	1.61286	16.4367	0.786657	1.2029	2.49855	2.62008e-16	0.244491	1.47485	0.208387	0.0979592	3.56137e-07	0.0122543
168	3.11982	40.8978	2.09453	2.06539	9.30693	2.86184e-16	0.303165	0.825256	0.281977	0.0833358	6.46573e-08	0.0272795
169	1.47861	14.6585	0.777434	1.05582	0.705287	2.33144e-16	0.369265	1.07771	0.345848	0.107715	1.35249e-07	0.0109499
