FocalLength	QR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost	Rank3Rate
48	0.00083847	0.000541202	0.000486786	1.05555e-07	2.86794e-16	0.000823849	0.000542745	0.000506116	5.7228e-08	1.18656e-05	0.96
49	0.000832635	0.000535236	0.000490698	1.06919e-07	2.83461e-16	0.000821216	0.000550227	0.000501949	4.86909e-08	1.15707e-05	0.98
50	0.000726015	0.000476666	0.00041781	7.65159e-08	2.77201e-16	0.000701289	0.000473466	0.000426645	3.5093e-08	9.49177e-06	0.94
51	0.000581424	0.000371827	0.000341924	5.5024e-08	2.80261e-16	0.000566667	0.000378188	0.000350164	2.35668e-08	8.10233e-06	0.9
52	0.000433034	0.000277614	0.00025344	2.68756e-08	2.7839e-16	0.000421046	0.000278904	0.000256808	1.42949e-08	5.35029e-06	1
53	0.000427446	0.000278954	0.000246871	2.68293e-08	2.78683e-16	0.000413295	0.000278164	0.000252759	1.18306e-08	5.3937e-06	0.98
54	0.000306563	0.000196798	0.000177544	1.56814e-08	2.79614e-16	0.000299105	0.000202188	0.000180922	6.7852e-09	3.86344e-06	1
55	0.000287671	0.000186486	0.000167158	1.45305e-08	2.82503e-16	0.00027954	0.000186662	0.000171227	7.85976e-09	3.22979e-06	0.96
56	0.000195795	0.000128629	0.000113921	5.6536e-09	2.80686e-16	0.000190983	0.000129027	0.000116149	2.65742e-09	2.08824e-06	0.98
57	0.000131146	8.49063e-05	7.66769e-05	2.48664e-09	2.73411e-16	0.000127189	8.49168e-05	7.77439e-05	1.22045e-09	1.39287e-06	0.98
58	7.98213e-05	5.19496e-05	4.64456e-05	9.65111e-10	2.82083e-16	7.80508e-05	5.22853e-05	4.75143e-05	4.79451e-10	8.62335e-07	0.98
59	4.13165e-05	2.72111e-05	2.37718e-05	2.4383e-10	2.76189e-16	4.08126e-05	2.75802e-05	2.47052e-05	1.28946e-10	4.4426e-07	0.94
60	7.30515e-08	4.50694e-08	4.52357e-08	3.36417e-14	2.78292e-16	1.12959e-06	5.12841e-07	7.39109e-07	2.13549e-11	2.63739e-08	0.96
61	3.32626e-05	2.2126e-05	1.88252e-05	1.66178e-10	2.7604e-16	3.26372e-05	2.23284e-05	1.92842e-05	8.87075e-11	3.09527e-07	0.92
62	9.38845e-05	5.98259e-05	5.63774e-05	7.25763e-09	2.83369e-16	0.000340478	0.000167566	0.00022783	1.18176e-06	6.84059e-06	0.92
63	9.98669e-05	6.481e-05	5.85994e-05	1.47795e-09	2.75539e-16	9.66856e-05	6.46169e-05	5.91072e-05	7.17877e-10	8.65053e-07	0.96
64	0.000129982	8.61602e-05	7.58578e-05	2.1005e-09	2.73798e-16	0.000128424	8.67644e-05	7.8394e-05	1.20673e-09	9.84603e-07	0.98
65	0.000135876	8.87667e-05	7.91805e-05	2.59972e-09	2.78535e-16	0.000132047	8.81603e-05	7.99978e-05	1.49888e-09	9.13371e-07	0.96
66	0.000189212	0.000124689	0.000109028	5.3741e-09	2.77583e-16	0.000184504	0.000124127	0.000112756	2.57978e-09	1.50547e-06	1
67	0.000204602	0.000135392	0.000118383	6.05979e-09	2.78884e-16	0.000201774	0.000137144	0.000121384	3.15079e-09	1.43825e-06	1
68	0.000214487	0.000141229	0.000124094	6.54189e-09	2.80784e-16	0.00020902	0.000141461	0.000124729	3.68351e-09	1.37459e-06	0.88
69	0.000231835	0.000152753	0.000134375	7.28191e-09	2.80886e-16	0.000228238	0.000152839	0.000136237	4.69659e-09	1.31032e-06	0.98
70	0.000244062	0.000160956	0.000142198	7.9883e-09	2.83474e-16	0.000238885	0.000160376	0.00014185	5.20209e-09	1.30467e-06	0.98
71	0.000299153	0.00019452	0.000177566	1.19051e-08	2.86099e-16	0.000290581	0.000193633	0.00017598	6.95867e-09	1.55775e-06	0.96
72	0.000269127	0.000175641	0.00015714	1.00872e-08	2.7837e-16	0.000265349	0.000175783	0.00015842	6.88323e-09	1.19519e-06	0.94
73	0.000306428	0.000197996	0.00018138	1.31395e-08	2.8281e-16	0.000300912	0.000198975	0.000181507	8.50637e-09	1.53477e-06	0.92
74	0.000557131	0.000343565	0.00034571	4.01749e-07	2.81614e-16	0.00220661	0.000986196	0.00155882	5.85166e-05	3.81181e-05	0.98
75	0.000319461	0.000206324	0.000188737	1.34478e-08	2.81073e-16	0.000317619	0.000207458	0.000190326	1.05454e-08	1.35709e-06	0.98
76	0.000376046	0.000243741	0.000222521	1.9085e-08	2.86259e-16	0.000370201	0.000243335	0.000222197	1.33371e-08	1.50194e-06	0.96
77	0.00033308	0.000210729	0.000198644	1.67788e-08	2.81889e-16	0.000327772	0.000211131	0.000196368	1.30034e-08	1.28275e-06	0.94
78	0.000394059	0.000252463	0.000236208	2.05709e-08	2.86196e-16	0.00038866	0.000253182	0.000233821	1.61976e-08	1.5252e-06	0.96
79	0.0004028	0.000257854	0.000239622	2.2709e-08	2.81171e-16	0.000415515	0.000265019	0.000249863	2.71433e-08	1.82082e-06	1
80	0.000400055	0.000256736	0.000237518	2.09607e-08	2.87341e-16	0.00040129	0.000257385	0.000241863	1.86696e-08	1.44956e-06	0.98
81	0.000400498	0.000254577	0.000235659	2.43904e-08	2.84139e-16	0.000400881	0.000257869	0.00023825	1.99778e-08	1.75082e-06	0.92
82	0.000433756	0.000277006	0.000256573	2.67785e-08	2.79882e-16	0.00043076	0.000276985	0.000258256	2.19111e-08	1.62065e-06	0.96
83	0.000446543	0.000279356	0.000269954	2.83822e-08	2.83088e-16	0.000445691	0.000283385	0.000268756	2.54787e-08	1.62594e-06	0.96
84	0.000450713	0.000278661	0.000272506	3.04405e-08	2.83738e-16	0.000447537	0.000281084	0.000268151	2.6978e-08	2.14192e-06	0.96
85	0.000556078	0.000353997	0.000337455	3.73719e-08	2.8038e-16	0.000556335	0.000356137	0.000338551	3.43708e-08	1.41043e-06	0.96
86	0.000525006	0.000329884	0.000314857	3.83454e-08	2.79331e-16	0.000525784	0.000334117	0.000315717	3.38844e-08	1.9761e-06	0.96
87	0.00057185	0.000356322	0.000349811	4.29213e-08	2.84178e-16	0.000573974	0.000359167	0.00035162	4.06763e-08	2.16163e-06	0.98
88	0.000629003	0.000395812	0.000380928	5.13029e-08	2.78582e-16	0.00062679	0.000400902	0.000379131	4.52832e-08	2.53147e-06	0.98
89	0.000601812	0.000376536	0.00036449	4.88189e-08	2.80261e-16	0.000603532	0.000381341	0.000364242	4.68833e-08	2.15161e-06	0.98
90	0.000566578	0.000342186	0.000350548	4.80484e-08	2.80135e-16	0.000566589	0.000346759	0.000346507	4.56955e-08	2.42258e-06	0.92
91	0.00062214	0.000387373	0.000379806	5.25454e-08	2.84987e-16	0.000624324	0.000390422	0.000381975	4.91831e-08	1.93062e-06	0.98
92	0.000670306	0.000416761	0.000407953	6.26665e-08	2.81113e-16	0.000670438	0.000422622	0.000407716	5.72306e-08	2.86432e-06	0.96
93	0.00066726	0.000410077	0.000409088	6.38729e-08	2.83074e-16	0.000669078	0.000415839	0.000408102	5.97951e-08	2.78847e-06	0.96
94	0.000622271	0.000376914	0.000378801	5.96872e-08	2.84498e-16	0.000630303	0.000382114	0.00038793	5.8047e-08	2.78019e-06	0.96
95	0.000649236	0.000393339	0.000396772	6.4165e-08	2.77956e-16	0.000654879	0.000398058	0.000400491	6.44416e-08	2.66302e-06	0.98
96	0.000715592	0.000437936	0.000437898	7.4963e-08	2.82973e-16	0.000723951	0.000445496	0.000441986	7.35301e-08	2.95154e-06	0.98
97	0.000739453	0.000442519	0.00046081	8.17474e-08	2.81992e-16	0.000739115	0.000446758	0.000456131	7.87098e-08	3.59836e-06	1
98	0.000706138	0.000425732	0.000432911	7.81874e-08	2.7977e-16	0.000713084	0.000436858	0.000434921	7.52776e-08	3.04479e-06	0.98
99	0.000826745	0.000500759	0.000511124	9.83746e-08	2.81246e-16	0.000834513	0.000511482	0.000513011	9.5707e-08	3.6488e-06	0.96
100	0.000797245	0.000477795	0.00049424	9.74703e-08	2.75823e-16	0.000805712	0.000489353	0.000499391	9.21465e-08	4.28948e-06	0.98
101	0.000952356	0.000582235	0.000582265	1.76741e-07	2.78191e-16	0.00121968	0.000715943	0.00075306	1.61921e-06	8.97913e-06	0.96
102	0.000882862	0.000536169	0.000538665	1.19523e-07	2.83196e-16	0.000886117	0.000542267	0.000545512	1.08399e-07	4.4463e-06	0.94
103	0.00088323	0.000531861	0.000543876	1.17533e-07	2.84536e-16	0.000887734	0.000543381	0.000539972	1.16304e-07	4.15365e-06	0.92
104	0.00356019	0.00196539	0.001897	0.000128213	2.78787e-16	0.000910916	0.000549233	0.000565205	1.1657e-07	4.12806e-05	0.98
105	0.00100608	0.000610838	0.000616876	1.52631e-07	2.78319e-16	0.00100892	0.000618769	0.000621766	1.37632e-07	4.80515e-06	0.94
106	0.00100889	0.000618113	0.000616359	1.4403e-07	2.75913e-16	0.00101672	0.000628027	0.00061837	1.4302e-07	3.96946e-06	0.96
107	0.0011009	0.000678114	0.000670997	1.67013e-07	2.80304e-16	0.00110556	0.000688513	0.000674507	1.56226e-07	4.55214e-06	0.98
108	0.00102296	0.000615024	0.00063116	1.57833e-07	2.84562e-16	0.00110315	0.000660715	0.000681905	2.5862e-07	5.70653e-06	0.96
109	0.00113416	0.000689219	0.000703539	1.70769e-07	2.76387e-16	0.00115004	0.000705855	0.00070852	1.71681e-07	4.52202e-06	0.96
110	0.001059	0.000630851	0.000655006	1.73097e-07	2.81412e-16	0.00106402	0.000645326	0.000656595	1.60005e-07	5.47919e-06	1
111	0.00107116	0.000635429	0.000666453	1.82962e-07	2.75026e-16	0.00108656	0.000651313	0.000678895	1.68513e-07	5.3685e-06	1
112	0.00114847	0.000699402	0.00070312	1.94555e-07	2.78771e-16	0.00116379	0.000715228	0.000713947	1.8396e-07	4.91799e-06	0.96
113	0.00113967	0.000683022	0.000702564	1.92981e-07	2.78398e-16	0.00115927	0.000702206	0.000715556	1.8515e-07	5.61297e-06	0.96
114	0.00160398	0.000950768	0.000999984	1.76653e-06	2.80724e-16	0.0018782	0.0010593	0.00122698	4.7751e-06	1.1333e-05	1
115	0.00121906	0.000736662	0.000751319	2.17498e-07	2.78336e-16	0.00124135	0.000756602	0.000769318	2.13321e-07	5.04752e-06	0.92
116	0.00119827	0.000705932	0.000755516	2.19783e-07	2.80479e-16	0.00121429	0.000724753	0.000760294	2.07822e-07	5.44353e-06	0.96
117	0.00122336	0.000740943	0.000749845	2.22212e-07	2.77507e-16	0.00123097	0.000754097	0.000752781	2.15889e-07	5.46872e-06	1
118	0.00136735	0.000834471	0.000842117	2.66592e-07	2.78422e-16	0.00137879	0.0008504	0.000844884	2.48081e-07	5.92898e-06	0.96
119	0.0012958	0.000781871	0.000795461	2.66133e-07	2.75797e-16	0.00133204	0.00081083	0.000827602	2.40157e-07	6.80075e-06	0.98
120	0.00142262	0.00084821	0.000891967	2.83239e-07	2.77318e-16	0.00142614	0.000869825	0.000885809	2.72635e-07	6.01143e-06	0.94
121	0.00141929	0.000848282	0.000879933	3.08655e-07	2.80477e-16	0.00143424	0.000878228	0.000881095	2.79571e-07	6.68348e-06	0.92
122	0.00139985	0.000820769	0.000881447	3.02579e-07	2.7815e-16	0.00141401	0.000841346	0.000893213	2.74157e-07	6.41431e-06	0.98
123	0.00139597	0.000835136	0.000865748	2.94916e-07	2.7695e-16	0.00141216	0.00085291	0.000878731	2.78267e-07	6.58587e-06	0.96
124	0.00151011	0.000915052	0.000918339	3.52355e-07	2.81368e-16	0.00153873	0.000946969	0.000943693	3.09479e-07	7.7116e-06	0.94
125	0.00148104	0.000881458	0.000917109	3.47154e-07	2.77071e-16	0.00150723	0.000907289	0.000941673	3.10718e-07	7.0045e-06	0.96
126	0.00144883	0.00085989	0.000890141	3.39198e-07	2.80948e-16	0.00146933	0.000886113	0.000906684	3.10679e-07	6.74587e-06	1
127	0.00149677	0.000898516	0.000913709	3.75807e-07	2.8149e-16	0.00150594	0.000908325	0.000929376	3.21738e-07	6.4516e-06	0.96
128	0.00161654	0.000981561	0.000994065	3.72067e-07	2.79104e-16	0.00163647	0.00100751	0.0010052	3.49785e-07	6.45167e-06	0.96
129	0.00157675	0.000940034	0.000980192	3.73572e-07	2.80489e-16	0.00162156	0.000982927	0.00100347	3.59031e-07	7.33156e-06	0.98
130	0.00150497	0.000902152	0.000922115	3.59825e-07	2.74814e-16	0.00152259	0.000921844	0.0009309	3.47943e-07	6.19356e-06	0.9
131	0.00154785	0.000917394	0.000960552	3.79472e-07	2.78033e-16	0.00156701	0.000950239	0.000966462	3.52681e-07	7.28845e-06	1
132	0.00175421	0.00104719	0.00108907	4.57507e-07	2.83445e-16	0.00177374	0.00107901	0.00110791	4.07851e-07	7.9392e-06	0.96
133	0.00166915	0.000995159	0.00103501	4.25832e-07	2.79402e-16	0.00169484	0.00104458	0.00103981	3.93099e-07	7.60609e-06	0.98
134	0.00168655	0.00101978	0.00104341	4.02333e-07	2.81017e-16	0.00172451	0.00104513	0.00107483	3.97823e-07	6.77574e-06	0.96
135	0.00173512	0.0010411	0.00106571	4.9257e-07	2.7928e-16	0.00175687	0.00107686	0.00108642	4.16483e-07	8.26716e-06	0.94
136	0.00163452	0.000974706	0.000997346	4.23817e-07	2.78816e-16	0.00166344	0.00100631	0.00102114	3.99179e-07	7.37091e-06	0.98
137	0.0018675	0.00112057	0.00115551	5.13612e-07	2.79414e-16	0.00188975	0.00115457	0.00116902	4.65236e-07	8.27298e-06	0.96
138	0.00179235	0.00106934	0.00110795	5.05767e-07	2.86936e-16	0.00183096	0.00111864	0.0011331	4.39981e-07	8.88873e-06	0.96
139	0.00183451	0.0010921	0.00114579	5.08628e-07	2.81588e-16	0.0018603	0.00112189	0.00116163	4.70351e-07	7.58871e-06	0.94
140	0.00187856	0.00111179	0.00118069	5.46999e-07	2.84252e-16	0.00191873	0.00114601	0.00122169	4.88216e-07	8.69438e-06	0.92
141	0.00188439	0.00111421	0.00117743	5.43594e-07	2.82789e-16	0.00190287	0.00113922	0.00119836	4.91402e-07	8.46334e-06	1
142	0.00185642	0.00109967	0.00115537	5.2542e-07	2.824e-16	0.00189217	0.00113685	0.00117589	5.11977e-07	7.60893e-06	0.98
143	0.00181968	0.00106266	0.00113386	5.40652e-07	2.85889e-16	0.00185734	0.00109102	0.00117544	4.89013e-07	8.04762e-06	0.94
144	0.00207396	0.00125846	0.0012682	6.39332e-07	2.85766e-16	0.00210023	0.0012805	0.00129778	5.76408e-07	8.2791e-06	0.94
145	0.00198289	0.00117858	0.0012294	6.1441e-07	2.8265e-16	0.00200979	0.00120333	0.00125578	5.57847e-07	8.10731e-06	1
146	0.00210052	0.00124894	0.0013092	6.56345e-07	2.84339e-16	0.00213001	0.0012767	0.00134053	5.9575e-07	8.47809e-06	0.98
147	0.00219272	0.00131022	0.00136723	6.92915e-07	2.82644e-16	0.00222931	0.00135531	0.00138942	6.10532e-07	9.54839e-06	0.98
148	0.00214942	0.00127564	0.0013403	7.21971e-07	2.84771e-16	0.00218693	0.00132673	0.00136895	6.11774e-07	9.25583e-06	0.96
149	0.00214593	0.00128561	0.00132747	7.20981e-07	2.86197e-16	0.00218038	0.00132545	0.00136962	6.21655e-07	9.88634e-06	0.94
150	0.00208484	0.00122784	0.00130192	6.83641e-07	2.80603e-16	0.00212293	0.00126535	0.00133789	6.23303e-07	9.15902e-06	1
151	0.00203437	0.00120059	0.00126114	6.69753e-07	2.87775e-16	0.00207233	0.00124441	0.00128378	6.14451e-07	8.0425e-06	0.96
152	0.00236271	0.00143041	0.00144672	8.75563e-07	2.85378e-16	0.00239592	0.00147073	0.00149196	7.06324e-07	9.8929e-06	0.96
153	0.0023535	0.00141432	0.00146651	8.29458e-07	2.84289e-16	0.00239441	0.00146133	0.00150208	7.09895e-07	9.42042e-06	0.98
154	0.0021275	0.00127063	0.00131846	7.02147e-07	2.80962e-16	0.00216803	0.00131861	0.00134931	6.27719e-07	8.77607e-06	0.98
155	0.00232489	0.00140196	0.00144098	8.03375e-07	2.8444e-16	0.00235825	0.00144917	0.00147096	6.93847e-07	9.04812e-06	0.92
156	0.00233916	0.00139087	0.00145984	8.2113e-07	2.83018e-16	0.00238063	0.00144884	0.00149085	7.18202e-07	9.72169e-06	0.98
157	0.00234008	0.00139649	0.00144404	8.2156e-07	2.81865e-16	0.00236871	0.0014424	0.00147479	7.36909e-07	8.9167e-06	0.9
158	0.00218111	0.00128827	0.00135449	7.27504e-07	2.83987e-16	0.00222272	0.00132982	0.00138931	6.9386e-07	8.14773e-06	0.98
159	0.00241856	0.00143449	0.00150064	8.988e-07	2.81998e-16	0.00243708	0.00146949	0.00152054	7.84506e-07	9.55173e-06	0.94
160	0.00245356	0.00146684	0.00152655	8.96094e-07	2.84529e-16	0.00248453	0.00152061	0.00154261	7.73823e-07	9.1277e-06	0.96
161	0.002319	0.00137799	0.00143559	8.6851e-07	2.86159e-16	0.00238603	0.00145271	0.00148973	7.69999e-07	9.90668e-06	0.92
162	0.00240418	0.00142922	0.00149089	9.15099e-07	2.83334e-16	0.00244698	0.00147508	0.00152982	8.00533e-07	9.95844e-06	0.96
163	0.00245706	0.00146053	0.00153801	8.83285e-07	2.82133e-16	0.00249886	0.00149308	0.00158391	8.15804e-07	9.02548e-06	0.96
164	0.00250638	0.00147397	0.00158498	9.53923e-07	2.83338e-16	0.00257277	0.00152807	0.00163416	8.71619e-07	9.82724e-06	0.96
165	0.00257388	0.00153177	0.00159376	1.035e-06	2.8068e-16	0.00262625	0.00158665	0.00165237	8.56995e-07	1.12446e-05	0.98
166	0.00268697	0.00158636	0.00168008	1.13458e-06	2.80169e-16	0.00272012	0.0016306	0.00172477	9.44e-07	1.04887e-05	0.96
167	0.00244507	0.00145399	0.00150707	9.49081e-07	2.83505e-16	0.00250419	0.00151622	0.00154735	8.70562e-07	9.29959e-06	0.96
168	0.00261116	0.00155994	0.00161451	1.04212e-06	2.85411e-16	0.00265109	0.00161898	0.00164647	9.06053e-07	1.04262e-05	1
169	0.00249626	0.00147271	0.00154355	9.94347e-07	2.79457e-16	0.002558	0.00153358	0.00159938	8.93256e-07	9.91503e-06	0.98
170	0.00254494	0.00149533	0.00158779	1.01199e-06	2.81247e-16	0.00256157	0.00155189	0.00159189	8.84654e-07	1.01874e-05	0.98
171	0.00269689	0.00161665	0.00167244	1.10829e-06	2.85786e-16	0.00274171	0.00167738	0.00170929	9.5786e-07	1.02191e-05	0.96
172	0.00270419	0.00160454	0.00168481	1.10434e-06	2.88037e-16	0.00274561	0.00166229	0.00172329	9.47816e-07	1.06818e-05	0.94
173	0.00284104	0.00168733	0.00177185	1.22981e-06	2.84365e-16	0.00286741	0.00173717	0.00179729	1.04882e-06	1.06204e-05	0.9
174	0.00269956	0.0016007	0.0016634	1.13343e-06	2.82577e-16	0.00292058	0.00172764	0.00182105	1.9143e-06	1.20322e-05	0.94
175	0.0030004	0.00181225	0.00185406	1.31412e-06	2.85027e-16	0.00303158	0.00184781	0.00189861	1.12637e-06	1.05451e-05	0.94
176	0.00295825	0.00176427	0.00183789	1.34114e-06	2.81798e-16	0.00298538	0.0018118	0.00188084	1.1086e-06	1.09797e-05	0.98
177	0.00287892	0.00170765	0.00177717	1.34078e-06	2.8301e-16	0.00292815	0.00178733	0.00182785	1.08783e-06	1.17631e-05	0.96
178	0.00290883	0.0017422	0.00178878	1.31858e-06	2.83163e-16	0.00295583	0.00180244	0.00183721	1.15267e-06	1.09646e-05	1
179	0.00305348	0.00180765	0.00191457	1.48119e-06	2.74417e-16	0.00309521	0.00187526	0.00196081	1.18875e-06	1.25399e-05	1
180	0.00308711	0.00180884	0.00193482	1.4856e-06	2.84835e-16	0.00315228	0.00187673	0.00201161	1.22235e-06	1.13154e-05	1
181	0.00293955	0.0017274	0.00184148	1.36626e-06	2.82745e-16	0.00296629	0.00179078	0.00186681	1.12281e-06	1.07023e-05	0.94
182	0.00299894	0.00176286	0.00187686	1.38931e-06	2.76713e-16	0.00305647	0.00183726	0.00192612	1.19191e-06	1.13006e-05	1
183	0.00282241	0.00166809	0.00174709	1.25273e-06	2.85041e-16	0.00288851	0.00173865	0.00180114	1.11274e-06	1.0673e-05	0.94
184	0.00290365	0.00173286	0.00179954	1.2531e-06	2.80722e-16	0.00294982	0.00178227	0.00183213	1.16761e-06	9.7797e-06	0.96
185	0.00296724	0.00171838	0.00187008	1.40867e-06	2.81038e-16	0.00298239	0.0017999	0.00187128	1.1753e-06	1.14092e-05	0.94
186	0.0030501	0.00179739	0.00190765	1.42653e-06	2.8158e-16	0.00311162	0.00186846	0.00196414	1.2558e-06	1.09241e-05	1
187	0.00315023	0.00187012	0.00196067	1.5452e-06	2.82831e-16	0.00321586	0.00195647	0.0020056	1.30695e-06	1.14786e-05	0.96
188	0.00311641	0.00186184	0.00193697	1.47973e-06	2.83218e-16	0.00316328	0.00193016	0.00197099	1.27994e-06	1.08766e-05	0.96
189	0.00335615	0.00201125	0.00205382	1.74756e-06	2.77444e-16	0.00340256	0.00209203	0.00209934	1.45059e-06	1.28589e-05	0.94
190	0.00326918	0.00194589	0.00202036	1.72488e-06	2.80637e-16	0.0033266	0.00201366	0.00208864	1.42822e-06	1.1746e-05	1
191	0.00321911	0.0019161	0.00200368	1.57165e-06	2.82693e-16	0.00328246	0.00198299	0.0020677	1.33426e-06	1.06077e-05	0.94
192	0.00314075	0.00185935	0.00196241	1.54887e-06	2.83966e-16	0.0031408	0.00190418	0.00195848	1.31715e-06	1.01166e-05	0.96
193	0.00290802	0.00171002	0.00179527	1.38515e-06	2.80138e-16	0.0029769	0.00178274	0.00184772	1.26589e-06	1.01438e-05	1
194	0.00326866	0.00192728	0.00203746	1.68049e-06	2.77768e-16	0.00333475	0.00199644	0.0021128	1.42907e-06	1.13023e-05	0.96
195	0.00330093	0.00194708	0.00206577	1.69117e-06	2.79096e-16	0.00334203	0.0020139	0.0021037	1.42005e-06	1.15521e-05	0.92
196	0.00358197	0.00216177	0.00221052	1.87328e-06	2.76742e-16	0.00361199	0.00221373	0.00224479	1.59617e-06	1.15131e-05	0.9
