FocalLength	QR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	IAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost
87	0.368356	0.222252	0.215822	0.0701251	0.108656	0.068521	0.0752956	9.06299e-05
88	0.508521	0.29166	0.300296	0.332398	0.114822	0.0710396	0.0803406	0.000104221
89	0.189165	0.111417	0.113164	0.0231409	0.0771052	0.0478479	0.054151	7.73323e-05
90	0.260206	0.157978	0.156942	0.0295411	0.113944	0.0732601	0.0778789	8.212e-05
91	0.53601	0.334492	0.29976	0.472307	0.100149	0.062941	0.0705068	8.28771e-05
92	0.923191	0.5537	0.581298	0.879048	0.105837	0.0648651	0.0756358	9.01186e-05
93	0.654837	0.376653	0.391951	1.42317	0.115805	0.0725655	0.081738	8.54002e-05
94	1.32185	0.699981	0.896939	5.374	0.0951866	0.0603867	0.0660936	7.73605e-05
95	0.500941	0.298218	0.282821	0.363491	0.0872605	0.054027	0.0613712	6.99873e-05
96	0.772028	0.442718	0.472121	1.29423	0.0812193	0.051641	0.0564117	6.57057e-05
97	0.287739	0.160697	0.179106	0.0598146	0.0943926	0.0584592	0.0676373	6.60842e-05
98	0.339733	0.207948	0.190865	0.117013	0.0902835	0.0582393	0.0618918	5.75673e-05
99	0.58103	0.330788	0.36321	0.860004	0.0917837	0.0554921	0.0660819	7.07744e-05
100	0.391896	0.233787	0.223686	0.165342	0.100357	0.0617493	0.0722953	6.71616e-05
101	0.196143	0.112243	0.119445	0.0187506	0.0816124	0.0502241	0.05786	5.5602e-05
102	0.365995	0.236152	0.197894	0.279081	0.0755071	0.0484092	0.0514514	5.0391e-05
103	0.264684	0.162616	0.15567	0.0420096	0.0785057	0.0482473	0.0564937	5.28534e-05
104	0.210112	0.127958	0.120013	0.0369	0.0866353	0.053736	0.0606309	5.3911e-05
105	0.243849	0.143486	0.15054	0.0256089	0.077547	0.049405	0.0525452	5.1017e-05
106	1.19843	0.808555	0.653384	3.0552	0.0775524	0.0473393	0.0554191	5.15273e-05
107	0.628065	0.369211	0.37264	0.793996	0.0727638	0.0456474	0.0515431	4.8668e-05
108	0.379038	0.240138	0.209311	0.286599	0.0842121	0.0520923	0.0595089	4.84063e-05
109	0.306941	0.178963	0.183109	0.121409	0.0804933	0.0525197	0.0534723	4.69876e-05
110	0.240612	0.142922	0.154519	0.044647	0.0721259	0.0437362	0.0515411	4.53691e-05
111	0.626296	0.358574	0.433202	0.778681	0.0827117	0.0524055	0.0570507	4.3878e-05
112	0.669867	0.351456	0.424921	1.09967	0.0760372	0.0480848	0.052606	4.01441e-05
113	0.266313	0.157554	0.164027	0.0344739	0.0750783	0.048538	0.0508203	3.77352e-05
114	0.169024	0.098545	0.104458	0.0123089	0.0691724	0.040571	0.0504309	4.21795e-05
115	0.208939	0.130605	0.116602	0.0461265	0.0712793	0.0450654	0.0491228	3.75187e-05
116	0.470224	0.274082	0.25905	0.763807	0.0691317	0.0440065	0.0475531	3.74433e-05
117	0.174067	0.10185	0.104104	0.0236609	0.0576582	0.0361958	0.0398868	3.43456e-05
118	0.259947	0.165492	0.152312	0.0400829	0.0749274	0.0465733	0.0531939	3.87947e-05
119	0.535523	0.337173	0.291979	0.683748	0.0764766	0.0460744	0.0553901	3.76573e-05
120	0.665809	0.378383	0.396811	1.2048	0.0725272	0.043365	0.0522174	3.68035e-05
121	0.37244	0.222908	0.198685	0.402091	0.0767713	0.0492362	0.0527862	3.38733e-05
122	0.296535	0.178845	0.16616	0.0808814	0.067791	0.041704	0.0480827	3.3168e-05
123	0.41875	0.239479	0.259885	0.331888	0.0762393	0.0465724	0.0538394	3.30439e-05
124	0.315032	0.200371	0.168823	0.097489	0.065019	0.0409338	0.0455497	3.29662e-05
125	0.286418	0.179835	0.157572	0.203939	0.0643237	0.0406468	0.0449943	3.02015e-05
126	0.178647	0.107036	0.106108	0.0164311	0.0732727	0.0453962	0.0512787	3.13213e-05
127	0.357406	0.22085	0.189711	0.350618	0.060468	0.037243	0.0431057	2.84059e-05
128	0.191174	0.114667	0.113629	0.0239437	0.0650892	0.0399813	0.0462365	2.76374e-05
129	0.136619	0.0821254	0.0826272	0.0126237	0.0498898	0.0317654	0.0341674	2.58333e-05
130	0.226614	0.138762	0.133555	0.0572015	0.0652135	0.0394945	0.0468991	2.8943e-05
131	0.368614	0.212631	0.25189	0.139749	0.0637422	0.0396158	0.0446261	2.90865e-05
132	0.482867	0.283962	0.297118	1.05893	0.0584831	0.039129	0.0380261	2.50331e-05
133	0.153238	0.0896144	0.0971339	0.0162414	0.046101	0.028929	0.0322361	2.29229e-05
134	0.177451	0.108191	0.0995544	0.0225555	0.0564969	0.0357718	0.0393342	2.53388e-05
135	0.667264	0.409882	0.370196	2.50906	0.0683559	0.0425365	0.0477872	2.45412e-05
136	0.264821	0.132929	0.175348	0.185526	0.0485933	0.0300049	0.0344128	2.32388e-05
137	0.19727	0.123625	0.120074	0.0248422	0.0528014	0.0346401	0.0352797	2.10383e-05
138	0.154063	0.089922	0.0907655	0.0187012	0.0593093	0.0373387	0.0409496	2.56448e-05
139	0.752667	0.460097	0.452735	2.30722	0.0617706	0.0403977	0.0417621	2.26764e-05
140	0.326556	0.182216	0.187471	0.114036	0.0636469	0.0395026	0.0444297	2.39914e-05
141	0.244739	0.157513	0.13625	0.056199	0.0540913	0.0345536	0.0368784	1.93227e-05
142	0.237283	0.142663	0.13371	0.0416589	0.0508007	0.0321585	0.0357565	2.202e-05
143	0.146903	0.0842545	0.0854535	0.0262366	0.0459904	0.0294881	0.031829	2.01177e-05
144	0.169162	0.0947356	0.106174	0.0197428	0.0638343	0.0404549	0.0442957	2.3186e-05
145	0.798264	0.450119	0.493796	1.6653	0.0543178	0.0352683	0.0368283	1.8473e-05
146	0.341622	0.196509	0.202907	0.126639	0.0489388	0.029735	0.035139	1.91334e-05
147	0.244039	0.136535	0.159437	0.0745287	0.0634827	0.039547	0.043619	1.9471e-05
148	0.717239	0.331469	0.496657	3.52565	0.0439194	0.0287572	0.0293445	1.79032e-05
149	0.212729	0.124463	0.125322	0.05731	0.0505662	0.0329008	0.0337336	1.85069e-05
150	0.213821	0.119282	0.130033	0.06855	0.0495311	0.0320547	0.0335248	1.83102e-05
151	0.218039	0.113698	0.156213	0.0446195	0.0532478	0.0340986	0.0366411	1.82208e-05
152	0.221627	0.130876	0.121717	0.151599	0.0384595	0.0234016	0.0273415	1.61123e-05
153	0.560031	0.319618	0.332908	0.877521	0.0447557	0.0275359	0.0317242	1.73538e-05
154	0.146076	0.0834521	0.0893355	0.0120437	0.0507958	0.0309574	0.0364759	1.84503e-05
155	0.287227	0.165812	0.180365	0.0916934	0.0482831	0.0304158	0.0335716	1.53196e-05
156	0.128952	0.075884	0.0783264	0.0257367	0.0427478	0.0272682	0.0292145	1.43613e-05
157	0.139991	0.0833032	0.0831218	0.0114517	0.0505672	0.0329532	0.0346202	1.69127e-05
158	0.171901	0.107407	0.0975507	0.0185331	0.0525364	0.035891	0.0337002	1.47259e-05
159	0.158075	0.0968474	0.0927985	0.0152992	0.0481084	0.0319381	0.0322492	1.53532e-05
160	0.126315	0.0745862	0.0736912	0.0168238	0.0360447	0.0232567	0.0243529	1.36783e-05
161	0.179547	0.108657	0.111094	0.032149	0.0574107	0.0381821	0.0380175	1.72416e-05
162	0.0913185	0.0540159	0.0557954	0.00374914	0.0512667	0.0321595	0.0357792	1.68454e-05
163	0.189455	0.112675	0.111628	0.0388642	0.0563363	0.0367021	0.0377322	1.73347e-05
164	0.229491	0.142337	0.133465	0.0428527	0.0425521	0.0251913	0.0307007	1.55226e-05
165	0.150784	0.0929965	0.0908049	0.0124575	0.0405918	0.0256458	0.0280761	1.51821e-05
166	0.212475	0.12757	0.128564	0.0248599	0.0567699	0.0375986	0.0376142	1.59298e-05
167	0.297054	0.181306	0.173107	0.100066	0.0547425	0.0353817	0.0370071	1.72406e-05
168	0.283365	0.190465	0.159094	0.131538	0.0437389	0.0289483	0.0290289	1.63501e-05
169	0.173151	0.102147	0.103514	0.0590785	0.0426927	0.0287985	0.0275426	1.40498e-05
170	1.84689	1.13506	0.923558	48.3479	0.0385902	0.0239316	0.0269732	1.32759e-05
171	0.10059	0.0609266	0.0614033	0.00485457	0.0420676	0.027541	0.0282181	1.36342e-05
172	0.262138	0.147901	0.161339	0.143648	0.0494767	0.0318696	0.0336539	1.58843e-05
173	0.203835	0.122818	0.118453	0.0533292	0.051569	0.0308974	0.0368469	1.57562e-05
174	0.399249	0.231468	0.24855	0.2825	0.049445	0.0316247	0.0342965	1.32757e-05
175	1.18816	0.589267	0.575804	19.7927	0.0424122	0.0257844	0.0301756	1.35765e-05
176	0.1713	0.102121	0.102511	0.0273604	0.0464525	0.0305515	0.0309159	1.54835e-05
177	0.110569	0.0656865	0.0645035	0.00851636	0.0392781	0.0264692	0.025448	1.31258e-05
178	0.0848209	0.0538465	0.050323	0.0026795	0.0502189	0.0320442	0.034235	1.26128e-05
179	0.111465	0.0693379	0.0655279	0.00519874	0.0523824	0.0351187	0.0335553	1.5589e-05
180	0.117651	0.0657633	0.0722121	0.0246203	0.0377093	0.0235234	0.0261167	1.21334e-05
181	0.36322	0.216695	0.223187	0.255986	0.046289	0.029087	0.0322092	1.36155e-05
182	0.197175	0.122758	0.10802	0.0606476	0.0472045	0.0304195	0.0322153	1.42611e-05
183	0.209141	0.117916	0.129723	0.0317503	0.0564924	0.0363335	0.0389178	1.44912e-05
184	0.415146	0.252003	0.227718	0.401947	0.0517406	0.0329414	0.0357359	1.32231e-05
185	0.788521	0.543863	0.414058	3.44207	0.0394619	0.0259363	0.0264773	1.29195e-05
186	0.123435	0.0740087	0.0718466	0.00923959	0.0503943	0.0316502	0.0350332	1.23516e-05
187	0.319539	0.193883	0.181545	0.390596	0.0543132	0.0351769	0.0371112	1.49662e-05
188	0.38309	0.243614	0.227913	0.117693	0.05131	0.0343124	0.0343352	1.46064e-05
189	0.19197	0.113571	0.105921	0.067667	0.0518092	0.0342965	0.0344758	1.56678e-05
190	0.161117	0.10363	0.0909253	0.0280471	0.0417198	0.0277758	0.0275154	1.35765e-05
191	0.165762	0.0823882	0.109964	0.0333125	0.0467888	0.0302225	0.0317903	1.36183e-05
192	0.157441	0.0975425	0.0913388	0.0568253	0.039427	0.0260892	0.0263555	1.21417e-05
193	0.179868	0.105717	0.101551	0.0915933	0.044281	0.0296035	0.0292764	1.3004e-05
194	0.0915659	0.054884	0.0565863	0.00317815	0.0373146	0.0242857	0.0252373	1.34345e-05
195	0.108842	0.0637381	0.0696544	0.00538245	0.0520763	0.0334717	0.0355968	1.34037e-05
196	0.212057	0.11712	0.14265	0.0643176	0.0470114	0.031583	0.0309633	1.55642e-05
197	0.143215	0.0817915	0.0912027	0.017027	0.0600649	0.0384965	0.0415946	1.40165e-05
198	0.221574	0.146243	0.119914	0.0426783	0.040457	0.0263668	0.0272525	1.31837e-05
199	0.102968	0.0656098	0.0590226	0.00392749	0.0436198	0.0292511	0.028352	1.25062e-05
200	0.0852397	0.0512611	0.0519051	0.00305808	0.0442443	0.0305692	0.0278359	1.20755e-05
201	1.43849	0.782115	0.979638	5.74065	0.051529	0.0355665	0.0331061	1.42002e-05
202	0.146499	0.087232	0.0879727	0.0370853	0.0386968	0.0244573	0.0263816	1.21185e-05
203	0.213099	0.130818	0.107507	0.24609	0.0630739	0.0494644	0.0322643	2.58586e-05
204	0.273779	0.157986	0.168331	0.224766	0.0409277	0.0276704	0.0268417	1.35574e-05
205	0.358227	0.182785	0.228853	0.749552	0.0474034	0.0310954	0.0315131	1.45357e-05
206	0.125314	0.0768655	0.0766271	0.0058148	0.0607724	0.0408885	0.0394764	1.513e-05
207	0.163603	0.094176	0.0985683	0.0392647	0.042314	0.0284743	0.0278359	1.2842e-05
208	0.109697	0.0696238	0.0676734	0.00349559	0.0572364	0.0394372	0.0367594	1.33287e-05
209	0.386634	0.239633	0.227391	0.37639	0.0561059	0.0377049	0.0363247	1.648e-05
210	0.521029	0.309476	0.321212	1.38155	0.0457298	0.0315369	0.02925	1.33027e-05
211	0.153032	0.0936252	0.0920293	0.0149471	0.0526378	0.0366631	0.0328755	1.54292e-05
212	0.125242	0.0765273	0.0758491	0.0100757	0.0641988	0.0429933	0.0420477	1.79853e-05
213	0.538185	0.322145	0.27628	1.02935	0.0579864	0.0406788	0.0360092	3.39107e-05
214	1.09171	0.732115	0.661163	1.87262	0.0477453	0.0324192	0.0310021	1.22615e-05
215	0.162443	0.0881376	0.094163	0.140606	0.0464045	0.031876	0.0295416	1.44444e-05
216	0.549877	0.354225	0.290921	0.78474	0.0590489	0.0437488	0.034449	1.58217e-05
217	0.205838	0.129647	0.119014	0.0319146	0.051638	0.0349007	0.0332835	1.56727e-05
218	0.150217	0.0882261	0.0917655	0.0144557	0.0560113	0.0384519	0.0352864	1.73753e-05
219	0.187251	0.107021	0.111589	0.0396146	0.05788	0.0379061	0.0390754	1.65282e-05
220	0.095626	0.0580047	0.0567965	0.00509069	0.0425894	0.0285806	0.0277571	1.44914e-05
221	0.2337	0.134213	0.137578	0.0865106	0.0617078	0.0414973	0.0407011	1.44907e-05
222	0.15091	0.0882161	0.0889258	0.0167456	0.0469477	0.0304658	0.0316291	1.58793e-05
223	0.408564	0.258451	0.244858	0.343566	0.0603199	0.0430726	0.0354162	1.72517e-05
224	0.16217	0.0929914	0.100743	0.0222436	0.0433604	0.0282552	0.0289504	1.29699e-05
225	0.202069	0.11782	0.127115	0.0338431	0.0757081	0.053861	0.046174	2.10375e-05
226	0.179626	0.111946	0.0976824	0.0319068	0.0639149	0.0451252	0.03981	2.09376e-05
227	0.17151	0.095036	0.10773	0.0502614	0.0582189	0.0384437	0.0381759	1.7051e-05
228	0.101352	0.0618656	0.0616296	0.00303315	0.0552199	0.0372659	0.0359615	2.29021e-05
229	0.214423	0.128546	0.136959	0.0385407	0.0603573	0.0421279	0.0377304	1.82848e-05
230	0.126261	0.0794274	0.0748787	0.00622141	0.0533851	0.0359582	0.0354631	1.51199e-05
231	0.221808	0.127437	0.1336	0.0645653	0.0566143	0.0384818	0.0365928	1.74796e-05
232	0.124015	0.0740481	0.071332	0.0117194	0.0428671	0.0281336	0.0284887	1.42854e-05
233	0.170214	0.0970494	0.105806	0.0252296	0.0561622	0.039338	0.0350862	1.94273e-05
234	0.138759	0.0829322	0.0845353	0.0166019	0.0555732	0.0363107	0.0373258	1.49669e-05
235	0.316044	0.178989	0.179421	0.202687	0.0684	0.0475423	0.0434256	2.08461e-05
236	0.157154	0.0946265	0.0953934	0.0354478	0.0605985	0.0425772	0.0380053	1.74479e-05
237	0.197429	0.112233	0.12252	0.0420048	0.0525578	0.038256	0.0305304	2.27692e-05
238	0.28543	0.191933	0.169454	0.0761596	0.0601848	0.0389057	0.0410425	1.83911e-05
239	0.127491	0.0776061	0.0759655	0.0180651	0.0542295	0.0364811	0.03518	1.68368e-05
240	0.170324	0.110309	0.0941519	0.0169767	0.0512673	0.0340568	0.0341718	1.66806e-05
241	0.153175	0.0987333	0.087936	0.0120376	0.0584248	0.0381461	0.0391219	2.03804e-05
242	0.187934	0.107816	0.11553	0.0604084	0.0496971	0.0338071	0.0319592	1.73401e-05
243	0.214777	0.135631	0.131293	0.0293792	0.0503115	0.0333763	0.0333994	1.8284e-05
244	0.19321	0.115931	0.11532	0.0372706	0.0516553	0.033595	0.0347898	1.50649e-05
245	0.282611	0.172305	0.169297	0.059972	0.0739517	0.0501941	0.0478344	2.03997e-05
246	0.176599	0.113973	0.0981113	0.0237678	0.0745795	0.0528979	0.045718	2.84463e-05
247	0.276009	0.15782	0.157284	0.210657	0.0648174	0.0458253	0.0405192	2.01967e-05
248	0.177033	0.102576	0.100608	0.0449979	0.0490299	0.0323489	0.0323701	1.79558e-05
249	0.20395	0.131341	0.1113	0.160903	0.0410693	0.0267986	0.0278009	1.66774e-05
250	0.250787	0.154732	0.153201	0.172156	0.05554	0.0363602	0.0373232	1.87169e-05
251	0.133786	0.0830878	0.0829063	0.006033	0.0615242	0.0416165	0.0395668	1.93198e-05
252	0.372604	0.209326	0.21718	0.396574	0.0515879	0.0336388	0.0346591	1.63294e-05
253	0.214973	0.136083	0.119572	0.0243498	0.0613618	0.0410159	0.0403028	1.86812e-05
254	0.795399	0.490027	0.497377	2.94368	0.0630253	0.0431145	0.0406822	2.44557e-05
255	0.252975	0.146288	0.150556	0.136932	0.0566939	0.0371308	0.0389705	2.11877e-05
256	0.449332	0.282912	0.242799	0.535896	0.0608917	0.0408628	0.0399665	1.83922e-05
257	0.326623	0.192576	0.200795	0.125511	0.0614335	0.040614	0.0410437	2.9007e-05
258	0.186339	0.116775	0.109927	0.0283881	0.0599472	0.0398516	0.0398163	2.17357e-05
259	0.204937	0.121266	0.115633	0.08875	0.0723432	0.0507848	0.0446629	1.96339e-05
260	0.212656	0.129541	0.121028	0.0660848	0.0671732	0.0464741	0.0430516	2.38913e-05
261	0.0988299	0.0604485	0.0578565	0.00559235	0.0444326	0.0285031	0.0300722	2.27318e-05
262	0.146693	0.0935203	0.0861331	0.0184338	0.0613361	0.0431401	0.0382689	2.05001e-05
263	0.205061	0.11643	0.123264	0.106047	0.0673973	0.043611	0.0458173	2.54033e-05
264	0.186901	0.121798	0.106559	0.040365	0.0660949	0.0459585	0.0410397	2.37663e-05
265	0.104424	0.0663603	0.0606011	0.00490269	0.0625997	0.043401	0.0386481	2.68322e-05
266	1.82398	0.986432	1.13168	33.2776	0.0647136	0.0426295	0.0433698	1.62351e-05
267	0.128501	0.0778929	0.0778301	0.00714065	0.0650804	0.0419762	0.0440486	2.29526e-05
268	0.256464	0.150583	0.152861	0.113426	0.0757652	0.0529135	0.0467805	2.06693e-05
269	0.23259	0.138094	0.144736	0.0684443	0.0654447	0.0460612	0.0408035	2.41017e-05
270	0.452314	0.278839	0.232703	0.790762	0.0709524	0.0473585	0.0465803	2.32294e-05
271	0.26647	0.161084	0.153984	0.126152	0.0629168	0.0438612	0.0401957	2.15274e-05
272	0.707658	0.418898	0.358279	3.44418	0.0769169	0.056269	0.0456725	2.60074e-05
273	1.02926	0.574834	0.574186	8.31662	0.0716346	0.0493036	0.0458076	2.38848e-05
274	0.159626	0.0955852	0.0959327	0.0249294	0.0729691	0.0494083	0.0465205	2.51924e-05
275	0.478713	0.290506	0.232851	1.65863	0.0687043	0.0456916	0.0452678	2.02547e-05
276	0.131487	0.0791446	0.0779368	0.00890777	0.0646401	0.0446593	0.0410909	2.33992e-05
277	0.171504	0.113223	0.0949822	0.0157265	0.0763068	0.0533451	0.0483243	2.02744e-05
278	6.80031	3.31773	4.61043	375.679	0.0858652	0.0560327	0.0581154	3.33204e-05
279	0.109361	0.0662958	0.0613528	0.0216096	0.0518148	0.0346742	0.0338341	2.26622e-05
280	0.1637	0.100043	0.0949401	0.0243054	0.0624824	0.0413132	0.0416947	2.46327e-05
281	0.14532	0.0941685	0.0829672	0.00757651	0.0815297	0.0583152	0.0496904	2.90163e-05
282	0.139483	0.0833187	0.0838311	0.0097555	0.057541	0.0378797	0.0379265	2.29789e-05
283	0.28549	0.168335	0.163191	0.120016	0.0609953	0.0422571	0.0384415	2.2864e-05
284	0.468927	0.256166	0.313181	0.475147	0.0744748	0.0510885	0.0478923	3.05129e-05
285	0.247907	0.159384	0.142957	0.069279	0.0647692	0.0443248	0.0410337	1.94206e-05
286	0.164016	0.109031	0.0941168	0.00854233	0.0950965	0.0713363	0.0527501	3.62785e-05
287	0.280926	0.17807	0.154676	0.140533	0.0598689	0.0409118	0.0377506	2.51858e-05
288	0.293641	0.18496	0.167752	0.059967	0.0876227	0.0600995	0.0560095	3.11557e-05
289	0.145307	0.0907694	0.0878729	0.00663514	0.0817896	0.0591661	0.049764	2.71927e-05
290	0.361397	0.216717	0.217488	0.115921	0.0871947	0.0572295	0.0578841	2.82388e-05
291	0.822656	0.453703	0.519755	2.13173	0.0699314	0.0476577	0.0454393	2.76881e-05
292	0.246463	0.153633	0.136924	0.0703485	0.0754676	0.051936	0.048102	2.57046e-05
293	0.37289	0.219993	0.2079	0.25815	0.0734935	0.0482979	0.0487742	2.34009e-05
294	0.202332	0.125208	0.114887	0.0378754	0.0622514	0.0415586	0.0414088	2.6937e-05
295	0.124635	0.0767546	0.0735725	0.00819314	0.0588414	0.039157	0.0382646	2.55885e-05
296	0.342959	0.18835	0.219824	0.362892	0.0666467	0.0442661	0.0442484	2.60124e-05
297	0.140458	0.0851729	0.083816	0.0114697	0.0697347	0.0466459	0.0455597	2.66557e-05
298	3.33239	1.76842	2.20212	51.7803	0.0851281	0.0586447	0.0551734	2.7336e-05
299	0.199225	0.107367	0.121972	0.103966	0.0641938	0.0440663	0.0411741	2.58946e-05
