TranslationRange	QR_Kcost	maxQR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	maxIAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost	Rank3Rate
0.0103514	nan	575.34	-nan	-nan	-nan	nan	17419	3.81457e+06	8002.99	123.1	1.60918e+09	-nan	0
0.0112202	nan	412.078	-nan	-nan	-nan	nan	11548.3	988559	5387.97	88.8172	7.60857e+07	-nan	0
0.0121619	nan	955.029	-nan	-nan	-nan	nan	12686.3	4.23041e+06	5730.45	91.9116	1.48429e+09	-nan	0.02
0.0131826	nan	458.807	-nan	-nan	-nan	nan	12028	5.93103e+06	5178.21	78.9154	6.84128e+09	-nan	0
0.0142889	nan	602.164	-nan	-nan	-nan	nan	7255.99	1.27016e+06	3404.32	50.0626	5.35213e+07	-nan	0
0.0154882	nan	378.768	-nan	-nan	-nan	nan	6325.86	3.2034e+06	3003.82	43.7423	1.2246e+08	-nan	0
0.016788	nan	343.151	-nan	-nan	-nan	nan	3442.6	1.12828e+06	1579.94	35.3563	8.91964e+07	-nan	0
0.018197	nan	581.786	-nan	-nan	-nan	nan	3225.02	1.11055e+06	1495.17	24.0569	7.42252e+07	-nan	0.02
0.0197242	nan	992.667	-nan	-nan	-nan	nan	946.568	231591	420.843	14.3786	1.08281e+07	-nan	0.02
0.0213796	74.9435	739.332	23.319	20.724	382.216	2.85374e-16	215.781	62058.4	96.8978	8.26577	148719	1.0207	0.04
0.0231739	nan	595.973	-nan	-nan	-nan	nan	152.242	40209.2	70.2671	7.36508	34985.9	-nan	0.02
0.0251189	73.3324	489.024	22.8784	20.0757	357.935	2.82943e-16	16.2963	68.2575	5.03333	5.24412	7.13003	1.0413	0.14
0.027227	74.2673	422.024	23.4987	19.9406	372.989	2.83224e-16	201.834	27635.8	95.0436	6.80058	30566.4	1.0577	0.08
0.0295121	75.4154	595.78	24.0921	19.5724	382.049	2.83664e-16	568.406	431756	247.179	6.90867	1.53563e+07	1.08577	0.16
0.031989	80.2232	399.419	24.9472	20.738	464.171	2.81585e-16	9.15819	29.2949	2.91788	2.87224	2.30862	1.11161	0.32
0.0346737	78.1699	702.217	24.5851	19.9801	448.872	2.8157e-16	8.78789	26.7262	2.72966	2.82147	2.57695	1.10312	0.36
0.0375837	84.0329	541.231	25.6622	22.5044	543.211	2.80729e-16	8.87748	46.1603	2.78063	2.82367	2.80507	1.11481	0.36
0.040738	82.1122	386.896	25.7702	21.036	473.711	2.79024e-16	5.71988	19.9308	1.74419	1.85693	1.08126	1.12959	0.4
0.044157	82.1719	360.802	25.4907	21.103	492.221	2.74836e-16	4.97844	21.7878	1.52651	1.61204	0.863468	1.13983	0.66
0.047863	80.0192	453.463	24.7493	20.4999	511.373	2.8263e-16	4.69528	15.3841	1.47554	1.48872	0.680652	1.12077	0.66
0.05188	83.6344	350.211	25.7031	21.6925	510.281	2.82631e-16	4.17493	16.6174	1.33563	1.3105	0.476046	1.1436	0.66
0.0562341	82.6094	762.428	25.6545	21.3237	516.569	2.79791e-16	2.89957	15.5393	0.906395	0.927421	0.332197	1.11349	0.66
0.0609537	85.5457	547.504	26.8391	21.6268	505.124	2.75458e-16	2.64501	10.135	0.817848	0.846291	0.22592	1.15259	0.6
0.0660693	84.3521	896.453	25.8376	21.7224	578.18	2.8085e-16	2.02109	6.94023	0.619798	0.653694	0.143929	1.10647	0.54
0.0716143	76.9502	644.434	23.6161	19.5922	477.161	2.83293e-16	2.00443	10.9651	0.622232	0.647071	0.156951	1.08541	0.46
0.0776247	80.1487	695.39	24.2406	21.1497	499.564	2.79831e-16	1.82972	9.76172	0.566409	0.586576	0.148952	1.09971	0.44
0.0841395	68.3005	958.06	20.8107	17.9067	506.946	2.80547e-16	1.13029	5.94733	0.349793	0.365925	0.0449411	0.987834	0.46
0.0912011	65.39	585.522	19.5354	17.2146	479.965	2.80832e-16	0.883599	5.09243	0.27033	0.290356	0.0305615	0.945994	0.4
0.0988553	61.8528	391.142	18.8601	16.3322	313.922	2.83044e-16	0.824698	4.3987	0.253823	0.266966	0.0235103	0.925654	0.32
0.107152	53.3499	254.945	16.4495	14.0067	251.498	2.85508e-16	0.892517	10.8424	0.276562	0.287765	0.0686419	0.826957	0.38
0.116145	44.9332	463.497	13.7151	11.9726	206.758	2.80712e-16	0.474614	2.09693	0.144715	0.15553	0.00807723	0.722147	0.3
0.125893	43.0947	250.43	13.1964	11.4185	191.553	2.77887e-16	0.405219	1.94709	0.126025	0.128721	0.00669049	0.704846	0.36
0.136458	38.8452	621.962	11.5129	10.7897	199.676	2.7832e-16	0.353086	1.4951	0.109864	0.113284	0.00421846	0.650744	0.36
0.147911	30.463	241.29	9.23885	8.21718	119.863	2.79325e-16	0.28974	1.47518	0.0910946	0.0924117	0.00261108	0.521245	0.44
0.160325	25.3712	334.214	7.62367	6.91328	92.2764	2.81872e-16	0.217182	1.04586	0.06686	0.0706846	0.00155607	0.446456	0.44
0.17378	19.6335	615.894	6.02442	5.29519	65.8873	2.76078e-16	0.18773	0.925315	0.0582862	0.0603516	0.00131069	0.331781	0.44
0.188365	16.8187	169.26	5.11921	4.49478	46.0548	2.77756e-16	0.14577	0.643565	0.0443448	0.0478904	0.000741555	0.320481	0.64
0.204174	13.8637	381.929	4.07259	3.85374	56.0905	2.7665e-16	0.12079	0.572685	0.0370063	0.0393178	0.000525235	0.253743	0.72
0.221309	11.3544	177.478	3.35425	3.10274	38.4193	2.74272e-16	0.112743	0.915708	0.0341495	0.0369955	0.000559782	0.211134	0.68
0.239883	6.97835	65.2906	2.03728	1.99929	8.9067	2.80743e-16	0.0995979	0.333558	0.0308269	0.0323509	0.000337274	0.14949	0.74
0.260016	9.45847	176.334	2.80748	2.67641	24.5582	2.75218e-16	0.0690325	0.489714	0.0213119	0.0223203	0.000187602	0.170789	0.74
0.281838	2.44784	8.6223	0.707703	0.689786	1.10785	2.79509e-16	0.0527932	0.291178	0.0160595	0.0171715	0.000104649	0.0567205	0.78
0.305492	5.94417	81.6779	1.75106	1.69589	10.187	2.7887e-16	0.0521192	0.267287	0.0158452	0.0170514	0.000108796	0.118983	0.76
0.331131	3.69861	87.7493	1.10467	0.986326	10.7991	2.7867e-16	0.0462226	0.249547	0.0141467	0.0150816	8.46143e-05	0.0720042	0.82
0.358922	0.732317	5.96399	0.209779	0.208928	0.134238	2.7599e-16	0.034095	0.107345	0.0103247	0.0112268	3.9852e-05	0.0171997	0.96
0.389045	1.02625	15.6388	0.318467	0.28979	0.524497	2.78619e-16	0.0277854	0.151584	0.00845556	0.00903082	2.8894e-05	0.023393	0.92
0.421697	1.17296	19.894	0.33808	0.318899	1.41662	2.78102e-16	0.0288724	0.12891	0.00880382	0.00944075	2.96131e-05	0.0264354	0.94
0.457088	0.255339	1.10928	0.0738979	0.0744677	0.0107989	2.8028e-16	0.0223818	0.141418	0.00694539	0.00718493	1.72796e-05	0.00587052	0.98
0.49545	1.63795	89.4722	0.444064	0.472312	8.02577	2.74769e-16	0.0212788	0.113231	0.00665512	0.00672607	1.7523e-05	0.0269219	0.94
0.537032	0.3418	3.65755	0.102686	0.09942	0.0516577	2.81873e-16	0.0183598	0.0848517	0.00575944	0.00576975	1.08188e-05	0.00800339	0.86
0.582103	0.165098	1.90938	0.0459405	0.0481545	0.0168065	2.76418e-16	0.0192789	0.178861	0.00606775	0.00603808	1.61201e-05	0.00374362	0.98
0.630957	0.330256	7.23702	0.0931879	0.0905723	0.234323	2.82297e-16	0.0158052	0.05631	0.00489193	0.00502796	7.39279e-06	0.00779686	0.96
0.683912	0.401851	7.63774	0.114474	0.117472	0.212224	2.7869e-16	0.0141083	0.035711	0.00442188	0.00440469	5.79252e-06	0.00954083	0.94
0.74131	0.0646626	0.55911	0.0187094	0.0193924	0.000964348	2.80443e-16	0.0151073	0.0480936	0.00471494	0.00474394	6.93289e-06	0.00144149	0.94
0.803526	0.0726669	1.34353	0.021153	0.0209527	0.00548367	2.7541e-16	0.0148118	0.0404683	0.00471189	0.0045853	6.17482e-06	0.00158859	1
0.870964	0.0323136	0.21153	0.00986423	0.00914374	0.000197988	2.76903e-16	0.0145367	0.0563249	0.00460412	0.00451237	6.06841e-06	0.000672407	1
0.944061	0.0346099	0.265039	0.0105756	0.0101245	0.00017471	2.79789e-16	0.0138603	0.045131	0.00441812	0.00427774	5.09459e-06	0.000733459	0.98
1.02329	0.0318694	0.367207	0.00909715	0.00967721	0.00040143	2.78571e-16	0.0131652	0.0291076	0.0041412	0.00405756	4.80238e-06	0.00066558	1
1.10917	0.130444	2.76054	0.037155	0.0369704	0.0281228	2.77483e-16	0.0148986	0.0339324	0.00479577	0.0046096	5.29721e-06	0.00303903	0.92
1.20226	0.0235071	0.0839187	0.0071667	0.00684806	5.26496e-05	2.79106e-16	0.0144827	0.0328717	0.00464834	0.0044983	5.04121e-06	0.000458484	0.98
1.30317	0.0287975	0.0925206	0.00875126	0.00824087	7.69592e-05	2.78592e-16	0.0140551	0.0314253	0.00447374	0.00437354	4.81655e-06	0.000593875	1
1.41254	0.0273104	0.165128	0.00817292	0.00804514	8.06478e-05	2.78699e-16	0.0142424	0.037487	0.00458935	0.00434091	4.91842e-06	0.000584713	0.98
1.53109	0.0227135	0.0973699	0.00702695	0.00652576	4.48404e-05	2.75866e-16	0.013719	0.0298548	0.00440068	0.00422196	4.93479e-06	0.000444166	0.98
1.65959	0.0504755	0.693511	0.0149765	0.0142867	0.00141797	2.77594e-16	0.0143142	0.0312968	0.0046093	0.00441855	4.96383e-06	0.00107702	0.98
1.79887	0.0379505	0.483656	0.0110658	0.0112548	0.000481943	2.78355e-16	0.0150943	0.0354041	0.00490232	0.00459879	5.41319e-06	0.000768025	0.94
1.94984	0.0213896	0.13856	0.00659481	0.00622428	5.29953e-05	2.78568e-16	0.014381	0.0295296	0.00464311	0.00442318	4.9381e-06	0.000396022	0.96
2.11349	0.0175568	0.0380412	0.00541253	0.00508073	1.8241e-05	2.7699e-16	0.0144182	0.0308786	0.00463193	0.00446914	5.08857e-06	0.000289045	0.98
2.29087	0.0202496	0.0695733	0.00625126	0.00587205	2.83179e-05	2.79034e-16	0.0151834	0.0350626	0.00489348	0.00470986	5.22826e-06	0.00034193	0.98
2.48313	0.0219202	0.183503	0.00674587	0.00639511	6.26956e-05	2.75746e-16	0.0148059	0.0334263	0.00478453	0.00452798	5.26479e-06	0.000375405	0.96
2.69153	0.0260686	0.190887	0.0080001	0.00738091	0.000109183	2.80241e-16	0.0155029	0.0510639	0.00507785	0.00477139	5.42967e-06	0.000487207	0.94
2.91743	0.018965	0.0687266	0.00585941	0.0055669	2.47603e-05	2.77478e-16	0.0158055	0.0451045	0.00511673	0.00490173	5.45994e-06	0.000291739	0.98
3.16228	0.024399	0.148976	0.00762378	0.00704237	6.76525e-05	2.7708e-16	0.0149604	0.0300992	0.00485825	0.00459106	5.3843e-06	0.000457731	0.96
3.42768	0.0169959	0.0307021	0.00536939	0.00490507	1.31126e-05	2.82557e-16	0.0163851	0.0395814	0.00533213	0.00505372	5.84387e-06	0.000244886	0.96
3.71535	0.0172126	0.0286554	0.0053695	0.00504206	1.28695e-05	2.82511e-16	0.0157927	0.0401139	0.00509207	0.00487976	5.61314e-06	0.000238447	1
4.02717	0.0190511	0.0904326	0.00584318	0.00565562	2.81563e-05	2.76842e-16	0.0154911	0.0337194	0.00500394	0.00477705	5.57547e-06	0.000308757	0.94
4.36516	0.020818	0.0658058	0.00649765	0.00591432	4.02939e-05	2.7892e-16	0.0162106	0.0352573	0.00526872	0.00501465	5.78904e-06	0.000348067	0.98
4.73151	0.0161551	0.0261807	0.00508414	0.00468809	1.13502e-05	2.80842e-16	0.0162429	0.0366262	0.00533887	0.00493906	5.88334e-06	0.000235716	1
5.12861	0.0169614	0.0286117	0.00533187	0.00497573	1.24834e-05	2.76471e-16	0.0157931	0.0461219	0.00516601	0.00483477	5.73602e-06	0.000229364	0.98
5.55904	0.0156321	0.0241791	0.00484406	0.00461359	1.0882e-05	2.76671e-16	0.0150238	0.0339239	0.00484713	0.00461192	5.5312e-06	0.000236232	0.96
6.0256	0.0180189	0.0495378	0.00560957	0.00526964	1.64163e-05	2.78526e-16	0.016751	0.0397413	0.00543793	0.00516415	5.97586e-06	0.00025687	0.94
6.53131	0.0163691	0.0420205	0.00513061	0.00484447	1.12298e-05	2.80811e-16	0.0154859	0.0336218	0.00498629	0.00479676	5.62806e-06	0.000224887	0.94
7.07946	0.0174651	0.0343656	0.00552606	0.00513346	1.17737e-05	2.7966e-16	0.0169632	0.03739	0.00557592	0.00516486	6.30689e-06	0.000226865	1
7.67361	0.0163673	0.0386475	0.00517291	0.00477641	1.14689e-05	2.78668e-16	0.0155694	0.0374652	0.00500834	0.004821	5.70408e-06	0.000204599	0.96
8.31764	0.0167703	0.0772949	0.00526993	0.00481479	2.0414e-05	2.84948e-16	0.0155735	0.041859	0.00502387	0.00479933	5.61073e-06	0.000234743	0.96
9.01571	0.0162827	0.0291178	0.00510358	0.00480854	1.07779e-05	2.79279e-16	0.0158673	0.0436465	0.00511176	0.00493375	5.61337e-06	0.000205614	0.96
9.77237	0.0175103	0.0393387	0.00550867	0.00516907	1.28297e-05	2.81806e-16	0.0166414	0.0305676	0.00545532	0.00510328	6.06092e-06	0.000238364	0.92
10.5925	0.0179499	0.0295284	0.00568495	0.00527919	1.24879e-05	2.76909e-16	0.0175387	0.041363	0.00573903	0.00537382	6.41496e-06	0.000227611	1
11.4815	0.0166292	0.0281277	0.00520628	0.00491261	1.09738e-05	2.81816e-16	0.0165238	0.0355659	0.00532329	0.00518836	5.85479e-06	0.000219679	0.98
12.4451	0.0160704	0.0245831	0.00512002	0.00464	1.08049e-05	2.75223e-16	0.0157014	0.0341478	0.00508445	0.00480041	5.90523e-06	0.000194544	0.96
13.4896	0.0159491	0.0341729	0.00505776	0.00466628	9.98672e-06	2.81765e-16	0.0162009	0.0435308	0.00529848	0.00491174	6.05892e-06	0.000198574	0.94
14.6218	0.0167084	0.0411221	0.00531496	0.00491815	1.02307e-05	2.81646e-16	0.0168673	0.0525283	0.00547937	0.00519693	6.20355e-06	0.000208288	0.98
15.8489	0.0161049	0.0237485	0.00510973	0.00469013	9.88014e-06	2.7736e-16	0.0162218	0.0391483	0.00526936	0.00496989	6.05163e-06	0.000205497	0.94
17.1791	0.0165639	0.0425311	0.00524621	0.00481115	1.16119e-05	2.77593e-16	0.0162624	0.0534443	0.00532429	0.00496622	5.97156e-06	0.000208324	1
18.6209	0.0174615	0.0259007	0.00546432	0.00525365	1.08858e-05	2.8151e-16	0.0173589	0.0361159	0.005605	0.00538413	6.41741e-06	0.000208128	1
20.1837	0.0173474	0.0345893	0.00551227	0.0050832	1.25299e-05	2.83906e-16	0.016778	0.0378321	0.00544745	0.00521441	6.19453e-06	0.000217295	0.98
21.8776	0.01713	0.0256805	0.00541873	0.00500608	1.15616e-05	2.79087e-16	0.0168658	0.0357941	0.00552431	0.00514012	6.20557e-06	0.000211472	0.98
23.7137	0.0170741	0.0290331	0.00542639	0.00501871	1.12861e-05	2.79205e-16	0.0169237	0.0344125	0.0055151	0.00521762	6.19662e-06	0.000212969	0.98
25.704	0.0164434	0.0312387	0.00518681	0.00486131	1.06521e-05	2.77785e-16	0.0165001	0.0421155	0.00535555	0.00508305	6.23501e-06	0.000203798	1
27.8612	0.0169786	0.0252214	0.00532295	0.00504483	1.10214e-05	2.7226e-16	0.0168696	0.0351298	0.0054007	0.00526335	6.16217e-06	0.000211904	0.96
30.1995	0.0169747	0.0298347	0.00538034	0.00501113	1.09077e-05	2.77813e-16	0.016922	0.0376528	0.0054892	0.00521408	6.53014e-06	0.000199968	1
32.7341	0.0169195	0.0317989	0.00535205	0.00497379	1.09329e-05	2.79793e-16	0.0167458	0.0430552	0.00539822	0.00522176	6.19122e-06	0.000207079	0.94
35.4813	0.0166206	0.0250331	0.00518736	0.00493252	1.12083e-05	2.81582e-16	0.0165514	0.0341905	0.00533821	0.00515063	6.11879e-06	0.00021236	0.98
38.4592	0.0163874	0.0307479	0.00514978	0.004803	1.07248e-05	2.74297e-16	0.0161757	0.0391078	0.0052591	0.00498009	5.96169e-06	0.000201492	1
41.6869	0.017117	0.0277286	0.0054418	0.00500435	1.13882e-05	2.75699e-16	0.0168375	0.0379326	0.00548658	0.00518072	6.09663e-06	0.000205479	0.98
45.1856	0.0166125	0.0302173	0.00522313	0.00492902	1.01399e-05	2.79149e-16	0.0165017	0.0395191	0.00531437	0.00508566	6.20642e-06	0.00020326	0.94
48.9779	0.0174641	0.034547	0.00555964	0.0051043	1.1795e-05	2.79347e-16	0.017458	0.0480867	0.0057407	0.00532495	6.48727e-06	0.000222831	0.92
53.0884	0.0166089	0.0363673	0.00525269	0.00486054	1.09249e-05	2.80029e-16	0.0168886	0.0486551	0.00550751	0.00516159	6.41811e-06	0.000216186	0.94
57.544	0.0179874	0.0464408	0.0055778	0.0053418	1.69776e-05	2.76791e-16	0.0254247	0.613141	0.00734221	0.00820256	0.000321611	0.000411669	0.92
62.3735	0.0164248	0.0293812	0.00514504	0.00488113	1.00991e-05	2.76453e-16	0.0162385	0.0387529	0.00521244	0.00502041	6.00382e-06	0.00019365	0.98
67.6083	0.0167187	0.0358162	0.00523703	0.00496149	1.14303e-05	2.78544e-16	0.0166606	0.0528803	0.00538593	0.00513769	6.29478e-06	0.000198195	0.9
73.2825	0.0168285	0.0268065	0.00524827	0.00502778	1.08538e-05	2.74626e-16	0.0165906	0.0363051	0.00532485	0.00517404	6.07526e-06	0.0002038	0.92
79.4328	0.0167702	0.0262571	0.005275	0.0049433	1.06124e-05	2.75392e-16	0.0166472	0.0371452	0.00536931	0.00515299	6.15437e-06	0.00021001	0.94
86.0994	0.0158082	0.0287781	0.00504211	0.00458759	9.80974e-06	2.81495e-16	0.0157964	0.0368032	0.00516363	0.0048027	5.95667e-06	0.000190948	0.96
93.3254	0.016661	0.0288694	0.00526712	0.00487792	1.0812e-05	2.7637e-16	0.0166107	0.0366777	0.00537932	0.00511279	6.29611e-06	0.000208156	0.9
101.158	0.0162824	0.0251633	0.00513136	0.00481954	1.02058e-05	2.83388e-16	0.0164692	0.034846	0.00533537	0.00508784	6.08722e-06	0.000201304	0.98
109.648	0.0150221	0.0316004	0.00467668	0.00445228	8.77372e-06	2.77853e-16	0.0150895	0.0380667	0.00481664	0.00463438	5.76151e-06	0.000174455	0.98
118.85	0.0167168	0.0248133	0.00532693	0.00488067	1.04791e-05	2.82282e-16	0.0167031	0.0329868	0.00548293	0.00507471	6.20093e-06	0.000206487	1
128.825	0.0166354	0.0282498	0.00524589	0.004925	1.06952e-05	2.82061e-16	0.0166595	0.0395612	0.00541185	0.00513782	6.17409e-06	0.00020273	1
139.637	0.0159607	0.0234179	0.00500446	0.00470664	1.01284e-05	2.79447e-16	0.0159504	0.0328404	0.00510689	0.00492758	6.06831e-06	0.000187684	0.98
151.356	0.0169915	0.026981	0.00535665	0.00502798	1.09084e-05	2.79623e-16	0.0169037	0.0360301	0.00549197	0.00519288	6.33726e-06	0.000200639	0.96
164.059	0.0163717	0.0260928	0.00513422	0.004904	9.67909e-06	2.75843e-16	0.0164944	0.0398082	0.00533831	0.00509403	6.20316e-06	0.000193679	0.98
177.828	0.0167007	0.0284916	0.00530573	0.00489786	1.08473e-05	2.83177e-16	0.0168342	0.039248	0.00548628	0.00516408	6.33946e-06	0.000206122	0.98
192.752	0.0159525	0.0277398	0.00496155	0.00479792	9.42993e-06	2.73799e-16	0.0158259	0.0374935	0.00503124	0.00491915	6.04716e-06	0.000182762	1
208.93	0.0165307	0.027191	0.00518424	0.00491351	1.06263e-05	2.81393e-16	0.0164789	0.0393943	0.00533997	0.00506585	6.12688e-06	0.00020557	1
226.464	0.0162206	0.0250173	0.00514285	0.00479877	9.49419e-06	2.78976e-16	0.0164293	0.035561	0.00532444	0.0050437	6.08537e-06	0.000189352	0.94
245.471	0.0169922	0.02476	0.00541818	0.00496813	1.07399e-05	2.76653e-16	0.0170781	0.031103	0.00564669	0.0051319	6.38169e-06	0.000211217	0.94
266.073	0.0163139	0.0297099	0.00511975	0.0047973	1.06679e-05	2.79896e-16	0.0161413	0.0396786	0.00521868	0.00498265	6.03517e-06	0.000213509	0.98
288.403	0.0175813	0.0334072	0.0055664	0.00519568	1.1689e-05	2.79623e-16	0.0174885	0.0413162	0.00568198	0.00540311	6.51431e-06	0.000212627	0.98
312.608	0.0167307	0.0255943	0.00529813	0.00496687	1.01081e-05	2.82166e-16	0.0166856	0.0364036	0.00544686	0.00510995	6.27919e-06	0.000198077	0.96
338.844	0.016572	0.0315143	0.00520861	0.00497546	9.5893e-06	2.78915e-16	0.0164382	0.0393042	0.00527291	0.00510984	6.12809e-06	0.000177099	1
367.282	0.0165405	0.0264528	0.00525031	0.00488068	1.00478e-05	2.76422e-16	0.0165139	0.0400493	0.00533799	0.00508962	6.14461e-06	0.000192468	0.98
398.107	0.01763	0.0320917	0.00560532	0.00520336	1.13373e-05	2.81896e-16	0.017309	0.0369332	0.00562058	0.00532015	6.44221e-06	0.000207178	0.92
431.519	0.0169135	0.0261167	0.00535502	0.00505654	1.00626e-05	2.81911e-16	0.0168074	0.0364695	0.00544433	0.00520322	6.27406e-06	0.000194427	1
467.735	0.0160611	0.0277767	0.00502605	0.00476269	9.72222e-06	2.78759e-16	0.0161307	0.0342269	0.00518062	0.00498199	6.13275e-06	0.000190628	0.98
506.991	0.0167878	0.0273311	0.00538139	0.00493674	1.03382e-05	2.81098e-16	0.016657	0.037201	0.00545251	0.00511053	6.24418e-06	0.000201101	0.92
549.541	0.016709	0.0275968	0.0053022	0.00488041	1.07549e-05	2.79494e-16	0.0167652	0.0389292	0.00545186	0.00514366	6.23797e-06	0.000207901	0.96
595.662	0.0179758	0.031983	0.00571533	0.00529499	1.18782e-05	2.79841e-16	0.0180242	0.0419154	0.00594203	0.00547311	6.80283e-06	0.000217867	0.98
645.654	0.016795	0.0302124	0.0053048	0.00495918	1.08969e-05	2.81292e-16	0.0166567	0.037985	0.00536088	0.00518077	6.2171e-06	0.000194349	1
699.842	0.0163912	0.0290304	0.0051083	0.00485555	1.09517e-05	2.80444e-16	0.0162254	0.0407543	0.00521564	0.00503387	6.03401e-06	0.000210232	1
758.578	0.0163063	0.0258644	0.00510388	0.00481981	1.01479e-05	2.82213e-16	0.0163668	0.0372564	0.00528097	0.00504377	6.21359e-06	0.000210155	1
822.243	0.0162744	0.0244835	0.00515553	0.00477803	9.94666e-06	2.81383e-16	0.0160878	0.0313399	0.00522525	0.00491816	6.13703e-06	0.000189924	0.98
891.251	0.0162404	0.0329537	0.0052226	0.00468017	9.97534e-06	2.76552e-16	0.016438	0.040974	0.00536127	0.00501629	6.32734e-06	0.000189095	1
966.051	0.0175449	0.0413057	0.00555074	0.00515162	1.13239e-05	2.77546e-16	0.0175097	0.0484352	0.00571394	0.00535627	6.59691e-06	0.000207208	0.96
1047.13	0.0158044	0.0271488	0.00504807	0.00459288	9.46899e-06	2.80805e-16	0.0158552	0.0332385	0.00516017	0.00481005	6.23652e-06	0.000179222	0.94
1135.01	0.0161821	0.0223512	0.00511118	0.00474815	9.99245e-06	2.7772e-16	0.016367	0.0309019	0.0052841	0.00503526	6.18196e-06	0.000196701	0.94
1230.27	0.017665	0.0295413	0.00563676	0.00515514	1.15877e-05	2.73153e-16	0.0175608	0.0365261	0.00575594	0.00540265	6.47342e-06	0.000221978	0.96
1333.52	0.0165503	0.0252842	0.00524352	0.0048424	1.08532e-05	2.7815e-16	0.0162442	0.0356714	0.00535157	0.00492484	6.0818e-06	0.00020212	0.9
1445.44	0.0175447	0.0317195	0.0055381	0.00520364	1.11819e-05	2.75935e-16	0.0175318	0.0392109	0.0056661	0.0054364	6.51629e-06	0.000212778	0.94
