TranslationRange	FocalLength	QR_Kcost	maxQR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	maxIAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost	Rank3Rate
0.001	41	nan	208.502	-nan	-nan	-nan	nan	13204.1	450449	11902.4	173.738	1.64182e+08	-nan	0.00193187
0.001	42	nan	98.3961	-nan	-nan	-nan	nan	15843.6	2.03817e+06	13850.8	154.336	3.51683e+09	-nan	0.00193187
0.001	43	nan	156.417	-nan	-nan	-nan	nan	23109	2.73404e+06	14815.9	379.671	2.30609e+10	-nan	0.00193187
0.001	44	nan	792.942	-nan	-nan	-nan	nan	15868	1.6351e+06	13962.3	251.661	2.30183e+09	-nan	0.00193187
0.001	45	nan	288.686	-nan	-nan	-nan	nan	24114.4	2.95468e+06	22458	270.444	1.8041e+09	-nan	0.00193187
0.001	46	nan	172.277	-nan	-nan	-nan	nan	40178.8	5.23616e+06	37182.6	516.059	5.20483e+09	-nan	0.00193187
0.001	47	nan	240.463	-nan	-nan	-nan	nan	13241.2	493971	11765.2	149.693	4.07504e+08	-nan	0.00193187
0.001	48	nan	174.77	-nan	-nan	-nan	nan	19284.9	514609	17569.7	208.643	2.88963e+08	-nan	0.00193187
0.001	49	nan	173.275	-nan	-nan	-nan	nan	10235.4	137951	9121.37	126.616	7.74185e+07	-nan	0.00193187
0.001	50	nan	210.47	-nan	-nan	-nan	nan	17815.8	715877	16280.2	175.096	3.30811e+08	-nan	0.00193187
0.001	51	nan	115.98	-nan	-nan	-nan	nan	18797.5	2.08576e+06	16558.8	211.819	6.04871e+08	-nan	0.00193187
0.001	52	nan	164.307	-nan	-nan	-nan	nan	69594.3	1.32925e+07	55926.7	486.044	2.61844e+11	-nan	0.00193187
0.001	53	nan	169.628	-nan	-nan	-nan	nan	14532	426481	12932.4	159.681	4.74872e+08	-nan	0.00193187
0.001	54	nan	115.153	-nan	-nan	-nan	nan	24300.1	1.51718e+06	22557.2	226.09	9.52342e+08	-nan	0.00193187
0.001	55	nan	86.1761	-nan	-nan	-nan	nan	21847.9	593074	19859.4	248.309	7.25614e+08	-nan	0.00193187
0.001	56	nan	145.037	-nan	-nan	-nan	nan	25970	1.69033e+06	23370.9	222.387	2.68485e+09	-nan	0.00193187
0.001	57	nan	460.712	-nan	-nan	-nan	nan	22785	813660	20288	228.198	9.40707e+08	-nan	0.00193187
0.001	58	nan	490.986	-nan	-nan	-nan	nan	21215.1	515253	18467.9	274.068	1.08872e+09	-nan	0.00193187
0.001	59	nan	163.74	-nan	-nan	-nan	nan	19640.5	632079	17463.3	170.006	5.65326e+08	-nan	0.00193187
0.001	60	nan	460.846	-nan	-nan	-nan	nan	18705.2	382676	16813.2	191.739	3.78747e+08	-nan	0.00193187
0.001	61	nan	179.78	-nan	-nan	-nan	nan	12349.5	165131	11256.3	124.121	7.33008e+07	-nan	0.00193187
0.001	62	nan	665.636	-nan	-nan	-nan	nan	105517	1.64973e+07	103773	375.093	1.46534e+10	-nan	0.00193187
0.001	63	nan	252.748	-nan	-nan	-nan	nan	26305.4	938253	24195.6	233.493	8.56814e+08	-nan	0.00193187
0.001	64	nan	262.097	-nan	-nan	-nan	nan	27233.8	953150	24824.8	211.528	1.13047e+09	-nan	0.00193187
0.001	65	nan	177.441	-nan	-nan	-nan	nan	20095.2	369867	18013.4	184.458	4.9601e+08	-nan	0.00193187
0.001	66	nan	288.941	-nan	-nan	-nan	nan	20275.6	472261	18823	181.116	2.28746e+08	-nan	0.00193187
0.001	67	nan	162.781	-nan	-nan	-nan	nan	36459.2	1.00032e+06	33725	265.699	1.80605e+09	-nan	0.00193187
0.001	68	nan	191.251	-nan	-nan	-nan	nan	38321.2	1.87598e+06	35699.5	226.389	1.51918e+09	-nan	0.00193187
0.001	69	nan	125.17	-nan	-nan	-nan	nan	21781.1	638150	20471.2	236.661	2.92888e+08	-nan	0.00193187
0.001	70	nan	223.083	-nan	-nan	-nan	nan	42515.9	2.06609e+06	26809.8	402.515	2.95369e+10	-nan	0.00193187
0.001	71	nan	273.657	-nan	-nan	-nan	nan	44925.6	1.08247e+06	40198.4	382.322	4.43135e+09	-nan	0.00193187
0.001	72	nan	759.069	-nan	-nan	-nan	nan	32427.2	815672	29899.4	261.616	5.35092e+08	-nan	0.00193187
0.001	73	nan	100.284	-nan	-nan	-nan	nan	37846.9	1.76151e+06	35754.9	322.497	1.61481e+09	-nan	0.00193187
0.001	74	nan	112.675	-nan	-nan	-nan	nan	33500.8	1.13733e+06	32281.7	248.877	1.77186e+08	-nan	0.00193187
0.001	75	nan	114.197	-nan	-nan	-nan	nan	28195	985347	26572	275.982	2.55243e+08	-nan	0.00193187
0.001	76	nan	301.331	-nan	-nan	-nan	nan	56426.5	2.27304e+06	53803.5	384.738	8.87341e+08	-nan	0.00193187
0.001	77	nan	126.214	-nan	-nan	-nan	nan	36041.1	1.62773e+06	33982.7	450.917	1.58284e+09	-nan	0.00193187
0.001	78	nan	138.456	-nan	-nan	-nan	nan	56426.7	2.32396e+06	53810.8	360.748	3.36953e+09	-nan	0.00193187
0.001	79	nan	180.458	-nan	-nan	-nan	nan	47800.8	2.58985e+06	46735.7	343.69	2.2124e+08	-nan	0.00193187
0.001	80	nan	594.996	-nan	-nan	-nan	nan	57003.9	1.6132e+06	51731.6	617.996	8.97437e+09	-nan	0.00193187
0.001	81	nan	252.488	-nan	-nan	-nan	nan	31614.9	1.11352e+06	30326.7	174.414	6.49899e+08	-nan	0.00193187
0.001	82	nan	116.851	-nan	-nan	-nan	nan	31970.6	1.04525e+06	27981.5	261.7	5.07072e+09	-nan	0.00193187
0.001	83	nan	309.352	-nan	-nan	-nan	nan	32962.6	834401	30968.6	252.925	8.07054e+08	-nan	0.00193187
0.001	84	nan	140.717	-nan	-nan	-nan	nan	60560	875443	57281.6	454.911	1.37718e+09	-nan	0.00193187
0.001	85	nan	94.5823	-nan	-nan	-nan	nan	27212.5	618565	26213.6	221.778	1.29686e+08	-nan	0.00193187
0.001	86	nan	172.902	-nan	-nan	-nan	nan	69064.5	3.46561e+06	50658.7	575.154	9.18327e+10	-nan	0.00193187
0.001	87	nan	0	-nan	-nan	-nan	nan	38371	698198	37132.1	270.681	2.10095e+08	-nan	0.00193187
0.001	88	nan	286.842	-nan	-nan	-nan	nan	81563.9	2.53166e+06	79028.8	576.734	3.45189e+09	-nan	0.00193187
0.001	89	nan	220.681	-nan	-nan	-nan	nan	46228.1	700924	44075.8	274.923	8.75625e+08	-nan	0.00193187
0.001	90	nan	139.353	-nan	-nan	-nan	nan	24578.2	485196	22612.6	174.338	3.38146e+08	-nan	0.00193187
0.001	91	nan	202.373	-nan	-nan	-nan	nan	60954.3	2.0179e+06	57262.4	517.653	7.04724e+09	-nan	0.00193187
0.001	92	nan	127.295	-nan	-nan	-nan	nan	67239.6	1.32963e+06	66358.3	522.341	3.3489e+08	-nan	0.00193187
0.001	93	nan	131.137	-nan	-nan	-nan	nan	34752.1	513302	33107.9	339.832	3.37604e+08	-nan	0.00193187
0.001	94	nan	194.933	-nan	-nan	-nan	nan	42299.2	816660	40983.7	236.081	7.01298e+08	-nan	0.00193187
0.001	95	nan	124.811	-nan	-nan	-nan	nan	68315.7	1.10946e+06	64453.7	478.773	6.63029e+09	-nan	0.00193187
0.001	96	nan	229.957	-nan	-nan	-nan	nan	38969.3	254847	37735.7	308.577	1.16882e+08	-nan	0.00193187
0.001	97	nan	124.004	-nan	-nan	-nan	nan	112149	5.19807e+06	106260	630.962	5.17304e+10	-nan	0.00193187
0.001	98	nan	642.525	-nan	-nan	-nan	nan	316101	9.45464e+06	312962	1504.97	3.52869e+10	-nan	0.00193187
0.001	99	nan	629.103	-nan	-nan	-nan	nan	60302.8	2.19767e+06	57994.8	254.989	9.47523e+08	-nan	0.00193187
0.001	100	nan	139.426	-nan	-nan	-nan	nan	65685	2.41273e+06	64422.6	403.708	1.8121e+09	-nan	0.00193187
0.001	101	nan	373.339	-nan	-nan	-nan	nan	32681.1	306280	32073.6	206.227	1.74598e+08	-nan	0.00193187
0.001	102	nan	0	-nan	-nan	-nan	nan	56179.5	774028	53167.1	307.536	1.05896e+09	-nan	0.00193187
0.001	103	nan	127.703	-nan	-nan	-nan	nan	98424.3	1.64383e+06	97687.4	242.491	2.42792e+08	-nan	0.00193187
0.001	104	nan	0	-nan	-nan	-nan	nan	28033.8	585867	27328	193.636	1.12017e+08	-nan	0.00193187
0.001	105	nan	145.548	-nan	-nan	-nan	nan	126467	2.27231e+06	118890	667.095	1.17507e+10	-nan	0.00193187
0.001	106	nan	154.993	-nan	-nan	-nan	nan	40455.7	516687	38948.9	263.157	2.82432e+08	-nan	0.00193187
0.001	107	nan	298.512	-nan	-nan	-nan	nan	47596.5	833528	46885.8	300.719	5.67725e+08	-nan	0.00193187
0.001	108	nan	149.843	-nan	-nan	-nan	nan	46357	745276	45158.2	466.049	5.52608e+08	-nan	0.00193187
0.001	109	nan	121.512	-nan	-nan	-nan	nan	91076.9	1.14326e+06	87321.8	516.747	7.57892e+08	-nan	0.00193187
0.001	110	nan	111.198	-nan	-nan	-nan	nan	50859.5	384016	50184.5	301.422	1.23227e+08	-nan	0.00193187
0.001	111	nan	326.081	-nan	-nan	-nan	nan	82498.5	1.47756e+06	76342.7	629.485	6.1797e+09	-nan	0.00193187
0.001	112	nan	422.018	-nan	-nan	-nan	nan	34289.6	291567	32529.4	267.143	4.01977e+08	-nan	0.00193187
0.001	113	nan	258.369	-nan	-nan	-nan	nan	57342.1	816500	56762.2	350.356	8.72376e+07	-nan	0.00193187
0.001	114	nan	133.941	-nan	-nan	-nan	nan	354118	1.28967e+07	351291	603.491	3.83899e+10	-nan	0.00193187
0.001	115	nan	231.99	-nan	-nan	-nan	nan	32612.2	271802	32064.2	251.541	5.00547e+07	-nan	0.00193187
0.001	116	nan	152.853	-nan	-nan	-nan	nan	47803.5	398241	47141.6	292.449	1.18688e+08	-nan	0.00193187
0.001	117	nan	317.99	-nan	-nan	-nan	nan	2.63657e+06	9.12543e+07	2.63486e+06	4973.27	1.59662e+11	-nan	0.00193187
0.001	118	nan	653.112	-nan	-nan	-nan	nan	63171.2	656399	62484.5	340.721	3.49882e+08	-nan	0.00193187
0.001	119	nan	165.692	-nan	-nan	-nan	nan	58494.2	853127	56962.1	350.79	5.12048e+08	-nan	0.00193187
0.001	120	nan	0	-nan	-nan	-nan	nan	30474.7	148778	28425.1	254.815	4.0934e+08	-nan	0.00193187
0.001	121	nan	78.6438	-nan	-nan	-nan	nan	242026	3.43409e+06	241371	1395.02	1.89097e+08	-nan	0.00193187
0.001	122	nan	169.033	-nan	-nan	-nan	nan	24590.6	110659	24365.8	158.006	1.6788e+07	-nan	0.00193187
0.001	123	nan	136.628	-nan	-nan	-nan	nan	209571	4.50776e+06	208480	863.726	4.67307e+09	-nan	0.00193187
0.001	124	nan	150.28	-nan	-nan	-nan	nan	159220	1.98519e+06	152599	1548.62	2.05551e+10	-nan	0.00193187
0.001	125	nan	174.512	-nan	-nan	-nan	nan	48648	168987	47935	259.204	9.02022e+07	-nan	0.00193187
0.001	126	nan	175.974	-nan	-nan	-nan	nan	42916.1	458350	41470	322.158	1.01531e+08	-nan	0.00193187
0.001	127	nan	136.543	-nan	-nan	-nan	nan	149157	1.86572e+06	147616	1421.31	2.21925e+09	-nan	0.00193187
0.001	128	nan	289.96	-nan	-nan	-nan	nan	122014	1.09463e+06	121545	473.134	2.709e+08	-nan	0.00193187
0.001	129	nan	177.022	-nan	-nan	-nan	nan	33032.2	177651	32424.3	231.725	7.39248e+07	-nan	0.00193187
0.001	133	nan	158.152	-nan	-nan	-nan	nan	54328	408130	52970.3	357.631	7.1066e+08	-nan	0.00193187
0.001	134	nan	0	-nan	-nan	-nan	nan	173805	1.64537e+06	170158	697.385	2.18045e+09	-nan	0.00193187
0.001	135	nan	187.392	-nan	-nan	-nan	nan	86128.1	952479	85602	356.533	3.23463e+08	-nan	0.00193187
0.001	136	nan	179.358	-nan	-nan	-nan	nan	18225.6	78774	18003.4	118.994	9.91525e+06	-nan	0.00193187
0.001	144	nan	0	-nan	-nan	-nan	nan	30171.3	280903	28071.1	322.606	2.82756e+08	-nan	0.00193187
0.00108393	6	nan	12.4843	-nan	-nan	-nan	nan	696.48	3451.26	625.289	13.2189	226648	-nan	3.86374e-06
0.00108393	7	nan	11.2517	-nan	-nan	-nan	nan	920.512	7228.62	836.8	19.4125	287455	-nan	3.86374e-06
0.00108393	8	nan	10.5352	-nan	-nan	-nan	nan	1125.83	25458.3	1018.23	24.079	1.0961e+06	-nan	3.86374e-06
0.00108393	9	nan	11.1264	-nan	-nan	-nan	nan	2793.58	112736	2363.21	73.7279	4.69743e+07	-nan	3.86374e-06
0.00108393	10	nan	45.0933	-nan	-nan	-nan	nan	3951.75	280277	3345.58	85.597	2.18902e+08	-nan	3.86374e-06
0.00108393	11	nan	30.4665	-nan	-nan	-nan	nan	2027.58	41612.5	1788.34	47.3394	5.97241e+06	-nan	3.86374e-06
0.00108393	12	nan	27.6203	-nan	-nan	-nan	nan	1290.8	26948.7	1099.95	28.939	3.33175e+06	-nan	3.86374e-06
0.00108393	13	nan	98.1942	-nan	-nan	-nan	nan	1825.03	37931.3	1466.65	41.9575	8.0834e+06	-nan	3.86374e-06
0.00108393	14	nan	66.2833	-nan	-nan	-nan	nan	2526.97	133717	2338.86	54.1133	6.73847e+06	-nan	3.86374e-06
0.00108393	15	nan	60.902	-nan	-nan	-nan	nan	2356.21	95130	1972.63	53.5921	1.74846e+07	-nan	3.86374e-06
0.00108393	16	nan	61.2965	-nan	-nan	-nan	nan	4709.54	290652	4024.37	104.173	1.4391e+08	-nan	3.86374e-06
0.00108393	17	nan	60.2042	-nan	-nan	-nan	nan	3606.41	129565	3190.2	81.6558	2.8775e+07	-nan	3.86374e-06
0.00108393	18	nan	82.302	-nan	-nan	-nan	nan	3913.22	146575	3505.14	71.9798	3.35138e+07	-nan	3.86374e-06
0.00108393	19	nan	121.64	-nan	-nan	-nan	nan	6785.33	857995	6230.63	108.23	3.33608e+08	-nan	3.86374e-06
0.00108393	20	nan	79.0413	-nan	-nan	-nan	nan	6263.03	1.17531e+06	5448.03	91.9839	1.10063e+09	-nan	3.86374e-06
0.00108393	21	nan	88.1884	-nan	-nan	-nan	nan	7833.7	1.30657e+06	7272.29	143.213	3.71639e+08	-nan	3.86374e-06
0.00108393	22	nan	121.321	-nan	-nan	-nan	nan	10614.7	2.57712e+06	10023.3	241.498	6.09041e+08	-nan	3.86374e-06
0.00108393	23	nan	298.126	-nan	-nan	-nan	nan	3923.45	133829	3490.81	71.8021	1.70882e+07	-nan	3.86374e-06
0.00108393	24	nan	82.7894	-nan	-nan	-nan	nan	5170.32	320567	4635.81	85.7687	7.38444e+07	-nan	3.86374e-06
0.00108393	25	nan	87.8551	-nan	-nan	-nan	nan	4848.49	265445	4312.05	80.2698	5.22795e+07	-nan	3.86374e-06
0.00108393	26	nan	154.809	-nan	-nan	-nan	nan	12517.6	1.48179e+06	10671.2	178.577	3.06229e+09	-nan	3.86374e-06
0.00108393	27	nan	126.367	-nan	-nan	-nan	nan	13850.2	2.23168e+06	12298.2	204.711	3.07234e+09	-nan	3.86374e-06
0.00108393	28	nan	218.33	-nan	-nan	-nan	nan	48140.7	1.62151e+07	43986.8	686.924	1.70036e+10	-nan	3.86374e-06
0.00108393	29	nan	141.974	-nan	-nan	-nan	nan	5756.02	288248	5118.13	90.625	6.7059e+07	-nan	3.86374e-06
0.00108393	30	nan	136.106	-nan	-nan	-nan	nan	7692.75	842418	6052.36	120.711	1.01299e+09	-nan	3.86374e-06
0.00108393	31	nan	183.593	-nan	-nan	-nan	nan	22640.8	4.84158e+06	16814.7	324.735	3.68459e+10	-nan	3.86374e-06
0.00108393	32	nan	346.837	-nan	-nan	-nan	nan	53576.2	2.3239e+07	52714.3	746.45	2.27968e+09	-nan	3.86374e-06
0.00108393	33	nan	235.201	-nan	-nan	-nan	nan	15360.6	1.22121e+06	13203.6	266.183	1.77298e+09	-nan	3.86374e-06
0.00108393	34	nan	185.304	-nan	-nan	-nan	nan	13953.2	2.27415e+06	12666.3	168.035	1.81313e+09	-nan	3.86374e-06
0.00108393	35	nan	257.106	-nan	-nan	-nan	nan	14629.3	1.37752e+06	13295.9	181.296	1.02001e+09	-nan	3.86374e-06
0.00108393	36	nan	362.765	-nan	-nan	-nan	nan	11295.8	978392	9521.97	155.345	6.80322e+08	-nan	3.86374e-06
0.00108393	37	nan	305.427	-nan	-nan	-nan	nan	10843.4	739749	9973.37	173.858	1.81777e+08	-nan	3.86374e-06
0.00108393	38	nan	279.63	-nan	-nan	-nan	nan	12001.1	881195	11044.5	149.638	2.13841e+08	-nan	3.86374e-06
0.00108393	39	nan	200.271	-nan	-nan	-nan	nan	10235	830917	8913.16	144.877	5.6512e+08	-nan	3.86374e-06
0.00108393	40	nan	343.541	-nan	-nan	-nan	nan	27786.3	6.78349e+06	24471.9	224.642	2.8393e+10	-nan	3.86374e-06
0.00108393	41	nan	116.317	-nan	-nan	-nan	nan	20614.8	2.86158e+06	18924.4	243.747	1.29753e+09	-nan	3.86374e-06
0.00108393	42	nan	355.34	-nan	-nan	-nan	nan	24183.6	2.16688e+06	22702.1	260.451	4.43657e+08	-nan	3.86374e-06
0.00108393	43	nan	121.828	-nan	-nan	-nan	nan	21297.7	1.30956e+06	18491.3	270.594	1.89737e+09	-nan	3.86374e-06
0.00108393	44	nan	270.657	-nan	-nan	-nan	nan	18617.5	1.06559e+06	16316.6	214.524	1.36049e+09	-nan	3.86374e-06
0.00108393	45	nan	202.786	-nan	-nan	-nan	nan	38027.4	7.51697e+06	34865	289.26	1.87535e+10	-nan	3.86374e-06
0.00108393	46	nan	285.201	-nan	-nan	-nan	nan	17756.8	1.07516e+06	15600	178.249	1.71655e+09	-nan	3.86374e-06
0.00108393	47	nan	263.337	-nan	-nan	-nan	nan	16799.2	1.29299e+06	15167	172.823	4.92407e+08	-nan	3.86374e-06
0.00108393	48	nan	391.377	-nan	-nan	-nan	nan	17135.3	1.30643e+06	14745.9	205.388	2.09038e+09	-nan	3.86374e-06
0.00108393	49	nan	126.751	-nan	-nan	-nan	nan	41987.5	6.48606e+06	38812.6	455.959	1.06859e+10	-nan	3.86374e-06
0.00108393	50	nan	130.283	-nan	-nan	-nan	nan	21426.1	1.67093e+06	19377.4	261.338	3.03793e+09	-nan	3.86374e-06
0.00108393	51	nan	169.822	-nan	-nan	-nan	nan	20467.7	1.02433e+06	18234.5	200.048	1.10171e+09	-nan	3.86374e-06
0.00108393	52	nan	229.181	-nan	-nan	-nan	nan	12170.2	306397	11196.5	139.737	9.61957e+07	-nan	3.86374e-06
0.00108393	53	nan	379.545	-nan	-nan	-nan	nan	35509.2	5.09827e+06	33161	442.131	5.82454e+09	-nan	3.86374e-06
0.00108393	54	nan	280.767	-nan	-nan	-nan	nan	18136.3	1.00407e+06	15360.5	210.815	2.10709e+09	-nan	3.86374e-06
0.00108393	55	nan	203.208	-nan	-nan	-nan	nan	21654.8	593885	19477.2	205.075	8.69823e+08	-nan	3.86374e-06
0.00108393	56	nan	195.033	-nan	-nan	-nan	nan	45361.8	5.76106e+06	42838.9	235.521	1.35578e+10	-nan	3.86374e-06
0.00108393	57	nan	131.095	-nan	-nan	-nan	nan	31778.6	1.31376e+06	29181	395.904	1.54894e+09	-nan	3.86374e-06
0.00108393	58	nan	202.672	-nan	-nan	-nan	nan	119178	2.41801e+07	117075	929.429	8.94866e+09	-nan	3.86374e-06
0.00108393	59	nan	146.045	-nan	-nan	-nan	nan	27663.5	1.45098e+06	25643.4	238.918	1.22291e+09	-nan	3.86374e-06
0.00108393	60	nan	211.183	-nan	-nan	-nan	nan	25292.5	943940	22555.9	291.748	1.2208e+09	-nan	3.86374e-06
0.00108393	61	nan	332.675	-nan	-nan	-nan	nan	63647.5	5.54328e+06	58464.8	572.202	2.97423e+10	-nan	3.86374e-06
0.00108393	62	nan	224.446	-nan	-nan	-nan	nan	21728.4	406824	19578.3	198.385	4.54134e+08	-nan	3.86374e-06
0.00108393	63	nan	448.082	-nan	-nan	-nan	nan	152340	2.7e+07	147180	975.026	1.97011e+11	-nan	3.86374e-06
0.00108393	64	nan	320.717	-nan	-nan	-nan	nan	17437	524122	15505.1	194.093	5.60777e+08	-nan	3.86374e-06
0.00108393	65	nan	315.214	-nan	-nan	-nan	nan	66662.1	8.20465e+06	62633.3	684.076	2.89159e+10	-nan	3.86374e-06
0.00108393	66	nan	139.317	-nan	-nan	-nan	nan	46871.9	4.50527e+06	44512.9	354.429	6.8434e+09	-nan	3.86374e-06
0.00108393	67	nan	302.504	-nan	-nan	-nan	nan	25333.4	481013	21512.4	272.054	1.45782e+09	-nan	3.86374e-06
0.00108393	68	nan	235.206	-nan	-nan	-nan	nan	126386	1.85126e+07	122758	483.206	4.69225e+10	-nan	3.86374e-06
0.00108393	69	nan	144.423	-nan	-nan	-nan	nan	32955	1.03195e+06	30179.7	315.286	2.35621e+09	-nan	3.86374e-06
0.00108393	70	nan	155.749	-nan	-nan	-nan	nan	57997.6	2.76203e+06	55830.9	492.076	1.64343e+09	-nan	3.86374e-06
0.00108393	71	nan	410.689	-nan	-nan	-nan	nan	46147.1	2.10002e+06	40042.1	318.745	1.6381e+10	-nan	3.86374e-06
0.00108393	72	nan	633.99	-nan	-nan	-nan	nan	23297.4	603602	21268.8	226.084	5.04103e+08	-nan	3.86374e-06
0.00108393	73	nan	161.313	-nan	-nan	-nan	nan	26886.5	784707	24510.7	324.077	1.33482e+09	-nan	3.86374e-06
0.00108393	74	nan	177.998	-nan	-nan	-nan	nan	43603.1	2.18627e+06	38215.2	724.284	1.37363e+10	-nan	3.86374e-06
0.00108393	75	nan	319.737	-nan	-nan	-nan	nan	32321.7	798507	30640.7	414.554	8.08076e+08	-nan	3.86374e-06
0.00108393	76	nan	114.792	-nan	-nan	-nan	nan	31569.6	493576	29788.9	226.996	3.11129e+08	-nan	3.86374e-06
0.00108393	77	nan	135.339	-nan	-nan	-nan	nan	25853	393237	23899.4	235.954	3.13423e+08	-nan	3.86374e-06
0.00108393	78	nan	208.928	-nan	-nan	-nan	nan	33342	873414	31767.8	175.885	5.49183e+08	-nan	3.86374e-06
0.00108393	79	nan	112.665	-nan	-nan	-nan	nan	50446.3	1.25312e+06	42782.8	401.967	6.20265e+09	-nan	3.86374e-06
0.00108393	80	nan	174.997	-nan	-nan	-nan	nan	27997.2	349315	26758.4	199.257	2.59441e+08	-nan	3.86374e-06
0.00108393	81	nan	152.868	-nan	-nan	-nan	nan	48405.4	2.28934e+06	46089.4	237.638	9.17003e+08	-nan	3.86374e-06
0.00108393	82	nan	583.796	-nan	-nan	-nan	nan	43770.5	983132	41771.5	453.442	1.83848e+09	-nan	3.86374e-06
