FocalLength	QR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost	Rank3Rate
89	0.00346153	0.00223518	0.00191206	2.89285e-05	2.819e-16	0.000928027	0.000591283	0.000581737	8.59097e-08	4.55816e-05	0.96
90	0.00666842	0.00389979	0.00388255	0.000243045	2.81697e-16	0.00101853	0.000649847	0.000642516	1.03969e-07	9.52205e-05	0.98
91	0.00170667	0.00104262	0.00102462	1.35485e-06	2.83894e-16	0.000946559	0.000597766	0.00059574	9.37219e-08	1.74701e-05	1
92	0.00166294	0.00100104	0.00101942	1.43955e-06	2.83031e-16	0.00102221	0.000638037	0.000653758	1.04437e-07	1.43543e-05	0.96
93	0.00176347	0.00107147	0.00107559	1.17862e-06	2.8149e-16	0.00102318	0.00064991	0.000637767	1.07963e-07	1.67378e-05	0.98
94	0.00136379	0.000848457	0.000833	3.30808e-07	2.79363e-16	0.00107189	0.000681289	0.000670255	1.16089e-07	9.0646e-06	1
95	0.00369134	0.0022201	0.00209796	3.41646e-05	2.80839e-16	0.00113353	0.000721629	0.000709406	1.2867e-07	4.5453e-05	0.96
96	0.00186839	0.00114404	0.00114966	7.79883e-07	2.81538e-16	0.00128492	0.000812756	0.000813597	1.56967e-07	1.46583e-05	1
97	0.00410912	0.0024423	0.00242678	1.40772e-05	2.84748e-16	0.00136679	0.000873713	0.000858219	1.83789e-07	4.92311e-05	0.92
98	0.00542096	0.00318741	0.00318485	0.00011024	2.84186e-16	0.00135987	0.000867545	0.000854038	1.7549e-07	6.60729e-05	0.94
99	0.00243047	0.0014968	0.00142332	7.64135e-06	2.78235e-16	0.00122336	0.000769647	0.000770808	1.70138e-07	2.40401e-05	0.94
100	0.0030355	0.00182842	0.00181653	6.27016e-06	2.76229e-16	0.00158258	0.0010123	0.0010014	2.30327e-07	2.92019e-05	0.98
101	0.00225395	0.00137879	0.0013092	4.15136e-06	2.77679e-16	0.00136785	0.000875591	0.000851917	1.79873e-07	1.9295e-05	1
102	0.0249351	0.0141644	0.0143617	0.00547486	2.81145e-16	0.0015628	0.00100385	0.00097643	2.32416e-07	0.000332114	0.98
103	0.00373608	0.00221917	0.00227951	6.49914e-06	2.79096e-16	0.00160437	0.00102708	0.00100592	2.68952e-07	3.77578e-05	0.92
104	0.00264034	0.00158967	0.00160588	3.09584e-06	2.75624e-16	0.00138232	0.000858068	0.000878687	2.07683e-07	2.49912e-05	0.96
105	0.00265246	0.00159716	0.00158583	3.24748e-06	2.76159e-16	0.00151365	0.000954929	0.000955277	2.39284e-07	2.27379e-05	1
106	0.00327157	0.00194751	0.00191301	6.99712e-06	2.77383e-16	0.00153019	0.000971644	0.000952606	2.42062e-07	3.28231e-05	0.96
107	0.00284999	0.00173077	0.00174593	2.34748e-06	2.77929e-16	0.00174621	0.00111371	0.00109903	3.00741e-07	2.31314e-05	1
108	0.00488195	0.0028977	0.00276109	4.54678e-05	2.76917e-16	0.00158981	0.00100607	0.00100167	2.61179e-07	5.2131e-05	0.94
109	0.0027513	0.00164854	0.0017029	2.16509e-06	2.77578e-16	0.00171021	0.0010826	0.0010779	2.83821e-07	2.3043e-05	0.98
110	0.00363482	0.00223291	0.00213576	6.07777e-06	2.81859e-16	0.00201652	0.00128606	0.00127036	3.77067e-07	3.12753e-05	0.96
111	0.00350072	0.00215145	0.00210363	3.61404e-06	2.78843e-16	0.00190386	0.00121897	0.00118719	3.40824e-07	3.07417e-05	1
112	0.0252187	0.0138139	0.014799	0.0027325	2.80422e-16	0.00179691	0.00113586	0.00113	3.20606e-07	0.000310592	0.94
113	0.00550832	0.00347188	0.00297032	9.57512e-05	2.75881e-16	0.00192366	0.00122282	0.00120753	3.78763e-07	5.48122e-05	0.98
114	0.00288337	0.00174751	0.00175927	2.20969e-06	2.79603e-16	0.0019785	0.00124014	0.00126775	3.6945e-07	2.1008e-05	0.98
115	0.00338799	0.00204256	0.00202565	4.23155e-06	2.81348e-16	0.00193392	0.00122387	0.00122051	3.72026e-07	2.83143e-05	0.96
116	0.00286857	0.00173123	0.00169647	3.12424e-06	2.77439e-16	0.00172467	0.00107846	0.00107473	3.40487e-07	2.53182e-05	1
117	0.0266618	0.0148502	0.0160033	0.00543233	2.71727e-16	0.00194944	0.00124058	0.00121519	3.88693e-07	0.000315484	0.88
118	0.00282581	0.00172473	0.00173456	2.13205e-06	2.80878e-16	0.00207121	0.00130522	0.00130719	4.3815e-07	1.87853e-05	0.98
119	0.0046504	0.00277834	0.00277051	2.48296e-05	2.73671e-16	0.00209431	0.00131543	0.00133271	4.34096e-07	4.07269e-05	0.94
120	0.00320021	0.0019274	0.00198367	2.34081e-06	2.76581e-16	0.00205217	0.00129551	0.0012856	4.44412e-07	2.21044e-05	0.98
121	0.00784524	0.00474121	0.00448828	0.000124316	2.83142e-16	0.00209117	0.00131937	0.00131846	4.57243e-07	8.09226e-05	1
122	0.0134125	0.00768778	0.00813652	0.000433823	2.76503e-16	0.00226195	0.0014088	0.00144288	5.25083e-07	0.000140509	0.88
123	0.00448937	0.00278767	0.00260011	1.35362e-05	2.75414e-16	0.00232708	0.00147291	0.00146156	5.47307e-07	3.42099e-05	0.98
124	0.00385412	0.00227757	0.00235161	6.5471e-06	2.8609e-16	0.00217272	0.00136062	0.00136685	5.21694e-07	3.08909e-05	0.94
125	0.00507148	0.00305936	0.00305374	1.93625e-05	2.82815e-16	0.00221344	0.00137318	0.00141561	5.19724e-07	4.17603e-05	0.98
126	0.0176585	0.0104534	0.00984189	0.00150891	2.81263e-16	0.00247817	0.00156872	0.00156281	5.9883e-07	0.000183483	0.94
127	0.00486782	0.00296497	0.00294167	8.68638e-06	2.73174e-16	0.00263478	0.00168871	0.00165988	6.47389e-07	3.84679e-05	0.98
128	0.00895319	0.00550706	0.00493359	0.000147447	2.768e-16	0.00230718	0.00145597	0.00144251	5.41164e-07	8.46127e-05	0.96
129	0.0105793	0.00612077	0.00651019	0.000265542	2.82883e-16	0.00262264	0.00165963	0.00166876	6.55774e-07	0.000102102	0.92
130	0.00533997	0.00310449	0.00331507	2.22568e-05	2.80109e-16	0.00242113	0.00151922	0.00152324	6.01354e-07	4.30301e-05	0.9
131	0.0104861	0.00618683	0.00608678	0.00015368	2.79878e-16	0.00248252	0.00157664	0.00155111	6.44841e-07	0.000100246	0.96
132	0.00405993	0.00241163	0.00247013	7.98198e-06	2.83799e-16	0.00252489	0.00157869	0.00159625	6.45725e-07	2.83481e-05	1
133	0.00458729	0.0027127	0.00287099	9.60534e-06	2.82461e-16	0.00266088	0.00166914	0.00169333	6.99183e-07	3.26104e-05	1
134	0.00346469	0.0020971	0.00213473	2.80614e-06	2.84601e-16	0.00262965	0.00162556	0.00167173	7.56077e-07	1.877e-05	0.98
135	0.0123262	0.00720516	0.00715644	0.000626517	2.82777e-16	0.00268663	0.00168342	0.00170601	7.15998e-07	0.000115733	0.98
136	0.00586488	0.0035347	0.00352536	1.06081e-05	2.80748e-16	0.00293245	0.00185559	0.00186025	8.51008e-07	4.64242e-05	0.98
137	0.00816821	0.004824	0.00497154	7.84963e-05	2.8226e-16	0.00290684	0.00184952	0.00182109	8.04028e-07	6.67662e-05	0.94
138	0.00982869	0.0058509	0.0059687	0.000131967	2.81634e-16	0.00294727	0.0018656	0.00185294	8.9257e-07	8.48454e-05	0.92
139	0.0156554	0.00993857	0.00935136	0.000465384	2.79978e-16	0.00301505	0.0019189	0.00189228	8.70268e-07	0.000141406	0.98
140	0.00505613	0.00304472	0.00310165	1.19399e-05	2.85672e-16	0.00279988	0.00175082	0.00177275	8.20584e-07	3.51468e-05	0.98
141	0.0128716	0.00775818	0.00727711	0.00047268	2.81255e-16	0.00289468	0.00183098	0.0018164	8.70929e-07	0.000115543	0.96
142	0.00615763	0.0037547	0.00364748	3.43571e-05	2.75478e-16	0.00269157	0.00168956	0.0016932	7.67286e-07	4.73968e-05	0.94
143	0.00390895	0.0023908	0.00238248	3.55562e-06	2.76499e-16	0.00274867	0.00171729	0.00172951	8.36508e-07	2.27186e-05	0.92
144	0.0222279	0.0123782	0.0138744	0.00291485	2.78917e-16	0.00295709	0.00187001	0.00185606	9.18644e-07	0.000208648	0.94
145	0.00738087	0.0044181	0.00444082	2.13095e-05	2.79916e-16	0.00288243	0.00179617	0.00182343	9.22858e-07	6.0338e-05	0.94
146	0.00538496	0.00323672	0.0032479	9.68885e-06	2.84722e-16	0.00310536	0.00193452	0.00197337	1.03172e-06	3.52817e-05	1
147	0.00620456	0.00362514	0.00385898	3.17156e-05	2.84706e-16	0.00331723	0.00208066	0.00210782	1.06125e-06	4.0206e-05	0.94
148	0.00984546	0.00581977	0.00597577	9.62242e-05	2.81705e-16	0.00342235	0.00217573	0.00214316	1.15214e-06	7.59353e-05	0.96
149	0.00618989	0.00375953	0.00364524	3.24228e-05	2.84287e-16	0.00290922	0.00181238	0.00184015	9.37725e-07	4.41116e-05	1
150	0.0051706	0.00321124	0.00307998	7.70947e-06	2.87183e-16	0.00345001	0.00222133	0.00214598	1.1477e-06	3.03042e-05	0.96
151	0.00490059	0.00299928	0.00297087	7.95709e-06	2.82411e-16	0.00331968	0.00208071	0.00211533	1.10281e-06	2.62012e-05	0.98
152	0.00703369	0.00426928	0.00414509	2.33298e-05	2.8632e-16	0.00361475	0.00226717	0.00230433	1.22109e-06	4.65934e-05	1
153	0.00438521	0.00269229	0.0026725	4.62862e-06	2.83482e-16	0.00322893	0.00202568	0.00203839	1.05057e-06	2.28271e-05	1
154	0.00504816	0.00305624	0.00302508	8.43704e-06	2.87692e-16	0.00310288	0.00192878	0.00195023	1.04354e-06	3.08719e-05	0.94
155	0.00617462	0.00374206	0.00377087	1.16559e-05	2.90537e-16	0.00356499	0.00223469	0.00226379	1.31923e-06	3.89039e-05	0.98
156	0.00685684	0.00402607	0.00414637	2.66703e-05	2.81348e-16	0.00323963	0.0020082	0.00206641	1.14496e-06	4.60658e-05	0.98
157	0.00647743	0.00382674	0.00379971	3.42056e-05	2.81364e-16	0.003204	0.00199375	0.00203518	1.08208e-06	4.47655e-05	0.98
158	0.0141917	0.00848729	0.00870548	0.000556835	2.82489e-16	0.00339775	0.00210005	0.0021601	1.29565e-06	0.000111209	0.98
159	0.00697314	0.00407284	0.0042608	2.7946e-05	2.87448e-16	0.00366298	0.00230005	0.00234103	1.23433e-06	4.47863e-05	0.96
160	0.0094587	0.0052807	0.00597357	0.000119162	2.85562e-16	0.00341027	0.00213602	0.00214026	1.23755e-06	6.8276e-05	0.98
161	0.00451766	0.00268666	0.00279401	4.93106e-06	2.8077e-16	0.00335727	0.00208044	0.00214087	1.19704e-06	2.23812e-05	1
162	0.0070213	0.00438338	0.00418025	3.67268e-05	2.84417e-16	0.00379633	0.00240429	0.00237495	1.43494e-06	4.05813e-05	0.98
163	0.0159244	0.00923061	0.00945462	0.00101275	2.85424e-16	0.00371838	0.0023241	0.00235997	1.44359e-06	0.000118943	0.94
164	0.0105912	0.00634714	0.00636518	0.000162066	2.85485e-16	0.0038963	0.00246072	0.00247617	1.52744e-06	7.1029e-05	0.98
165	0.00873861	0.00516354	0.00527387	9.73648e-05	2.7996e-16	0.00420747	0.00267331	0.00266117	1.74205e-06	5.36344e-05	0.98
166	0.0148772	0.0089894	0.00846366	0.00043579	2.82368e-16	0.00375274	0.00236829	0.00235726	1.47798e-06	0.000111561	0.92
167	0.00651104	0.00385148	0.00396008	2.30233e-05	2.85073e-16	0.00371369	0.00231108	0.00236307	1.40245e-06	3.71628e-05	0.94
168	0.00635458	0.00384727	0.00386074	1.18321e-05	2.86713e-16	0.00384548	0.00240744	0.00243447	1.57188e-06	3.72279e-05	1
169	0.0141002	0.00822969	0.00826704	0.00026236	2.89665e-16	0.00379795	0.00234082	0.00243303	1.50145e-06	0.00010358	0.92
170	0.00743765	0.004508	0.00442797	2.10902e-05	2.82331e-16	0.00423053	0.00267833	0.00266288	1.75847e-06	4.20468e-05	1
171	0.0455399	0.0272832	0.0251897	0.0163098	2.83523e-16	0.00445385	0.0028284	0.00280748	1.93517e-06	0.000352082	0.98
172	0.012851	0.00782759	0.00783335	0.000125651	2.82343e-16	0.00457268	0.00290581	0.00289254	1.96535e-06	8.29068e-05	0.98
173	0.00485783	0.00298608	0.00300005	4.54528e-06	2.83712e-16	0.00373335	0.00232764	0.00236367	1.50469e-06	2.17343e-05	0.98
174	0.274303	0.170446	0.167942	0.494806	2.81484e-16	0.00477203	0.00305733	0.00300481	2.05607e-06	0.00226896	0.88
175	0.0147582	0.00876657	0.00884735	0.000335354	2.79939e-16	0.00422421	0.00266957	0.00265121	1.84663e-06	9.87149e-05	1
176	0.00876672	0.00526163	0.00526883	7.03472e-05	2.80909e-16	0.00450039	0.00284881	0.00284476	1.94563e-06	4.86248e-05	0.98
177	0.0105726	0.00647754	0.00626974	9.51758e-05	2.80995e-16	0.00429016	0.00268151	0.00271638	1.92768e-06	6.53445e-05	0.96
178	0.00592308	0.00366677	0.00360022	9.92668e-06	2.86238e-16	0.00415784	0.00259989	0.00262701	1.78764e-06	2.71124e-05	1
179	0.00899902	0.00520235	0.0055776	8.06575e-05	2.83856e-16	0.00452342	0.00282941	0.0028887	2.11076e-06	5.26296e-05	0.98
180	0.0111835	0.00674486	0.00657663	6.30134e-05	2.80362e-16	0.00403901	0.00251641	0.00256263	1.80335e-06	7.64097e-05	0.96
181	0.0224072	0.0127746	0.0134064	0.00226569	2.7829e-16	0.00412702	0.00255442	0.00263944	1.79205e-06	0.000163321	0.92
182	0.0152712	0.00936138	0.00911138	0.000226584	2.85565e-16	0.00447943	0.00280128	0.00286316	1.95688e-06	0.00010233	0.96
183	0.0132385	0.00789008	0.00789343	0.000236254	2.80959e-16	0.00426214	0.00267371	0.00268962	1.93005e-06	8.56391e-05	0.96
184	0.00921016	0.00537993	0.00548556	0.000130525	2.8146e-16	0.0041974	0.00265237	0.0026228	1.85718e-06	5.55199e-05	0.94
185	0.0121991	0.00738875	0.00738084	9.42303e-05	2.7802e-16	0.0046244	0.00286231	0.00296819	2.18652e-06	7.41792e-05	0.96
186	0.00738407	0.00444931	0.0044541	2.91514e-05	2.81981e-16	0.00470876	0.0029645	0.0029673	2.41826e-06	3.60178e-05	1
187	0.0100707	0.0061299	0.00595308	9.13054e-05	2.79674e-16	0.00422014	0.00262306	0.00266759	1.93101e-06	5.94985e-05	0.96
188	0.00679303	0.00412035	0.00418858	1.67797e-05	2.82598e-16	0.00459035	0.00288061	0.0029034	2.147e-06	2.93547e-05	1
189	0.00860875	0.0051231	0.00527834	5.0996e-05	2.7884e-16	0.00481006	0.00305842	0.00301102	2.22194e-06	4.39419e-05	0.98
190	0.00973528	0.00585249	0.00567092	6.4271e-05	2.79439e-16	0.00516907	0.00330982	0.00323809	2.34227e-06	5.20702e-05	0.96
191	0.00959667	0.00578182	0.00553372	6.31262e-05	2.7831e-16	0.00504084	0.00319722	0.00317159	2.57636e-06	5.01924e-05	0.96
192	0.0172211	0.0102059	0.0101655	0.000586515	2.78481e-16	0.00442273	0.00276918	0.00278388	2.09254e-06	0.000112095	0.96
193	0.0143741	0.00850561	0.00863085	0.000337264	2.78151e-16	0.00496972	0.00311728	0.00316034	2.4674e-06	8.52381e-05	1
194	0.026432	0.0157275	0.0162619	0.00119189	2.78194e-16	0.00534397	0.00335249	0.00342031	2.60523e-06	0.000170395	0.92
195	0.0121651	0.00716222	0.00726665	0.00012104	2.7775e-16	0.00482169	0.00300212	0.00308293	2.51422e-06	7.04815e-05	0.94
196	0.00920465	0.00541963	0.00550523	4.9959e-05	2.78453e-16	0.00448289	0.00276715	0.00285778	2.22405e-06	5.0556e-05	0.98
197	0.0122896	0.0071987	0.0072502	0.000281291	2.77122e-16	0.00481194	0.00300262	0.00307667	2.30489e-06	7.08147e-05	0.96
198	0.00849484	0.00509721	0.00520778	2.73614e-05	2.80473e-16	0.0051198	0.00319722	0.00325652	2.70177e-06	4.06512e-05	0.96
199	0.0099547	0.00583159	0.00619206	6.59893e-05	2.77466e-16	0.00486354	0.00303884	0.00308414	2.38801e-06	5.21294e-05	1
