FocalLength	QR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost	Rank3Rate
200	0.0106074	0.00623256	0.00653763	5.13921e-05	2.80024e-16	0.00475279	0.00296101	0.00300938	2.36271e-06	5.93143e-05	0.94
201	0.00740201	0.0045192	0.00447742	1.31331e-05	2.81697e-16	0.00487806	0.00304008	0.00308011	2.73769e-06	3.20864e-05	0.98
202	0.0114762	0.00722073	0.00677582	7.84413e-05	2.82268e-16	0.00489807	0.00311514	0.00302623	2.55602e-06	6.37176e-05	0.98
203	0.00758756	0.00464114	0.00454547	1.64833e-05	2.83469e-16	0.00488436	0.00303801	0.00310323	2.42903e-06	3.79554e-05	0.96
204	0.0127802	0.00765228	0.00769246	0.000213669	2.78553e-16	0.00505961	0.00317183	0.0031989	2.58983e-06	6.83869e-05	0.94
205	0.525914	0.3221	0.297269	2.35113	2.77767e-16	0.00483832	0.00300867	0.00305051	2.46901e-06	0.00369908	0.96
206	0.0124743	0.00724047	0.00746539	0.000419997	2.77608e-16	0.00484424	0.00302445	0.00306242	2.54108e-06	6.85815e-05	0.98
207	0.0441196	0.0263789	0.0250925	0.0121378	2.81157e-16	0.00566922	0.00356234	0.00360005	3.06621e-06	0.000283588	0.96
208	0.009151	0.00546501	0.00545046	9.28396e-05	2.81173e-16	0.00505364	0.00313964	0.00321435	2.63711e-06	4.28745e-05	0.96
209	0.011038	0.00648135	0.00664576	0.000126465	2.77789e-16	0.00508144	0.0031928	0.0031973	2.7403e-06	5.67269e-05	0.98
210	0.0124406	0.00778087	0.00729735	0.0001547	2.80475e-16	0.00571812	0.00361164	0.00362439	3.17817e-06	6.2341e-05	0.98
211	0.0125012	0.00762553	0.00748103	0.00014285	2.75962e-16	0.00563914	0.00356216	0.00357668	3.2564e-06	5.99729e-05	0.98
212	0.0216274	0.0127233	0.013399	0.000541347	2.7922e-16	0.00572131	0.00359492	0.00363413	3.30811e-06	0.000126445	0.92
213	0.0365849	0.0216273	0.0215854	0.0064158	2.78869e-16	0.00636727	0.00408946	0.0039819	3.64163e-06	0.000221118	0.96
214	0.0108416	0.00644777	0.00642192	7.09215e-05	2.78578e-16	0.00533641	0.0033319	0.00338008	2.86567e-06	5.47464e-05	0.96
215	0.0197699	0.0114605	0.0118871	0.000621458	2.811e-16	0.00622528	0.00390442	0.00396914	3.6543e-06	0.00010867	0.98
216	0.0110558	0.00655734	0.00695451	6.17959e-05	2.83232e-16	0.00558493	0.0034367	0.00360041	3.33891e-06	5.24375e-05	0.98
217	0.0103455	0.00619171	0.00627459	7.23456e-05	2.78475e-16	0.00572735	0.00357617	0.00364472	3.30531e-06	4.50951e-05	0.98
218	0.0111333	0.00679644	0.00661234	4.34731e-05	2.78585e-16	0.00623826	0.00391393	0.00398589	3.9395e-06	5.0306e-05	0.96
219	0.0106387	0.00610061	0.00663298	0.000129136	2.8415e-16	0.00533962	0.00325548	0.00342485	3.08473e-06	4.98007e-05	0.94
220	0.0113567	0.006775	0.00675791	0.000125117	2.7794e-16	0.00538143	0.00337375	0.00338761	3.06621e-06	5.52516e-05	0.94
221	0.0145684	0.00921325	0.00821118	0.000368183	2.78698e-16	0.00579506	0.00362919	0.00365624	3.45732e-06	7.35778e-05	0.96
222	0.0129494	0.00789849	0.00754432	9.30359e-05	2.8047e-16	0.00615598	0.00393445	0.00385784	3.47363e-06	6.21574e-05	0.98
223	0.0157379	0.00954314	0.00966439	0.000277868	2.80288e-16	0.00624438	0.00399202	0.00388423	3.76078e-06	7.99646e-05	0.96
224	0.0154668	0.00919011	0.00914534	0.000399996	2.76074e-16	0.00519286	0.00317916	0.00331085	3.17348e-06	8.35025e-05	0.94
225	0.028009	0.0157945	0.0165454	0.00412126	2.78145e-16	0.0059699	0.00372806	0.00379392	3.75256e-06	0.000158079	0.94
226	0.0198107	0.0117808	0.0119805	0.000527236	2.75842e-16	0.00584961	0.00362685	0.00372868	3.56232e-06	0.000104874	0.92
227	0.0844759	0.0513541	0.0526762	0.0178215	2.77999e-16	0.0059451	0.00369397	0.00378994	4.09873e-06	0.000511744	0.94
228	0.0160549	0.00936701	0.00942228	0.000413392	2.80795e-16	0.0063486	0.00399692	0.00402439	3.83893e-06	7.81373e-05	0.96
229	0.0116792	0.00711071	0.00707429	7.39145e-05	2.78189e-16	0.00618294	0.00377131	0.00402197	4.04256e-06	5.28017e-05	0.98
230	0.0111401	0.00657236	0.00655856	0.000114846	2.81702e-16	0.00546482	0.00342011	0.00342285	3.13077e-06	5.50283e-05	0.94
231	0.0111531	0.00641244	0.00675579	8.45349e-05	2.78495e-16	0.00557557	0.00347829	0.00349099	3.42802e-06	5.1328e-05	0.92
232	0.0204557	0.0120012	0.0119829	0.00123769	2.73205e-16	0.00622703	0.0038952	0.00394836	3.8084e-06	0.00010452	0.98
233	0.0152323	0.00896151	0.00920794	0.00013049	2.78277e-16	0.00643539	0.00403517	0.0041077	4.0288e-06	7.36267e-05	0.94
234	0.0127305	0.00756725	0.00766096	9.00535e-05	2.80921e-16	0.00611268	0.00377223	0.00391618	3.87916e-06	5.92455e-05	0.96
235	0.00928458	0.00552279	0.005696	4.09392e-05	2.78098e-16	0.00569573	0.00346783	0.00367424	3.51915e-06	3.79192e-05	0.96
236	0.0192006	0.0115408	0.0110466	0.000280761	2.76523e-16	0.00705567	0.0044694	0.00447	4.99804e-06	9.43111e-05	0.98
237	0.0321264	0.0195244	0.0176466	0.00380224	2.8458e-16	0.00668942	0.00419029	0.00425559	4.61317e-06	0.000169695	0.96
238	0.0585406	0.0344974	0.0357478	0.0118139	2.80065e-16	0.00625454	0.00393224	0.003901	4.2385e-06	0.000327084	0.9
239	0.0217568	0.0130064	0.0124055	0.000704788	2.75442e-16	0.0065503	0.00412882	0.00414443	4.1618e-06	0.00011317	0.94
240	0.0327887	0.0199817	0.0187124	0.00283288	2.78191e-16	0.00604293	0.00373298	0.00387897	3.86489e-06	0.000172121	0.96
241	0.0164578	0.00937223	0.00960373	0.000537706	2.75451e-16	0.00619856	0.00389042	0.00391902	3.75564e-06	7.90324e-05	0.96
242	0.0139329	0.00833729	0.00819733	9.53425e-05	2.78636e-16	0.0062553	0.00394075	0.00392334	4.01417e-06	6.5414e-05	1
243	0.0209987	0.0125059	0.0120396	0.000337174	2.81212e-16	0.00661342	0.00420292	0.00412763	4.4501e-06	0.000106329	0.94
244	0.0426087	0.0247798	0.0247682	0.00992792	2.80463e-16	0.00690995	0.00440387	0.00431218	4.53042e-06	0.000223215	0.94
245	0.0504354	0.0294485	0.0285758	0.0143415	2.7475e-16	0.00775916	0.00496524	0.00490606	5.27994e-06	0.000264379	0.96
246	0.0161847	0.00959122	0.00933761	0.000327475	2.77669e-16	0.00656278	0.00414225	0.00412855	4.50041e-06	7.08297e-05	0.94
247	0.0352628	0.0210854	0.0206965	0.00170664	2.77492e-16	0.00809261	0.00514275	0.00513541	7.34795e-06	0.000179901	0.96
248	0.0259451	0.014953	0.0160095	0.00116677	2.72843e-16	0.00702966	0.00444493	0.00440802	4.81955e-06	0.000127818	0.92
249	0.0112696	0.00683839	0.00674225	4.41428e-05	2.78718e-16	0.0063436	0.00397902	0.00397349	4.01909e-06	4.48909e-05	0.98
250	0.0173358	0.0104086	0.01037	0.000463734	2.77704e-16	0.00626146	0.00393627	0.00391127	4.3126e-06	8.05051e-05	0.94
251	0.0117034	0.00707892	0.00692093	7.6552e-05	2.77707e-16	0.00665793	0.00412666	0.00422683	4.8396e-06	4.53285e-05	0.98
252	0.0127215	0.00770832	0.00766168	8.00481e-05	2.75784e-16	0.00749451	0.00470172	0.00477572	5.54415e-06	4.86573e-05	0.98
253	0.015686	0.00954845	0.00915732	0.000189137	2.82521e-16	0.00716086	0.00447057	0.00457328	5.38284e-06	6.51519e-05	0.96
254	0.00909177	0.00547971	0.00547259	2.09119e-05	2.79251e-16	0.00633128	0.00393233	0.00400007	3.99507e-06	3.47998e-05	1
255	0.0288158	0.0171309	0.0171806	0.00134245	2.81893e-16	0.00752097	0.00477762	0.00476613	5.357e-06	0.000141128	0.92
256	0.0209735	0.0124091	0.0128095	0.000381288	2.81697e-16	0.00843076	0.00533027	0.00537109	6.88945e-06	9.00869e-05	0.94
257	0.0427604	0.0239502	0.0249127	0.0128108	2.79713e-16	0.00693351	0.0043796	0.00433679	5.08813e-06	0.000219885	0.96
258	0.0162273	0.00967576	0.00957863	0.000131906	2.82128e-16	0.00809073	0.00512205	0.0051381	6.04639e-06	6.72766e-05	1
259	0.00970848	0.00575035	0.00594788	2.46144e-05	2.82731e-16	0.0063184	0.00395578	0.00397119	4.37135e-06	3.58351e-05	0.98
260	0.0199827	0.012171	0.0113733	0.000656121	2.82507e-16	0.00690992	0.00439424	0.00432641	5.01414e-06	8.95221e-05	0.96
261	0.0441872	0.0245342	0.0266399	0.00826765	2.87426e-16	0.00748857	0.00473298	0.00472874	5.73663e-06	0.000224437	0.96
262	0.00965123	0.00574258	0.00591299	3.08505e-05	2.79667e-16	0.00629545	0.00391533	0.00397766	4.37727e-06	3.34831e-05	0.98
263	0.0134572	0.0081153	0.00823089	5.57231e-05	2.82193e-16	0.0074526	0.00467517	0.00472111	5.30296e-06	5.40902e-05	1
264	0.0344173	0.0195256	0.0198017	0.00454418	2.80591e-16	0.00696521	0.00433052	0.00442695	4.86034e-06	0.00016717	0.96
265	0.0135188	0.00819611	0.00794704	0.000116996	2.77247e-16	0.00719663	0.00454139	0.00454761	5.11606e-06	5.16684e-05	0.98
266	0.0169504	0.0105112	0.00990802	0.000175432	2.86434e-16	0.00768251	0.00494105	0.00476603	5.93365e-06	6.78289e-05	1
267	0.0211569	0.0122497	0.0124074	0.000998201	2.81718e-16	0.00721798	0.00452941	0.00454706	5.51582e-06	9.12096e-05	0.94
268	0.0151102	0.00878895	0.00909175	0.000222135	2.78822e-16	0.00694948	0.00440987	0.00434254	4.96031e-06	6.29875e-05	0.96
269	0.0163831	0.00955794	0.00999383	0.000384192	2.79313e-16	0.00751979	0.00471952	0.00477102	5.78454e-06	6.42685e-05	0.96
270	0.0141568	0.00843343	0.00865716	9.70365e-05	2.85806e-16	0.00803525	0.00500123	0.00517107	6.07584e-06	4.98522e-05	1
271	0.0132101	0.00784336	0.00795808	0.000100492	2.76876e-16	0.00753291	0.00474662	0.00474672	5.93983e-06	4.89111e-05	0.96
272	0.0203849	0.0120506	0.0122043	0.00028611	2.82396e-16	0.00750209	0.00475759	0.00470295	5.606e-06	8.6094e-05	0.96
273	0.024291	0.0150432	0.0141837	0.000635789	2.79919e-16	0.00735607	0.0045794	0.00465624	5.75302e-06	0.000110452	0.92
274	0.0240396	0.0152752	0.0136385	0.000718372	2.75064e-16	0.00763197	0.00479593	0.00482322	5.81208e-06	0.000102001	0.92
275	0.0213557	0.0125087	0.0125658	0.000732739	2.81975e-16	0.00777134	0.00486444	0.00497165	6.21533e-06	9.10743e-05	0.98
276	0.0217675	0.013257	0.012707	0.000460628	2.82081e-16	0.00813347	0.00505945	0.0052218	6.55796e-06	9.02417e-05	0.96
277	0.0568986	0.0327616	0.0314638	0.0227051	2.80433e-16	0.00758279	0.00470475	0.00483133	5.83076e-06	0.000274013	0.94
278	0.0226093	0.0131863	0.0130354	0.000738647	2.85443e-16	0.00741924	0.0046411	0.00467544	6.03108e-06	9.9117e-05	0.98
279	0.0127596	0.0077236	0.00762141	5.78332e-05	2.84477e-16	0.00815633	0.00518151	0.00509963	6.99569e-06	4.3462e-05	0.98
280	0.0112917	0.00667763	0.00694352	4.01314e-05	2.86171e-16	0.00724653	0.00452257	0.00461376	5.3546e-06	3.84893e-05	0.96
281	0.0185429	0.0111631	0.0110884	0.000474977	2.86556e-16	0.00746711	0.00464661	0.00471421	5.90242e-06	7.54468e-05	0.92
282	0.0263066	0.0159351	0.0160882	0.00110421	2.79011e-16	0.00799766	0.00503579	0.00505507	6.79156e-06	0.000109341	0.94
283	0.014164	0.00818602	0.00881739	0.000107668	2.82004e-16	0.00706037	0.00435998	0.00446968	5.57675e-06	5.57165e-05	0.96
284	0.0182528	0.0111094	0.0108137	0.000231247	2.84728e-16	0.00689459	0.00428535	0.00433805	5.22088e-06	7.58586e-05	0.98
285	0.0301516	0.0176361	0.0176396	0.00119954	2.82672e-16	0.0076261	0.0046988	0.00491326	5.93612e-06	0.000132319	0.92
286	0.0320085	0.0186089	0.0191493	0.00151221	2.76267e-16	0.0083662	0.00521447	0.00534704	6.92295e-06	0.000137367	0.94
287	0.0148626	0.00886258	0.00911974	0.000112656	2.78066e-16	0.00798725	0.00501521	0.0050478	6.30763e-06	5.20003e-05	0.94
288	0.214428	0.131353	0.121875	0.423332	2.81893e-16	0.00823079	0.00526598	0.00509136	6.82938e-06	0.00104187	0.98
289	0.0243355	0.014569	0.0143982	0.00150809	2.83336e-16	0.0080732	0.00508626	0.0050827	6.48458e-06	9.89799e-05	0.96
290	0.0186242	0.010961	0.0108836	0.00108102	2.77969e-16	0.00769058	0.00482189	0.00483984	5.91308e-06	7.24078e-05	0.94
291	0.162402	0.097237	0.0947804	0.218823	2.82392e-16	0.0089131	0.00562961	0.0056865	7.54834e-06	0.000779215	0.94
292	0.0227818	0.0139239	0.0132278	0.0008618	2.81828e-16	0.00871878	0.00553215	0.00549555	7.00086e-06	8.73006e-05	1
293	0.0207654	0.0123194	0.0126405	0.00032501	2.8142e-16	0.00832055	0.00524452	0.00522469	7.19505e-06	8.0781e-05	0.96
294	0.0751633	0.0473214	0.0416286	0.0195504	2.86179e-16	0.00877603	0.00551706	0.00551386	8.22013e-06	0.000346871	0.94
295	0.0253527	0.015076	0.0152744	0.000545329	2.8551e-16	0.00871313	0.0054941	0.0055302	7.68696e-06	0.000100161	0.98
296	0.0136652	0.00814146	0.00841425	6.16355e-05	2.81599e-16	0.00861725	0.00537759	0.00551992	7.11445e-06	4.24164e-05	0.94
297	0.0284435	0.0163405	0.0169709	0.00294458	2.82112e-16	0.00824882	0.0052073	0.00518789	7.16369e-06	0.000115377	0.98
298	0.0262734	0.015585	0.0158488	0.000725098	2.84202e-16	0.00880086	0.00549169	0.00563212	8.14906e-06	0.000103892	0.98
299	0.0189605	0.0113504	0.0111383	0.000336903	2.83305e-16	0.00865417	0.00548338	0.00541932	7.29339e-06	6.8305e-05	0.92
