FocalLength	QRloss	IACloss
10	0.472661	0.572908
11	0.292601	0.539769
12	0.750007	0.539517
13	0.432042	0.501812
14	0.933259	0.642328
15	0.383523	0.452044
16	0.522315	0.516437
17	0.476816	0.511949
18	0.240816	0.282149
19	0.518394	0.526171
20	0.35609	0.436285
21	0.440197	0.427191
22	0.353528	0.423287
23	0.313115	0.413621
24	0.504265	0.580861
25	0.150069	0.22112
26	0.335229	0.355911
27	0.407886	0.523191
28	0.281294	0.357407
29	0.300471	0.310994
30	0.33259	0.353482
31	0.273646	0.324465
32	0.151843	0.206282
33	0.303457	0.343769
34	0.168315	0.176331
35	0.20395	0.222221
36	0.332105	0.309414
37	0.249727	0.26662
38	0.112001	0.133915
39	0.230519	0.261154
40	0.162323	0.171837
41	0.201251	0.254955
42	0.139373	0.193495
43	0.208903	0.241053
44	0.261002	0.251811
45	0.272953	0.299286
46	0.189182	0.193546
47	0.100922	0.0841542
48	0.161595	0.191622
49	0.202959	0.215005
50	0.198826	0.174674
51	0.175472	0.178259
52	0.207574	0.213407
53	0.203211	0.303408
54	0.197471	0.218191
55	0.0767792	0.0944558
56	0.352635	0.364679
57	0.375204	0.404783
58	0.0865009	0.0966381
59	0.196213	0.286187
60	0.0905308	0.105626
61	0.110451	0.118609
62	0.214187	0.232526
63	0.066864	0.080015
64	0.258995	0.241811
65	0.257954	0.264176
66	0.219003	0.206668
67	0.0463324	0.0367436
68	0.0449417	0.0512254
69	0.104211	0.150202
70	0.141549	0.154123
71	0.101106	0.114227
72	0.0408258	0.0470618
73	0.151429	0.172399
74	0.16954	0.168541
75	0.0791993	0.0858422
76	0.128257	0.143793
77	0.0305304	0.0315237
78	0.239461	0.241265
79	0.0975149	0.0974753
80	0.0773553	0.0819049
81	0.194377	0.155599
82	0.0543092	0.0658789
83	0.0336219	0.0369146
84	0.0687917	0.0617054
85	0.0307274	0.0364732
86	0.0503996	0.0677096
87	0.0767703	0.0780474
88	0.0645574	0.0651285
89	0.0971405	0.0992193
90	0.0231922	0.0228931
91	0.0431417	0.05689
92	0.106654	0.109691
93	0.0596741	0.0592459
94	0.0178653	0.0205014
95	0.0414432	0.0473238
96	0.0881549	0.0967905
97	0.0400617	0.0432942
98	0.0790899	0.0979374
99	0.0605231	0.0642547
100	0.0954584	0.093813
101	0.0409101	0.0459524
102	0.0225475	0.0284053
103	0.0641754	0.0627359
104	0.0162087	0.0246082
105	0.0445986	0.051704
106	0.0771016	0.0774171
107	0.115911	0.110792
108	0.0862332	0.0871947
109	0.0212417	0.0265543
110	0.392798	0.394519
111	0.159564	0.147524
112	0.0361012	0.0587223
113	0.0493331	0.0492949
114	0.109779	0.133016
115	0.0540911	0.0542594
116	0.0719603	0.0843008
117	0.0976017	0.0916754
118	0.163274	0.189147
119	0.0125728	0.0160311
120	0.111128	0.100297
121	0.0276402	0.0402642
122	0.0979904	0.075273
123	0.0615648	0.0644403
124	0.0464646	0.052812
125	0.0483444	0.0642073
126	0.0285319	0.0319865
127	0.0509477	0.0556041
128	0.0265713	0.0329901
129	0.047823	0.0407861
130	0.0179899	0.0218086
131	0.0409022	0.0434773
132	0.0920422	0.100891
133	0.0178223	0.0210928
134	0.0222614	0.0300407
135	0.00998499	0.0124633
136	0.0471467	0.0553113
137	0.0599227	0.0602544
138	0.0368015	0.0423408
139	0.0278531	0.0272801
140	0.116423	0.109409
141	0.0182697	0.0177886
142	0.00861763	0.00993578
143	0.0183986	0.0210594
144	0.0233757	0.031093
145	0.00412354	0.00716755
146	0.0190056	0.0179883
147	0.0419109	0.0505102
148	0.066508	0.096441
149	0.030516	0.0304787
150	0.0183903	0.0249411
151	0.0904195	0.0953723
152	0.160001	0.227385
153	0.0264244	0.0246555
154	0.024353	0.0304632
155	0.0181358	0.0267288
156	0.0132791	0.0158276
157	0.0100223	0.0139574
158	0.0576773	0.0879724
159	0.124737	0.131249
160	0.0211994	0.0219441
161	0.0082038	0.00953894
162	0.0443744	0.0698294
163	0.0289861	0.0281784
164	0.0867757	0.0886364
165	0.0591287	0.0630909
166	0.105046	0.108939
167	0.00728401	0.0120605
168	0.0485929	0.0584995
169	0.042692	0.0569952
170	0.033296	0.0416973
171	0.149613	0.187545
172	0.0338121	0.0366945
173	0.0467407	0.0499024
174	0.0230705	0.0249517
175	0.0246099	0.0273459
176	0.0409771	0.0369957
177	0.00745249	0.0086892
178	0.00948125	0.0104356
179	0.0497348	0.0516148
180	0.00428268	0.00478191
181	0.0506603	0.0523975
182	0.0709983	0.0645692
183	0.0313686	0.0312165
184	0.0242895	0.0252017
185	0.0455669	0.0513955
186	0.0376629	0.0394931
187	0.042113	0.0412953
188	0.0282286	0.0285001
189	0.0355612	0.0337768
190	0.0296301	0.0329875
191	0.0193396	0.0203992
192	0.0264539	0.0268844
193	0.0312661	0.0334407
194	0.0636158	0.067228
195	0.0443889	0.0480935
196	0.0548844	0.0668161
197	0.0183453	0.0212193
198	0.029269	0.0294096
199	0.0156122	0.0178408
200	0.0548402	0.0556172
201	0.0696887	0.0717414
202	0.0242923	0.0241575
203	0.125387	0.117116
204	0.0652626	0.0660716
205	0.060831	0.0598376
206	0.0215233	0.0217128
207	0.0474742	0.05446
208	0.0802708	0.087819
209	0.123308	0.160333
210	0.0458605	0.0502769
211	0.0365704	0.0422095
212	0.0491399	0.0447303
213	0.0376696	0.0448562
214	0.0689735	0.0776587
215	0.0372929	0.042739
216	0.19721	0.17989
217	0.023181	0.0170916
218	0.0664782	0.0519344
219	0.0302934	0.0328205
220	0.0237528	0.0263773
221	0.0331798	0.0332426
222	0.095386	0.0968396
223	0.041684	0.0366384
224	0.0549577	0.0366486
225	0.0207041	0.0204846
226	0.0609632	0.0538677
227	0.0209291	0.0199825
228	0.0520677	0.0495079
229	0.0180266	0.0193842
230	0.0132519	0.0102556
231	0.0317596	0.0279177
232	0.0387801	0.0433093
233	0.0253539	0.0301467
234	0.0338575	0.0342914
235	0.0201457	0.0230085
236	0.0850856	0.0802447
237	0.0716355	0.0736962
238	0.031201	0.0373449
239	0.0873122	0.0871668
240	0.0405306	0.0436967
241	0.0278033	0.0312756
242	0.0436396	0.0442863
243	0.0102422	0.0118963
244	0.0302349	0.0254601
245	0.018837	0.020654
246	0.0207884	0.0224854
247	0.0872317	0.114772
248	0.0214952	0.0290917
249	0.0202591	0.0211698
250	0.0326081	0.023403
251	0.0117003	0.0127184
252	0.0373932	0.0370883
253	0.0810313	0.0829943
254	0.124027	0.124279
255	0.0204252	0.0248093
256	0.0934952	0.0836642
257	0.188602	0.137795
258	0.0232937	0.0248144
259	0.0332831	0.0233376
260	0.0539253	0.063936
261	0.0260874	0.0205567
262	0.0286007	0.0219155
263	0.155808	0.119107
264	0.0100555	0.0128498
265	0.0466067	0.0466477
266	0.0989546	0.10241
267	0.116708	0.104055
268	0.0405565	0.0389518
269	0.0589117	0.0626547
270	0.0218713	0.0246646
271	0.0397044	0.0426049
272	0.022362	0.0210907
273	0.0578034	0.0625832
274	0.0387703	0.0551117
275	0.0640989	0.0637192
276	0.0121659	0.0120011
277	0.0870649	0.0918447
278	0.0247373	0.025335
279	0.0475257	0.04479
280	0.0225657	0.0268828
281	0.0560726	0.054693
282	0.0212866	0.0207052
283	0.0399425	0.0422833
284	0.0266441	0.0314211
285	0.014873	0.0194812
286	0.0243836	0.0241968
287	0.0539089	0.0546345
288	0.0662456	0.0609047
289	0.00984349	0.00748103
290	0.0238646	0.0252288
291	0.089064	0.075175
292	0.10354	0.100937
293	0.139838	0.139824
294	0.265088	0.258126
295	0.0160688	0.0192113
296	0.0556896	0.0529927
297	0.0966382	0.0965321
298	0.240862	0.241094
299	0.0274045	0.0338339
