FocalLength	QR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	IAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost
6	0.00416676	0.00216652	0.00303341	1.71044e-06	0.00423035	0.00229444	0.00304243	1.54549e-06
7	0.00551606	0.00384474	0.00272886	8.77045e-06	0.00565803	0.00387245	0.00287305	1.0168e-05
8	0.0107926	0.00598196	0.00673531	0.00010751	0.0107852	0.00688854	0.00616023	6.76758e-05
9	0.00769738	0.00448483	0.00456057	3.6019e-05	0.00785542	0.00470298	0.00453877	5.45559e-05
10	0.0110036	0.00570159	0.00610981	0.00107606	0.0090856	0.00539452	0.00554507	6.66566e-05
11	0.010549	0.00633369	0.00657783	0.000111538	0.0100774	0.00589147	0.00654429	4.66485e-05
12	0.0115983	0.00644031	0.00701137	0.000154763	0.0112897	0.00617992	0.00698057	0.000143152
13	0.0124885	0.00725768	0.0074834	0.000243145	0.0127683	0.00760999	0.0076727	0.000164582
14	0.0136656	0.00828898	0.00782011	0.000170392	0.0132039	0.00819519	0.00756873	0.000102313
15	0.0172	0.0101347	0.010577	0.000341004	0.0167515	0.00987188	0.0105133	0.000309812
16	0.0143714	0.00897081	0.00788932	0.000678389	0.014579	0.00937038	0.00780796	0.000685172
17	0.0191839	0.0119141	0.0114392	0.00044041	0.0181578	0.0118881	0.0102047	0.000360189
18	0.0182598	0.011788	0.0103742	0.000289908	0.0185979	0.0120609	0.0109136	0.000232886
19	0.016204	0.00938138	0.0100252	0.000520173	0.0157653	0.00977451	0.010054	0.000125347
20	0.0185714	0.0112661	0.0111494	0.000409007	0.0175431	0.0107934	0.0106213	0.000323268
21	0.0212077	0.013385	0.0126508	0.000526528	0.0195737	0.0123747	0.0120049	0.000248421
22	0.0227241	0.0140473	0.0136352	0.00147858	0.022326	0.0140309	0.01389	0.00022281
23	0.0213911	0.0127733	0.0134577	0.000479614	0.0198101	0.012512	0.012135	0.000368469
24	0.0236905	0.01495	0.0139274	0.00083591	0.0224335	0.0146066	0.0136447	0.000279183
25	0.0201494	0.0128168	0.0116495	0.000289632	0.0194372	0.0126677	0.0115806	0.000162035
26	0.0216936	0.0125811	0.0142178	0.000289082	0.0211808	0.0130049	0.0134857	0.00051389
27	0.0216685	0.0136876	0.013393	0.000290434	0.020644	0.0134413	0.0128361	0.000167995
28	0.0252545	0.0169718	0.0146434	0.000366523	0.0235347	0.0160925	0.0139292	0.000178292
29	0.0286811	0.0183002	0.0164844	0.00198385	0.0265452	0.0178485	0.0148693	0.00133017
30	0.0252521	0.0166167	0.0146103	0.000800122	0.0238308	0.0155492	0.0145445	0.000284141
31	0.0276357	0.0167121	0.0175374	0.000536012	0.0265368	0.0166033	0.0169784	0.00040577
32	0.029594	0.0196433	0.0170423	0.00308582	0.0293814	0.0211013	0.0158226	0.00250321
33	0.0278714	0.0186516	0.016357	0.000388628	0.0244838	0.0167001	0.0151074	9.55879e-05
34	0.0247019	0.015638	0.0151155	0.000648162	0.0225006	0.0155417	0.0135139	9.95585e-05
35	0.0290825	0.0189901	0.0182152	0.00137876	0.0274953	0.0196228	0.0161346	0.00172762
36	0.0357492	0.0247086	0.019175	0.00211888	0.0360579	0.0256657	0.020261	0.0017367
37	0.0326672	0.0207537	0.0197112	0.00331642	0.0281994	0.0195233	0.0166355	0.000172893
38	0.0324803	0.0223928	0.0184194	0.000524257	0.0311121	0.022937	0.0172988	0.000324771
