FocalLength	QRloss	IACloss
10	1.02539	0.390666
11	0.901929	0.351334
12	0.800673	0.361076
13	0.937093	0.337292
14	1.22628	0.276107
15	2.50332	0.261055
16	1.03162	0.23746
17	1.6325	0.214865
18	0.730748	0.207562
19	0.63944	0.190384
20	0.611936	0.184227
21	0.420392	0.157732
22	1.07303	0.176137
23	0.257128	0.151527
24	0.322867	0.138491
25	1.21191	0.148193
26	1.76552	0.134916
27	0.338239	0.116403
28	0.680638	0.121059
29	0.552577	0.100366
30	0.622636	0.100962
31	0.256558	0.100183
32	0.978341	0.0918154
33	0.51073	0.0835122
34	0.267523	0.0921412
35	1.07577	0.0822905
36	0.506999	0.0801714
37	0.299829	0.0757555
38	0.755244	0.0800261
39	0.488096	0.0760053
40	0.468036	0.0701228
41	1.01513	0.0654119
42	0.266118	0.0559406
43	0.166504	0.0501001
44	0.413201	0.0496683
45	0.219211	0.0476411
46	0.132829	0.0412522
47	0.0912759	0.0535149
48	0.249227	0.0538842
49	0.247262	0.0469543
50	0.12641	0.0473742
51	0.235842	0.0501611
52	0.0793821	0.0409386
53	0.291451	0.0425721
54	0.34732	0.0348681
55	0.191795	0.0398586
56	0.11785	0.0320935
57	0.0604272	0.0335644
58	0.238537	0.0380724
59	0.0692552	0.0379262
60	0.0744031	0.0328503
61	0.864698	0.0299322
62	0.595682	0.0318109
63	0.140193	0.0288586
64	0.163174	0.0296686
65	0.119221	0.0287075
66	0.086756	0.0245056
67	0.114214	0.0226275
68	0.077212	0.0234378
69	0.0680151	0.0238373
70	0.147373	0.024646
71	0.313842	0.024396
72	0.0536032	0.0232724
73	0.119771	0.0221415
74	0.243549	0.0244584
75	0.0454677	0.0211936
76	0.111017	0.0209397
77	0.0745088	0.020824
78	0.0516832	0.0208898
79	0.154315	0.017875
80	0.0634755	0.0193134
81	0.207839	0.0177162
82	0.116439	0.0204411
83	0.0638629	0.0184745
84	0.870966	0.0183174
85	0.621563	0.0147292
86	0.107663	0.0156545
87	2.50735	0.0176042
88	0.0678908	0.0154551
89	0.179119	0.0147678
90	0.0509131	0.0155981
91	0.101683	0.0162737
92	0.141722	0.0132179
93	0.0302972	0.0147791
94	0.383993	0.0157605
95	0.0670443	0.0155431
96	0.0535022	0.0133116
97	0.0701758	0.0144775
98	0.0321744	0.0120656
99	0.0491284	0.0145204
100	0.0267307	0.0141411
101	0.100916	0.0139651
102	0.030627	0.0130752
103	0.0525272	0.0112756
104	0.0443063	0.0121717
105	0.0302734	0.0125755
106	0.0500198	0.010951
107	0.0305076	0.0109712
108	0.0442166	0.00969932
109	0.0756073	0.0128368
110	1.80644	0.0100658
111	0.0420249	0.011084
112	0.361089	0.0104326
113	0.0474802	0.0100881
114	0.0197844	0.0102753
115	0.0570073	0.0110113
116	0.057784	0.010164
117	0.0284368	0.00970023
118	0.0232615	0.00919694
119	0.0507866	0.0087587
120	0.0413178	0.00941296
121	0.0498563	0.00928831
122	0.0231809	0.00840856
123	0.0895704	0.00793828
124	0.0254448	0.0083266
125	0.641224	0.00764658
126	0.0276105	0.00875013
127	0.0607556	0.00752438
128	0.174357	0.00769591
129	0.0827426	0.00896924
130	0.05326	0.00784056
131	0.084608	0.00845924
132	0.207345	0.00748703
133	0.116435	0.00666818
134	0.0276521	0.00762486
135	0.0171719	0.00755345
136	0.0307022	0.00727726
137	0.0435334	0.00778741
138	0.127491	0.00703657
139	0.039364	0.00676813
140	0.0426012	0.00732687
141	0.0320414	0.00688871
142	0.0152725	0.00661922
143	0.26837	0.00770272
144	0.0235437	0.00741884
145	0.0314395	0.00660124
146	0.0254925	0.0063405
147	0.0303405	0.00677031
148	0.0572125	0.00744998
149	0.0404058	0.00710224
150	0.152634	0.00617686
151	0.0217374	0.00682703
152	0.0182074	0.00674707
153	0.117265	0.00645713
154	0.0133454	0.00609028
155	0.0179136	0.00601063
156	0.0174008	0.00609586
157	0.0127095	0.00672415
158	0.0204109	0.00611065
159	0.0250078	0.0066526
160	0.355838	0.00735425
161	0.0369959	0.0064712
162	0.0175156	0.00583489
163	0.0327525	0.00694606
164	0.0149021	0.00542674
165	0.009894	0.00551348
166	0.0210127	0.00556148
167	0.246457	0.00602218
168	0.0199993	0.00573369
169	0.0370262	0.00643622
170	0.026481	0.00572719
171	0.154034	0.00561387
172	0.0125897	0.00610382
173	0.0292186	0.00596131
174	0.0290268	0.00610873
175	0.0177485	0.00554661
176	0.0103664	0.00553327
177	0.0676181	0.0059201
178	0.0211281	0.0062043
179	0.0305504	0.00589335
180	0.0211342	0.00572124
181	0.0161065	0.00536559
182	0.00948897	0.00517052
183	0.010555	0.00553233
184	0.129815	0.00579669
185	0.0064137	0.00570661
186	0.0107294	0.00581691
187	0.0226509	0.00578323
188	0.00946621	0.00636889
189	0.0368255	0.00501851
190	0.0462467	0.00606148
191	0.0154555	0.00546891
192	0.0192942	0.00541994
193	0.013124	0.00546988
194	0.0143013	0.00603406
195	0.0112803	0.00497682
196	0.0403268	0.00625981
197	0.0117421	0.00551512
198	0.0622731	0.0068291
199	0.0206743	0.00604097
200	0.0212448	0.00553449
201	0.0125041	0.00657982
202	0.0262617	0.00655505
203	0.0146765	0.00605071
204	0.0130181	0.00548519
205	0.0160257	0.00627211
206	0.0102696	0.00630436
207	0.0238051	0.00613984
208	0.00840136	0.00584486
209	0.0108482	0.00540597
210	0.019737	0.00576414
211	0.0399014	0.00541777
212	0.0190037	0.00614562
213	0.0429099	0.00516076
214	0.0134578	0.00605271
215	0.0144781	0.00688714
216	0.0123653	0.006491
217	0.0493321	0.00660937
218	0.0103385	0.00666032
219	0.0224047	0.00624357
220	0.0175864	0.00550084
221	0.0258481	0.00676191
222	0.0131691	0.00691057
223	0.370778	0.00570948
224	0.0405622	0.005969
225	0.0100939	0.00665627
226	0.0470912	0.00654347
227	0.0438082	0.00588044
228	0.114547	0.00725534
229	0.0287386	0.00639647
230	0.0121958	0.00549717
231	0.0133526	0.00592091
232	0.0155313	0.00769124
233	0.0714549	0.00714451
234	0.0600935	0.00615437
235	0.0251653	0.0055391
236	0.00846176	0.00664202
237	0.00949789	0.00551695
238	0.0216524	0.00719645
239	0.0140813	0.00643414
240	0.117941	0.00809606
241	0.0660976	0.00673901
242	0.0149807	0.00588008
243	0.0186938	0.00782544
244	0.0112355	0.00803715
245	0.0692204	0.00692036
246	0.046797	0.00734846
247	0.0131525	0.00665849
248	0.0080559	0.00589959
249	0.020344	0.00585673
250	0.0200684	0.00576547
251	0.0144669	0.00697475
252	0.0310306	0.00716932
253	0.021743	0.00923081
254	0.0225975	0.00669643
255	0.0116002	0.00687864
256	0.0113384	0.00838108
257	0.0109657	0.00819699
258	0.0133717	0.00978605
259	0.0120244	0.00754211
260	0.0450779	0.00605208
261	0.0275507	0.0069171
262	0.0225305	0.0066653
263	0.0143561	0.00692626
264	0.113935	0.00727365
265	0.0110928	0.0086751
266	0.0130238	0.00806325
267	0.0147442	0.00845752
268	0.0129966	0.00937686
269	0.12272	0.00771141
270	0.0163398	0.00758194
271	0.0144678	0.00652261
272	0.00901505	0.00686273
273	0.0203436	0.0074012
274	0.0107803	0.00678869
275	0.0167455	0.00600704
276	0.0109873	0.00846809
277	0.0216868	0.00822915
278	0.0101741	0.00861501
279	0.0152458	0.00651897
280	0.0229483	0.00698251
281	0.0158832	0.007276
282	0.0215182	0.0070939
283	0.0402071	0.00877783
284	0.0932121	0.00837698
285	0.0169313	0.00828231
286	0.0867272	0.00866905
287	0.0353837	0.00788621
288	0.0155259	0.00724348
289	0.0144276	0.00846378
290	0.0242451	0.00642697
291	0.0160922	0.00746835
292	0.0139326	0.00899305
293	0.0291111	0.00820135
294	0.0116142	0.00798648
295	0.0185926	0.0111268
296	0.0215325	0.00791299
297	0.0775637	0.00815161
298	0.0173663	0.00814902
299	0.0216508	0.00887738
