FocalLength	QR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost	Rank3Rate
149	0.0171529	0.0110129	0.0109508	2.55761e-05	2.84678e-16	0.0165437	0.011069	0.0107475	2.08019e-06	6.14845e-05	0.96
150	0.0209444	0.0134396	0.0131757	3.87604e-05	2.84209e-16	0.0203524	0.0134813	0.0132669	2.52684e-06	6.949e-05	0.98
151	0.0231094	0.0143311	0.0150964	5.73253e-05	2.8126e-16	0.0228353	0.0149555	0.0152606	2.73967e-06	9.17454e-05	0.98
152	0.0172437	0.01077	0.0112723	7.70641e-05	2.79897e-16	0.0165019	0.0108392	0.0110404	2.14395e-06	6.95622e-05	0.98
153	0.0172982	0.011014	0.010841	4.53685e-05	2.80129e-16	0.0157917	0.01073	0.0101496	2.21059e-06	7.07572e-05	0.98
154	0.0198785	0.0126787	0.012847	3.40873e-05	2.87111e-16	0.0189768	0.0125055	0.0125216	2.12442e-06	6.83921e-05	0.96
155	0.0173545	0.0109038	0.0111262	4.21195e-05	2.84204e-16	0.0169388	0.0115047	0.010793	2.50105e-06	6.85155e-05	0.98
156	0.0215791	0.0140822	0.0138025	6.63896e-05	2.69512e-16	0.0204908	0.0140486	0.0132894	2.91478e-06	7.00738e-05	0.94
157	0.0211959	0.0134315	0.0134631	5.36088e-05	2.92155e-16	0.0208645	0.0140143	0.0136211	2.90279e-06	7.84146e-05	0.98
158	0.0218682	0.0138908	0.0141715	6.93439e-05	2.84802e-16	0.0206585	0.0134969	0.0137157	2.50998e-06	6.14172e-05	0.96
159	0.0207655	0.0128168	0.0134894	5.63888e-05	2.85901e-16	0.0193394	0.0125735	0.0128269	2.75091e-06	8.2591e-05	1
160	0.0187634	0.0118471	0.0125001	2.48022e-05	2.71557e-16	0.0186162	0.0121389	0.0125887	2.2787e-06	5.9243e-05	0.98
161	0.0271565	0.0177076	0.0174936	4.89692e-05	2.81624e-16	0.0262454	0.0175093	0.01706	2.98939e-06	7.48812e-05	0.98
162	0.0240579	0.0154945	0.015201	5.55904e-05	2.87227e-16	0.0233454	0.0157533	0.0152075	2.87835e-06	7.71024e-05	0.98
163	0.0231486	0.0143795	0.015167	7.57309e-05	2.75971e-16	0.0220901	0.0145666	0.0148506	3.00711e-06	7.59737e-05	0.98
164	0.0228335	0.0137882	0.0151603	8.6265e-05	2.83897e-16	0.0223	0.0145749	0.0149296	2.91126e-06	9.98405e-05	0.98
165	0.0207491	0.0127442	0.0136733	4.01042e-05	2.89079e-16	0.0194245	0.0127977	0.0128112	3.0046e-06	6.60505e-05	0.94
166	0.0240465	0.0147476	0.0157527	6.45315e-05	2.89382e-16	0.0233979	0.0150417	0.0157869	3.36607e-06	9.2049e-05	0.98
167	0.0214433	0.0131999	0.0142614	5.9741e-05	2.80779e-16	0.0197658	0.0131454	0.0131429	2.82087e-06	7.10048e-05	0.94
168	0.0251373	0.0156997	0.0167012	6.00541e-05	2.86516e-16	0.0239833	0.0155798	0.0162625	5.33559e-06	8.035e-05	1
169	0.0259429	0.0159711	0.0167085	0.000124683	2.85342e-16	0.0247985	0.0162367	0.0165888	2.92047e-06	0.000104735	0.96
170	0.0214733	0.0139311	0.0135912	3.73334e-05	2.82767e-16	0.0205916	0.0140735	0.013027	3.12251e-06	6.50875e-05	0.96
171	0.0314338	0.0196464	0.0201147	0.000264593	2.81863e-16	0.0298342	0.0196361	0.0197009	3.95116e-06	0.000113783	0.98
172	0.0256653	0.0164524	0.0167548	4.07713e-05	2.89862e-16	0.0254403	0.0168195	0.0171395	3.52282e-06	7.83797e-05	1
173	0.0272734	0.0170839	0.0181853	6.59661e-05	2.82123e-16	0.0263254	0.0175437	0.0175131	4.22316e-06	8.13068e-05	0.96
174	0.0220235	0.0145839	0.0134925	4.55978e-05	2.77137e-16	0.0212603	0.0147739	0.0132777	3.95244e-06	7.55905e-05	0.98
175	0.0211951	0.0134625	0.0134485	4.4463e-05	2.85901e-16	0.0210495	0.0140662	0.0136436	3.74251e-06	6.54151e-05	0.96
176	0.0253761	0.0163371	0.016082	0.000119855	2.89753e-16	0.0241346	0.0163891	0.0158144	3.65063e-06	8.76459e-05	0.98
177	0.0221952	0.0141861	0.0141888	5.03762e-05	2.77568e-16	0.0213174	0.0144228	0.0137359	3.49661e-06	7.59714e-05	0.94
178	0.0261406	0.0164898	0.0168786	8.89749e-05	2.8155e-16	0.0234456	0.0154512	0.0155977	3.64134e-06	9.54903e-05	0.98
179	0.0228612	0.0139781	0.0151609	8.79113e-05	2.75062e-16	0.0214449	0.0138193	0.0146267	3.92976e-06	7.98874e-05	0.96
180	0.0294365	0.0190497	0.0184452	0.000114046	2.80219e-16	0.0278694	0.0191508	0.0178331	4.18615e-06	9.09338e-05	0.96
181	0.0248715	0.0161287	0.0159671	5.47601e-05	2.83704e-16	0.0238955	0.0161958	0.0154374	2.98051e-06	6.98362e-05	0.98
182	0.024149	0.0150074	0.0154895	5.6584e-05	2.80852e-16	0.0236915	0.0153374	0.0158702	4.14239e-06	7.40608e-05	0.96
183	0.0280426	0.016923	0.0185211	0.000157931	2.82628e-16	0.0265033	0.0170191	0.018129	3.95952e-06	0.000104537	0.94
184	0.0247113	0.0152051	0.0160671	0.00011421	2.90387e-16	0.0233728	0.0155295	0.015383	4.01434e-06	9.16868e-05	0.92
185	0.025205	0.0151943	0.0163582	0.000168194	2.72552e-16	0.0234361	0.015333	0.0157229	4.24217e-06	9.7515e-05	0.98
186	0.0261306	0.016383	0.0166974	0.000151779	2.7688e-16	0.0263596	0.0166176	0.0176993	0.00018132	0.000112924	0.94
187	0.023636	0.0150128	0.0152337	5.21893e-05	2.78826e-16	0.0226768	0.0153247	0.0146372	3.80752e-06	6.56243e-05	0.98
188	0.0297054	0.0185375	0.0195493	8.32125e-05	2.8097e-16	0.0289375	0.0190629	0.0194189	4.76843e-06	8.56274e-05	0.98
189	0.0279771	0.0180216	0.0182409	4.84725e-05	2.77735e-16	0.0283136	0.0187263	0.0189373	4.15768e-06	7.06939e-05	0.98
190	0.0288915	0.017902	0.0191033	0.000104343	2.81068e-16	0.0282308	0.0184793	0.0191478	4.68895e-06	9.93343e-05	0.96
191	0.0287413	0.018734	0.0182553	8.26268e-05	2.77352e-16	0.0276068	0.0186978	0.0178631	4.71003e-06	8.09777e-05	0.98
192	0.0270732	0.0168014	0.0169258	0.00015436	2.83599e-16	0.0255286	0.0169482	0.0168113	4.5008e-06	0.000101024	0.96
193	0.0250645	0.0152373	0.0167686	8.64088e-05	2.80831e-16	0.024033	0.0155698	0.0163882	4.01575e-06	8.66011e-05	0.98
194	0.0309965	0.0200931	0.0193784	0.000132477	2.84501e-16	0.0289175	0.0196307	0.0184994	7.15505e-06	9.75792e-05	0.96
195	0.038365	0.0240181	0.0247995	0.000197611	2.90545e-16	0.0371404	0.0242491	0.0249217	5.98145e-06	0.000116172	0.98
196	0.0263985	0.0170606	0.0168211	5.16494e-05	2.86333e-16	0.0259446	0.0175702	0.0170111	4.66272e-06	7.61407e-05	0.96
197	0.0248817	0.0157206	0.0162701	5.36868e-05	2.86088e-16	0.0243525	0.0162372	0.0158759	4.9791e-06	6.49905e-05	1
198	0.0300735	0.0183925	0.0202306	6.84026e-05	2.83672e-16	0.0282606	0.0179852	0.0192757	5.78574e-06	8.38892e-05	0.96
199	0.0317555	0.0203823	0.0200552	0.000118536	2.80076e-16	0.0300371	0.0204312	0.0192049	5.66765e-06	9.18462e-05	1
200	0.0417335	0.0271892	0.0264959	0.00036713	2.78768e-16	0.0390936	0.0265343	0.0252625	7.10924e-06	0.00011204	0.96
201	0.0336322	0.0220285	0.0210404	0.000172367	2.88367e-16	0.0319389	0.0216155	0.0211209	4.85129e-06	0.000105365	0.94
202	0.024285	0.015363	0.0158	5.14662e-05	2.82305e-16	0.0236884	0.0152278	0.0161712	6.16166e-06	6.74482e-05	0.96
203	0.0322642	0.0203745	0.0205893	9.90959e-05	2.81359e-16	0.0307017	0.0201535	0.0201124	6.8661e-06	8.63214e-05	0.92
204	0.0348539	0.021586	0.0226146	0.000137381	2.72244e-16	0.0342292	0.0220646	0.0229502	7.55502e-06	9.76579e-05	0.94
205	0.0320688	0.020843	0.0203684	8.13278e-05	2.76274e-16	0.03091	0.0208923	0.0199084	6.48473e-06	8.1392e-05	0.94
206	0.0370812	0.0232223	0.0247448	0.000101178	2.75493e-16	0.0354753	0.0230856	0.0239964	6.83616e-06	9.16911e-05	0.96
207	0.0380764	0.0239898	0.025204	0.000150025	2.7839e-16	0.037349	0.0242456	0.025268	5.81803e-06	0.000107784	0.94
208	0.0349016	0.0217293	0.0221961	0.0001962	2.80786e-16	0.0319939	0.0213085	0.021114	5.83739e-06	0.000112104	0.94
209	0.029888	0.0187295	0.0194664	0.000114812	2.8525e-16	0.0279059	0.0187688	0.0182208	5.25741e-06	7.9751e-05	0.96
210	0.0361447	0.0222858	0.0241796	0.00011523	2.76228e-16	0.0355956	0.0226937	0.0245965	6.05334e-06	8.27399e-05	0.98
211	0.0303294	0.0196199	0.0187227	0.000161444	2.85402e-16	0.0280723	0.0194105	0.0175999	5.94987e-06	9.29396e-05	0.98
212	0.030708	0.0193482	0.0196715	0.000109155	2.82277e-16	0.0290701	0.0193939	0.0191217	6.3322e-06	8.23411e-05	0.94
213	0.0334134	0.0209022	0.0223134	8.37544e-05	2.84885e-16	0.0328818	0.0209106	0.0226938	6.37737e-06	7.48736e-05	0.96
214	0.0293294	0.0182718	0.0194192	7.18571e-05	2.80184e-16	0.0282263	0.0181765	0.0192014	6.22836e-06	6.78073e-05	1
215	0.0354056	0.0217699	0.0232371	0.000115972	2.78484e-16	0.0341257	0.022015	0.0230627	6.48149e-06	0.000100746	0.94
216	0.0352129	0.022782	0.0222886	0.000241816	2.83601e-16	0.0336936	0.0226514	0.0221083	6.15476e-06	0.000101714	0.98
217	0.0334436	0.0217471	0.0218863	9.69094e-05	2.78709e-16	0.0323004	0.0214115	0.0217303	7.06705e-06	7.10611e-05	0.98
218	0.0329116	0.0211853	0.0206852	0.000128425	2.79954e-16	0.0324573	0.021566	0.0213001	6.57774e-06	9.24889e-05	0.92
219	0.0420434	0.0265659	0.0267426	0.000244368	2.82925e-16	0.039184	0.0259342	0.0259062	7.59007e-06	0.000124423	0.96
220	0.0329488	0.019192	0.0220711	0.000158013	2.71055e-16	0.031228	0.0199064	0.0212737	6.93537e-06	0.000103652	1
221	0.033395	0.0220261	0.0203755	0.000117442	2.88214e-16	0.0324032	0.0220291	0.0207538	7.72466e-06	8.97304e-05	1
222	0.0383713	0.0229685	0.0254686	0.000257312	2.78973e-16	0.0368029	0.023415	0.0251519	6.57203e-06	0.000113211	0.92
223	0.0369363	0.0229174	0.0238593	0.000225848	2.7402e-16	0.0352067	0.0238496	0.0229963	7.36196e-06	0.000103087	0.98
224	0.0293553	0.0183305	0.0187342	0.0001047	2.742e-16	0.0281473	0.0185096	0.0186594	6.07157e-06	8.03248e-05	1
225	0.0375332	0.0245848	0.0237883	0.000146368	2.82029e-16	0.0367174	0.0250399	0.0239111	7.4097e-06	9.19017e-05	1
226	0.0329553	0.0210838	0.0211806	0.000105439	2.80646e-16	0.031159	0.0207385	0.0208558	6.54787e-06	8.35206e-05	0.98
227	0.0427381	0.0264389	0.0285774	0.000135043	2.81166e-16	0.0414904	0.0260516	0.0286453	8.18348e-06	8.65125e-05	0.96
228	0.045249	0.0298538	0.0281579	0.000217389	2.85368e-16	0.0438015	0.0300495	0.0282348	7.72244e-06	0.000116608	0.98
229	0.0305801	0.019247	0.0198381	0.000112185	2.84481e-16	0.0294269	0.0194818	0.0195833	7.71432e-06	7.45548e-05	0.98
230	0.0458829	0.0304611	0.0286058	0.000220631	2.73746e-16	0.0433254	0.0306591	0.0266319	8.93224e-06	0.000111913	0.98
231	0.045303	0.0278945	0.0298435	0.000287934	2.85729e-16	0.0422405	0.0279666	0.0278586	9.1346e-06	0.000114612	0.94
232	0.0311405	0.0192437	0.0205656	9.03029e-05	2.7975e-16	0.0301669	0.0194654	0.0204747	7.79176e-06	7.94817e-05	0.98
233	0.0332501	0.0221325	0.0205625	8.12068e-05	2.78721e-16	0.0322289	0.0223072	0.0204079	7.3624e-06	7.12924e-05	0.96
234	0.042166	0.0274103	0.0260742	0.00017303	2.76454e-16	0.0398177	0.027391	0.0252093	8.76335e-06	0.000105494	1
235	0.0401901	0.0245112	0.0264102	0.00034594	2.75715e-16	0.0386794	0.0244596	0.026762	9.35463e-06	0.000113403	0.96
236	0.043819	0.0289589	0.0268684	0.000323307	2.79592e-16	0.041524	0.0291266	0.0258287	1.07176e-05	0.000109103	0.98
237	0.0398522	0.0254539	0.0254001	0.000185031	2.74994e-16	0.0379436	0.0253465	0.0250848	8.77298e-06	0.000103825	0.96
238	0.0357592	0.0226849	0.0228455	0.000143672	2.76522e-16	0.0340362	0.0223949	0.0226794	8.19575e-06	8.83756e-05	0.9
239	0.034619	0.0219788	0.0221053	0.000169671	2.78812e-16	0.0326501	0.0218828	0.0213357	7.77947e-06	8.57217e-05	0.96
240	0.031292	0.0194742	0.0203489	9.21959e-05	2.79057e-16	0.0303201	0.0196433	0.0202439	7.02892e-06	7.8055e-05	1
241	0.058414	0.0351348	0.0392982	0.00186957	2.75236e-16	0.045851	0.0319987	0.0285424	1.45698e-05	0.000197034	0.98
242	0.0429579	0.0277446	0.0273227	0.00015385	2.8583e-16	0.0419486	0.0282987	0.02698	8.96284e-06	0.000100013	1
243	0.0369665	0.0239994	0.0236475	0.000113774	2.76e-16	0.0353002	0.0239898	0.0227831	9.7348e-06	8.19464e-05	0.96
244	0.0432235	0.0289063	0.0269154	0.000169868	2.7259e-16	0.0417139	0.0291586	0.0262597	9.24125e-06	9.16521e-05	0.94
245	0.0379405	0.0239988	0.024913	0.000113418	2.85578e-16	0.0370854	0.0240154	0.0252407	7.64308e-06	8.68721e-05	0.9
246	0.03891	0.0228082	0.0269825	0.000172544	2.7756e-16	0.0378362	0.0229252	0.027167	9.54433e-06	9.19748e-05	1
247	0.0380583	0.0233723	0.0251703	0.000109746	2.74624e-16	0.0371261	0.0234929	0.0254622	1.10016e-05	8.00283e-05	0.94
248	0.0473249	0.0300018	0.0311284	0.00012681	2.79896e-16	0.0480679	0.0319755	0.0319401	9.95969e-06	9.55948e-05	1
249	0.033436	0.0206898	0.0219347	0.000131634	2.81541e-16	0.0311861	0.0201544	0.0210996	8.88759e-06	7.40038e-05	0.98
250	0.0443242	0.027614	0.0289	0.000221616	2.85847e-16	0.0424553	0.0277897	0.0283232	9.914e-06	0.000106711	1
251	0.0515281	0.0337523	0.0318834	0.000316724	2.83635e-16	0.0495604	0.0340856	0.031537	1.15805e-05	0.000122659	0.96
252	0.0441052	0.0270376	0.0285638	0.000302682	2.77389e-16	0.0420648	0.0279827	0.0273565	1.11632e-05	0.000126398	0.94
253	0.0522637	0.0313582	0.0344181	0.000316072	2.81042e-16	0.0476176	0.0305741	0.0320794	1.15833e-05	0.000127745	0.92
254	0.0460665	0.028411	0.0302007	0.000220467	2.79921e-16	0.0441945	0.0291187	0.0290559	1.05894e-05	0.000105335	0.98
255	0.0418368	0.0264995	0.0267178	0.000301585	2.7512e-16	0.0396491	0.0261804	0.0262322	9.49551e-06	0.000110224	0.96
256	0.0384993	0.024333	0.0253483	0.000128759	2.73907e-16	0.0366551	0.0238829	0.0246669	9.27263e-06	8.63495e-05	0.92
257	0.0491357	0.0310266	0.0318234	0.000273098	2.72396e-16	0.0469308	0.0308921	0.0311814	1.21266e-05	0.000102185	0.96
258	0.0449908	0.0282925	0.0279595	0.000619856	2.82875e-16	0.0427673	0.0282102	0.0282789	1.11459e-05	0.000134523	0.96
259	0.0349481	0.0219983	0.0222578	0.000158756	2.8018e-16	0.0333798	0.0224898	0.0216587	9.2548e-06	8.76083e-05	1
