TranslationRange	FocalLength	QR_Kcost	maxQR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	maxIAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost	Rank3Rate
0.001	27	nan	90.1489	-nan	-nan	-nan	nan	2885.33	24306.3	2504.16	53.9329	7.12549e+06	-nan	0.002
0.001	28	nan	173.756	-nan	-nan	-nan	nan	5065.15	125758	4627.55	75.4951	1.4875e+07	-nan	0.002
0.001	29	nan	97.8018	-nan	-nan	-nan	nan	3888.99	91789.5	3633.55	70.1473	4.68922e+06	-nan	0.002
0.001	30	nan	94.672	-nan	-nan	-nan	nan	30105.8	1.66291e+06	25455.1	345.468	1.25506e+10	-nan	0.002
0.001	31	nan	71.7916	-nan	-nan	-nan	nan	6626.6	109552	6034.94	88.3721	2.24204e+07	-nan	0.002
0.001	32	nan	88.6602	-nan	-nan	-nan	nan	4206.72	30943.3	3908.6	74.2769	5.50925e+06	-nan	0.002
0.001	33	nan	119.19	-nan	-nan	-nan	nan	4029.78	38860.8	3732.49	68.9965	4.51882e+06	-nan	0.002
0.001	34	nan	127.242	-nan	-nan	-nan	nan	7288.42	136594	6717.94	119.216	3.14405e+07	-nan	0.002
0.001	35	nan	88.2523	-nan	-nan	-nan	nan	103981	9.62993e+06	102854	766.395	1.03078e+09	-nan	0.002
0.001	36	nan	139.442	-nan	-nan	-nan	nan	7532.29	155407	7036.01	119.276	4.73749e+07	-nan	0.002
0.001	37	nan	84.3661	-nan	-nan	-nan	nan	3050.6	30248.2	2854.6	48.9418	2.63766e+06	-nan	0.002
0.001	38	nan	111.53	-nan	-nan	-nan	nan	11191.8	233053	10457.8	164.841	1.34682e+08	-nan	0.002
0.001	39	nan	86.4034	-nan	-nan	-nan	nan	7690.49	180170	7375.86	113.254	2.03939e+07	-nan	0.002
0.001	40	nan	75.5762	-nan	-nan	-nan	nan	9360.23	276258	8760.5	127.558	8.67397e+07	-nan	0.002
0.001	41	nan	161.513	-nan	-nan	-nan	nan	8005.13	127343	7158.37	104.967	1.25496e+08	-nan	0.002
0.001	42	nan	90.2815	-nan	-nan	-nan	nan	8197.05	171773	7817.37	123.083	5.90835e+07	-nan	0.002
0.001	43	nan	98.4134	-nan	-nan	-nan	nan	11875.7	297631	11212.6	193.999	1.63131e+08	-nan	0.002
0.001	44	nan	155.116	-nan	-nan	-nan	nan	7832.3	94196.2	7214.97	126.706	5.08389e+07	-nan	0.002
0.001	45	nan	81.9091	-nan	-nan	-nan	nan	9964.96	165291	9588.06	132.634	4.12137e+07	-nan	0.002
0.001	46	nan	274.637	-nan	-nan	-nan	nan	56522.8	3.95977e+06	56166.9	200.821	9.81719e+07	-nan	0.002
0.001	47	nan	93.7313	-nan	-nan	-nan	nan	9779.24	238129	9611.86	119.735	9.8924e+06	-nan	0.002
0.001	48	nan	100.876	-nan	-nan	-nan	nan	24861	410953	22790.9	326.544	8.28393e+08	-nan	0.002
0.001	49	nan	116.095	-nan	-nan	-nan	nan	16570.8	178877	16042.5	196.014	7.64857e+07	-nan	0.002
0.001	50	nan	74.4029	-nan	-nan	-nan	nan	14044.7	392663	13748.5	119.737	1.80319e+07	-nan	0.002
0.001	51	nan	145.654	-nan	-nan	-nan	nan	39000.7	1.96716e+06	38604.9	181.554	7.57161e+08	-nan	0.002
0.001	52	nan	220.603	-nan	-nan	-nan	nan	11487.3	309524	11258.1	125.713	1.05125e+07	-nan	0.002
0.001	53	nan	89.7477	-nan	-nan	-nan	nan	18370.2	472849	18143.7	186.871	8.91955e+06	-nan	0.002
0.001	54	nan	155.913	-nan	-nan	-nan	nan	79145.2	3.05634e+06	60110.2	2492.16	9.38684e+10	-nan	0.002
0.001	55	nan	96.4216	-nan	-nan	-nan	nan	8214.85	72900.6	7995.13	90.1499	1.08894e+07	-nan	0.002
0.001	56	nan	179.15	-nan	-nan	-nan	nan	16390.2	256334	15898	198.043	6.18561e+07	-nan	0.002
0.001	57	nan	215.894	-nan	-nan	-nan	nan	12651.9	188440	12427.1	146.406	1.20672e+07	-nan	0.002
0.001	58	nan	354.157	-nan	-nan	-nan	nan	11346.8	129015	11099.9	126.119	2.03008e+07	-nan	0.002
0.001	59	nan	142.959	-nan	-nan	-nan	nan	64035.5	2.78913e+06	62680.9	640.534	4.39812e+09	-nan	0.002
0.001	60	nan	94.7046	-nan	-nan	-nan	nan	76583.4	3.08036e+06	76011.5	491.039	4.07089e+08	-nan	0.002
0.001	61	nan	90.2371	-nan	-nan	-nan	nan	51066.9	1.06712e+06	50548.2	370.142	6.25554e+08	-nan	0.002
0.001	62	nan	319.729	-nan	-nan	-nan	nan	19114.9	126728	18885	149.261	1.65047e+07	-nan	0.002
0.001	63	nan	182.118	-nan	-nan	-nan	nan	5115.56	66852.4	4974.81	61.9067	2.3024e+06	-nan	0.002
0.001	64	nan	131.166	-nan	-nan	-nan	nan	27431.9	549522	27054.9	251.969	1.87987e+08	-nan	0.002
0.001	65	nan	251.807	-nan	-nan	-nan	nan	19374.6	350531	18495.3	180.054	1.57806e+08	-nan	0.002
0.001	66	nan	84.6034	-nan	-nan	-nan	nan	32319.5	737450	31505.4	353.362	6.48301e+08	-nan	0.002
0.001	67	nan	159.091	-nan	-nan	-nan	nan	28769.3	456030	28346.1	221.915	1.75286e+08	-nan	0.002
0.001	68	nan	87.2289	-nan	-nan	-nan	nan	9381.91	37685.9	9136.05	123.538	7.90584e+06	-nan	0.002
0.001	69	nan	133.979	-nan	-nan	-nan	nan	27985.6	435196	27889.2	151.963	9.26095e+06	-nan	0.002
0.001	70	nan	167.983	-nan	-nan	-nan	nan	18426.9	285364	18283.1	121.31	8.58976e+06	-nan	0.002
0.001	72	nan	172.753	-nan	-nan	-nan	nan	6192.79	61138.9	6142.82	68.227	765893	-nan	0.002
0.001	73	nan	84.2155	-nan	-nan	-nan	nan	72849.5	1.31684e+06	71658.7	708.732	2.08488e+09	-nan	0.002
0.001	74	nan	825.739	-nan	-nan	-nan	nan	22174.8	214253	21838.7	177.646	3.51417e+07	-nan	0.002
0.001	75	nan	95.7166	-nan	-nan	-nan	nan	18570.4	121226	18197.5	162.618	2.39842e+07	-nan	0.002
0.001	76	nan	84.2279	-nan	-nan	-nan	nan	14181.5	114476	13566	271.655	1.11808e+08	-nan	0.002
0.001	77	nan	94.0092	-nan	-nan	-nan	nan	85873.2	1.88533e+06	85627.3	276.976	3.43337e+08	-nan	0.002
0.001	78	nan	105.191	-nan	-nan	-nan	nan	7807.75	48640.1	7696.01	113.268	4.47724e+06	-nan	0.002
0.001	79	nan	147.175	-nan	-nan	-nan	nan	14831.3	264033	14649.6	140.38	3.67912e+07	-nan	0.002
0.001	80	nan	119.118	-nan	-nan	-nan	nan	11276.8	130714	11196.8	127.571	1.63667e+06	-nan	0.002
0.001	81	nan	156.409	-nan	-nan	-nan	nan	10645.8	94423.2	10581.3	92.9071	2.33749e+06	-nan	0.002
0.001	82	nan	336.131	-nan	-nan	-nan	nan	12574.2	94620.4	12436.5	145.513	6.46147e+06	-nan	0.002
0.001	84	nan	132.735	-nan	-nan	-nan	nan	32742.8	277757	32586.2	211.92	2.48664e+07	-nan	0.002
0.001	85	nan	256.995	-nan	-nan	-nan	nan	39814.7	223508	39505.7	280.875	7.3272e+07	-nan	0.002
0.001	87	nan	268.969	-nan	-nan	-nan	nan	31859.3	239031	30681.1	406.831	4.64338e+08	-nan	0.002
0.001	88	nan	119.733	-nan	-nan	-nan	nan	7828.1	27719.3	7627	90.5654	4.15427e+06	-nan	0.002
0.001	89	nan	124.733	-nan	-nan	-nan	nan	13319.6	93402.8	13163.9	119.445	7.00081e+06	-nan	0.002
0.001	90	nan	203.754	-nan	-nan	-nan	nan	14792.3	132558	14633.8	145.883	1.45208e+07	-nan	0.002
0.001	91	nan	101.09	-nan	-nan	-nan	nan	13952.9	128270	13552.5	199.669	8.64821e+07	-nan	0.002
0.001	92	nan	181.535	-nan	-nan	-nan	nan	3306.41	15035.4	3137.84	62.9372	1.41378e+06	-nan	0.002
0.001	93	nan	157.881	-nan	-nan	-nan	nan	8428.56	66622.1	8132.07	99.9121	1.8913e+07	-nan	0.002
0.00108393	10	nan	18.6388	-nan	-nan	-nan	nan	2764.36	35520.5	2607.27	76.5397	1.61105e+06	-nan	4e-06
0.00108393	11	nan	22.7865	-nan	-nan	-nan	nan	11639.7	313856	7560.04	332.008	1.88523e+09	-nan	4e-06
0.00108393	12	nan	93.6239	-nan	-nan	-nan	nan	1401.55	14380.6	954.887	36.3629	6.37121e+06	-nan	4e-06
0.00108393	13	nan	42.4993	-nan	-nan	-nan	nan	2549.31	20791.2	2289.52	50.3364	4.0643e+06	-nan	4e-06
0.00108393	14	nan	28.869	-nan	-nan	-nan	nan	3017.12	65488.6	2615.33	80.1023	2.34656e+07	-nan	4e-06
0.00108393	15	nan	39.9529	-nan	-nan	-nan	nan	10205	429974	9529.51	191.705	5.85651e+07	-nan	4e-06
0.00108393	16	nan	83.1424	-nan	-nan	-nan	nan	1775.21	24862.7	1569.73	36.178	1.76306e+06	-nan	4e-06
0.00108393	17	nan	52.6709	-nan	-nan	-nan	nan	6842.25	169901	5405.13	173.582	2.89536e+08	-nan	4e-06
0.00108393	18	nan	124.985	-nan	-nan	-nan	nan	5206.52	171200	4372.48	87.4387	1.68388e+08	-nan	4e-06
0.00108393	19	nan	70.6643	-nan	-nan	-nan	nan	6335.15	104156	5857.62	113.572	3.09769e+07	-nan	4e-06
0.00108393	20	nan	87.1728	-nan	-nan	-nan	nan	4644.08	130154	4114.33	77.0895	7.10934e+07	-nan	4e-06
0.00108393	21	nan	103.041	-nan	-nan	-nan	nan	4807.27	172137	4281.54	85.3259	1.00579e+08	-nan	4e-06
0.00108393	22	nan	195.714	-nan	-nan	-nan	nan	2280.58	22216.1	2064.06	39.0155	1.83359e+06	-nan	4e-06
0.00108393	23	nan	177.719	-nan	-nan	-nan	nan	2691.13	26766.6	2311.89	54.2981	8.65951e+06	-nan	4e-06
0.00108393	24	nan	71.405	-nan	-nan	-nan	nan	3755.99	48652.6	3305.7	87.0453	1.15509e+07	-nan	4e-06
0.00108393	25	nan	78.9938	-nan	-nan	-nan	nan	4030.83	81759.2	3748.38	73.1935	2.74575e+06	-nan	4e-06
0.00108393	26	nan	136.899	-nan	-nan	-nan	nan	4754.71	78368.8	4371.87	84.0489	1.7504e+07	-nan	4e-06
0.00108393	27	nan	90.5013	-nan	-nan	-nan	nan	6915.92	104279	6625.79	98.53	1.1957e+07	-nan	4e-06
0.00108393	28	nan	103.657	-nan	-nan	-nan	nan	3214.47	23252.6	2902	62.3531	5.43258e+06	-nan	4e-06
0.00108393	29	nan	92.935	-nan	-nan	-nan	nan	8171.97	439587	7810.66	89.3679	2.53248e+07	-nan	4e-06
0.00108393	30	nan	95.6837	-nan	-nan	-nan	nan	10966.4	505093	8916.07	214.748	1.39622e+09	-nan	4e-06
0.00108393	31	nan	111.804	-nan	-nan	-nan	nan	5720.31	93584.7	5310.25	89.526	1.28502e+07	-nan	4e-06
0.00108393	32	nan	89.3588	-nan	-nan	-nan	nan	4442.35	42828.7	3921.38	77.3112	9.16256e+06	-nan	4e-06
0.00108393	33	nan	171.462	-nan	-nan	-nan	nan	405208	3.88922e+07	362567	493.876	3.08594e+12	-nan	4e-06
0.00108393	34	nan	94.872	-nan	-nan	-nan	nan	8623.69	120654	8125.05	113.652	4.08783e+07	-nan	4e-06
0.00108393	35	nan	95.9785	-nan	-nan	-nan	nan	7363.36	221260	6829.04	119.221	8.28508e+07	-nan	4e-06
0.00108393	36	nan	132.142	-nan	-nan	-nan	nan	14459.9	736336	13874	198.541	2.98298e+08	-nan	4e-06
0.00108393	37	nan	169.146	-nan	-nan	-nan	nan	10528.4	177967	9918.36	148.45	3.26711e+07	-nan	4e-06
0.00108393	38	nan	97.5809	-nan	-nan	-nan	nan	107119	9.72675e+06	106645	427.996	4.28984e+08	-nan	4e-06
0.00108393	39	nan	98.8977	-nan	-nan	-nan	nan	10111	136382	9348.69	153.862	7.23382e+07	-nan	4e-06
0.00108393	40	nan	105.898	-nan	-nan	-nan	nan	13574	568945	13005	159.864	2.02059e+08	-nan	4e-06
0.00108393	41	nan	121.721	-nan	-nan	-nan	nan	9322.25	155942	8911.71	146.655	4.96216e+07	-nan	4e-06
0.00108393	42	nan	131.168	-nan	-nan	-nan	nan	6988.61	99877.7	6603.06	87.4846	1.09987e+07	-nan	4e-06
0.00108393	43	nan	80.8297	-nan	-nan	-nan	nan	6648.17	72261.4	6477.89	85.1727	2.50621e+06	-nan	4e-06
0.00108393	44	nan	169.621	-nan	-nan	-nan	nan	5052.79	59110.3	4774.34	82.6576	1.0313e+07	-nan	4e-06
0.00108393	45	nan	213.089	-nan	-nan	-nan	nan	5161.53	47133.6	4885.44	77.1109	5.18954e+06	-nan	4e-06
0.00108393	46	nan	118.397	-nan	-nan	-nan	nan	23561.2	1.10524e+06	22917.4	272.349	7.01017e+08	-nan	4e-06
0.00108393	47	nan	142.213	-nan	-nan	-nan	nan	18131	544456	17662.7	168.97	2.34241e+08	-nan	4e-06
0.00108393	48	nan	196.66	-nan	-nan	-nan	nan	12654.5	254250	10852	213.397	5.55604e+08	-nan	4e-06
0.00108393	49	nan	219.77	-nan	-nan	-nan	nan	22263.5	1.02214e+06	22044.3	136.487	7.27498e+07	-nan	4e-06
0.00108393	50	nan	310.38	-nan	-nan	-nan	nan	17317.1	488534	16916.7	122.18	3.83846e+07	-nan	4e-06
0.00108393	51	nan	451.566	-nan	-nan	-nan	nan	52245.8	1.56103e+06	49916.2	576.406	5.7767e+09	-nan	4e-06
0.00108393	52	nan	103.494	-nan	-nan	-nan	nan	7868.72	58466.2	7688.81	86.4135	3.8108e+06	-nan	4e-06
0.00108393	53	nan	312.282	-nan	-nan	-nan	nan	7938.76	78200.5	7596.34	97.5607	9.53673e+06	-nan	4e-06
0.00108393	54	nan	99.9187	-nan	-nan	-nan	nan	9273.73	126323	8922.44	129.048	4.68896e+07	-nan	4e-06
0.00108393	55	nan	90.1878	-nan	-nan	-nan	nan	17243.6	388685	16883.4	144.055	7.5386e+07	-nan	4e-06
0.00108393	56	nan	171.653	-nan	-nan	-nan	nan	8407.12	104581	8057.33	136.61	3.6849e+07	-nan	4e-06
0.00108393	57	nan	193.601	-nan	-nan	-nan	nan	8980.62	67233.8	8523.14	114.848	2.92271e+07	-nan	4e-06
0.00108393	58	nan	158.946	-nan	-nan	-nan	nan	47933.9	834412	43823.6	985.401	4.52832e+09	-nan	4e-06
0.00108393	59	nan	153.478	-nan	-nan	-nan	nan	15442.5	270573	14990.4	174.637	9.93035e+07	-nan	4e-06
0.00108393	60	nan	300.237	-nan	-nan	-nan	nan	17392.2	138825	17022.2	127.481	2.32077e+07	-nan	4e-06
0.00108393	61	nan	117.798	-nan	-nan	-nan	nan	71202.4	1.67142e+06	70292.5	518.071	5.99341e+08	-nan	4e-06
0.00108393	62	nan	811.216	-nan	-nan	-nan	nan	58624.5	1.00967e+06	58336	547.135	1.0844e+08	-nan	4e-06
0.00108393	63	nan	109.346	-nan	-nan	-nan	nan	50354.1	1.42047e+06	50047.5	221.078	5.76584e+07	-nan	4e-06
0.00108393	64	nan	173.4	-nan	-nan	-nan	nan	11603.4	122292	11316.7	208.497	2.57224e+07	-nan	4e-06
0.00108393	65	nan	131.33	-nan	-nan	-nan	nan	12555.5	135436	12094.9	144.304	6.37583e+07	-nan	4e-06
0.00108393	66	nan	108.227	-nan	-nan	-nan	nan	8634.84	50523.7	8278.13	111.127	1.59847e+07	-nan	4e-06
0.00108393	67	nan	209.259	-nan	-nan	-nan	nan	15118.5	257214	14690.5	183.994	1.00559e+08	-nan	4e-06
0.00108393	68	nan	79.2164	-nan	-nan	-nan	nan	222665	4.40859e+06	212774	3722.1	8.23449e+10	-nan	4e-06
0.00108393	69	nan	140.861	-nan	-nan	-nan	nan	36035	597589	35204.7	466.301	6.79878e+08	-nan	4e-06
0.00108393	70	nan	107.352	-nan	-nan	-nan	nan	85049	2.11072e+06	84590.9	868.979	1.40984e+09	-nan	4e-06
0.00108393	71	nan	228.113	-nan	-nan	-nan	nan	4491.96	33094	4342.24	73.9086	4.83973e+06	-nan	4e-06
0.00108393	72	nan	398.299	-nan	-nan	-nan	nan	24285.6	259278	23840.8	138.114	6.73755e+07	-nan	4e-06
0.00108393	73	nan	106.774	-nan	-nan	-nan	nan	11227.3	86855.8	10101.9	178.937	1.34048e+08	-nan	4e-06
0.00108393	74	nan	416.507	-nan	-nan	-nan	nan	17473.9	76754.6	17346.6	118.996	6.74663e+06	-nan	4e-06
0.00108393	75	nan	93.082	-nan	-nan	-nan	nan	13993.9	127438	13592.1	154.188	3.5356e+07	-nan	4e-06
0.00108393	76	nan	179.671	-nan	-nan	-nan	nan	13794.6	96530.4	13262.4	187.6	6.73471e+07	-nan	4e-06
0.00108393	77	nan	108.26	-nan	-nan	-nan	nan	12914.4	150846	12577.2	151.244	6.46911e+07	-nan	4e-06
0.00108393	78	nan	92.8866	-nan	-nan	-nan	nan	6484.62	29777	6395.45	69.3539	2.5016e+06	-nan	4e-06
0.00108393	79	nan	86.2104	-nan	-nan	-nan	nan	21680.8	93298.5	21515.7	173.18	9.42928e+06	-nan	4e-06
0.00108393	80	nan	195.947	-nan	-nan	-nan	nan	35986.6	382101	35718.6	299.375	5.32532e+07	-nan	4e-06
0.00108393	81	nan	211.173	-nan	-nan	-nan	nan	23853.9	126164	23664.7	173.888	2.29447e+07	-nan	4e-06
0.00108393	83	nan	0	-nan	-nan	-nan	nan	8126.72	50560.9	7567.94	152.683	1.50618e+07	-nan	4e-06
0.00108393	84	nan	145.728	-nan	-nan	-nan	nan	33152.6	406772	32950.6	216.898	8.81239e+07	-nan	4e-06
0.00108393	85	nan	172.756	-nan	-nan	-nan	nan	7313.21	38801	7200.88	79.6535	1.65212e+06	-nan	4e-06
0.00108393	86	nan	225.92	-nan	-nan	-nan	nan	4470.46	28402.6	4382.11	56.7678	855658	-nan	4e-06
0.00108393	89	nan	91.3062	-nan	-nan	-nan	nan	10108.2	81623.1	9887.12	88.3168	2.0239e+06	-nan	4e-06
0.00108393	90	nan	101.418	-nan	-nan	-nan	nan	15775.1	123802	15592.3	85.2016	2.61166e+06	-nan	4e-06
0.00108393	91	nan	241.036	-nan	-nan	-nan	nan	8726.42	57187	8609.46	79.0765	2.09154e+06	-nan	4e-06
0.00108393	93	nan	106.89	-nan	-nan	-nan	nan	30055.4	342733	29983.2	211.211	2.16678e+06	-nan	4e-06
0.0011749	9	nan	20.8329	-nan	-nan	-nan	nan	1305.76	10621.3	1085.85	40.007	2.02087e+06	-nan	8e-09
0.0011749	10	nan	79.8443	-nan	-nan	-nan	nan	773.178	4421.89	653.175	16.6964	447210	-nan	8e-09
0.0011749	11	nan	25.0976	-nan	-nan	-nan	nan	3658.9	69908.8	3081.09	118.288	3.25913e+07	-nan	8e-09
0.0011749	12	nan	33.2387	-nan	-nan	-nan	nan	2500.65	34113.3	2104.98	57.8894	1.74861e+07	-nan	8e-09
0.0011749	13	nan	37.6058	-nan	-nan	-nan	nan	1280.12	12058.2	1109.46	50.3491	684654	-nan	8e-09
0.0011749	14	nan	34.0189	-nan	-nan	-nan	nan	3306.14	50039.2	2942.73	59.3453	9.41262e+06	-nan	8e-09
0.0011749	15	nan	33.1882	-nan	-nan	-nan	nan	6611.21	268351	6295.55	121.358	9.11871e+07	-nan	8e-09
0.0011749	16	nan	69.7012	-nan	-nan	-nan	nan	3129.77	52947.2	2587.53	66.0756	1.92027e+07	-nan	8e-09
0.0011749	17	nan	62.5641	-nan	-nan	-nan	nan	2107.71	33151.6	1855.88	40.0067	5.75939e+06	-nan	8e-09
0.0011749	18	nan	44.1783	-nan	-nan	-nan	nan	3175.46	35833.8	2584.04	81.6505	1.85056e+07	-nan	8e-09
0.0011749	19	nan	49.7564	-nan	-nan	-nan	nan	6412.57	318591	4621.85	162.947	8.49895e+08	-nan	8e-09
0.0011749	20	nan	50.7346	-nan	-nan	-nan	nan	5519.14	101844	4948.08	115.289	5.4795e+07	-nan	8e-09
0.0011749	21	nan	84.6698	-nan	-nan	-nan	nan	25346.6	1.71156e+06	21987.8	247.477	9.72978e+09	-nan	8e-09
0.0011749	22	nan	68.9669	-nan	-nan	-nan	nan	5394.51	112480	4756.25	99.9586	6.88309e+07	-nan	8e-09
0.0011749	23	nan	81.1149	-nan	-nan	-nan	nan	7929.87	464831	7315.44	188.961	2.37153e+08	-nan	8e-09
0.0011749	24	nan	88.8866	-nan	-nan	-nan	nan	8431.54	370190	8015.62	191.716	5.19248e+07	-nan	8e-09
0.0011749	25	nan	131.164	-nan	-nan	-nan	nan	6906.22	272145	5454.23	97.0743	4.36275e+08	-nan	8e-09
0.0011749	26	nan	130.25	-nan	-nan	-nan	nan	5674.55	266386	5374.83	97.7226	4.32949e+07	-nan	8e-09
0.0011749	27	nan	67.6291	-nan	-nan	-nan	nan	4549.25	81962.7	4117.48	85.1221	2.19471e+07	-nan	8e-09
0.0011749	28	nan	328.832	-nan	-nan	-nan	nan	5745.91	116433	5351.24	94.5592	1.07983e+07	-nan	8e-09
0.0011749	29	nan	204.411	-nan	-nan	-nan	nan	6592.74	239199	6140.69	96.3441	2.7849e+07	-nan	8e-09
0.0011749	30	nan	124.069	-nan	-nan	-nan	nan	3806.92	48260.7	3448.28	97.386	8.43176e+06	-nan	8e-09
0.0011749	31	nan	95.0987	-nan	-nan	-nan	nan	12821.9	234329	11565.8	210.268	2.52778e+08	-nan	8e-09
0.0011749	32	nan	194.817	-nan	-nan	-nan	nan	13171.4	638311	12741.6	133.752	3.98653e+07	-nan	8e-09
0.0011749	33	nan	235.716	-nan	-nan	-nan	nan	15960	1.0285e+06	15412.3	138.708	3.88897e+07	-nan	8e-09
0.0011749	34	nan	220.839	-nan	-nan	-nan	nan	1.36561e+06	1.3204e+08	1.35193e+06	3089.03	3.49879e+12	-nan	8e-09
0.0011749	35	nan	48.6349	-nan	-nan	-nan	nan	46482.1	3.59537e+06	44516.5	619.332	8.89528e+09	-nan	8e-09
0.0011749	36	nan	170.217	-nan	-nan	-nan	nan	6487.2	156263	6066.44	82.725	2.91911e+07	-nan	8e-09
0.0011749	37	nan	88.0143	-nan	-nan	-nan	nan	7904.73	167584	7615.85	116.982	1.68306e+07	-nan	8e-09
0.0011749	38	nan	115.168	-nan	-nan	-nan	nan	16517.7	377838	16016.3	229.305	1.49315e+08	-nan	8e-09
0.0011749	39	nan	107.061	-nan	-nan	-nan	nan	8432.73	177268	7626.72	107.155	1.07359e+08	-nan	8e-09
0.0011749	40	nan	175.213	-nan	-nan	-nan	nan	11367.6	231473	10932.9	154.562	5.52865e+07	-nan	8e-09
0.0011749	41	nan	116.753	-nan	-nan	-nan	nan	7047.35	79909	6660.5	103.104	2.46403e+07	-nan	8e-09
0.0011749	42	nan	101.225	-nan	-nan	-nan	nan	23665.1	1.37818e+06	23175.8	414.699	3.37734e+07	-nan	8e-09
0.0011749	43	nan	78.0736	-nan	-nan	-nan	nan	34768.6	1.32604e+06	29428.6	694.708	1.02228e+10	-nan	8e-09
0.0011749	44	nan	370.416	-nan	-nan	-nan	nan	10144.8	295817	9793.77	108.264	8.18227e+07	-nan	8e-09
0.0011749	45	nan	143.329	-nan	-nan	-nan	nan	11940.2	164871	11622.5	134.852	1.30569e+07	-nan	8e-09
0.0011749	46	nan	160.633	-nan	-nan	-nan	nan	6348.37	81373.1	6242.6	76.6037	2.02392e+06	-nan	8e-09
0.0011749	47	nan	91.495	-nan	-nan	-nan	nan	277491	1.84466e+07	269629	3988.25	2.78467e+11	-nan	8e-09
0.0011749	48	nan	438.321	-nan	-nan	-nan	nan	9852.32	128698	9315.08	117.888	3.59056e+07	-nan	8e-09
0.0011749	49	nan	79.1485	-nan	-nan	-nan	nan	9559.21	141588	9167.8	117.755	5.17306e+07	-nan	8e-09
0.0011749	50	nan	166.02	-nan	-nan	-nan	nan	9614.8	136618	9230.08	133.837	5.94975e+07	-nan	8e-09
0.0011749	51	nan	178.161	-nan	-nan	-nan	nan	9840.06	135458	9514.5	123.782	2.68407e+07	-nan	8e-09
0.0011749	52	nan	124.345	-nan	-nan	-nan	nan	24675.3	633707	23823.6	245.351	6.94892e+08	-nan	8e-09
0.0011749	53	nan	115.063	-nan	-nan	-nan	nan	15868.4	215421	15137.9	213.722	1.39151e+08	-nan	8e-09
0.0011749	54	nan	102.638	-nan	-nan	-nan	nan	12359.5	191846	11960	139.721	3.37686e+07	-nan	8e-09
0.0011749	55	nan	108.181	-nan	-nan	-nan	nan	36619.3	913358	34484.5	528.936	3.38552e+09	-nan	8e-09
0.0011749	56	nan	354.752	-nan	-nan	-nan	nan	73187.6	1.95326e+06	72888.2	237.017	5.44684e+07	-nan	8e-09
0.0011749	57	nan	301.745	-nan	-nan	-nan	nan	14363.1	162828	13991.3	170.08	8.00435e+07	-nan	8e-09
0.0011749	58	nan	213.432	-nan	-nan	-nan	nan	8228.27	90963.1	8009.06	75.6579	7.93536e+06	-nan	8e-09
