FocalLength	QRloss	IACloss
10	0.291672	0.486926
11	0.294405	0.399975
12	0.285809	0.430419
13	0.302089	0.382461
14	0.249765	0.338656
15	0.170098	0.271258
16	0.197767	0.244706
17	0.118959	0.215404
18	0.112951	0.184187
19	0.124404	0.276407
20	0.158947	0.227238
21	0.113805	0.183751
22	0.153972	0.209635
23	0.0656164	0.149387
24	0.129476	0.1585
25	0.082674	0.130894
26	0.150858	0.201121
27	0.0806723	0.122144
28	0.144272	0.0969676
29	0.0730709	0.10098
30	0.0674755	0.0922478
31	0.103292	0.120798
32	0.033231	0.0757762
33	0.0475936	0.0802907
34	0.0432409	0.0771771
35	0.0574583	0.0655809
36	0.0634976	0.0847233
37	0.054468	0.0808483
38	0.0522952	0.0640094
39	0.0379483	0.061119
40	0.043311	0.0595215
41	0.0370741	0.0576198
42	0.0288944	0.0470561
43	0.0537004	0.0741571
44	0.0735046	0.0902074
45	0.0383181	0.0445132
46	0.0479188	0.0525632
47	0.0906635	0.105801
48	0.0368117	0.0498528
49	0.0354048	0.0478051
50	0.0288356	0.0374921
51	0.0440447	0.0544046
52	0.0378454	0.053633
53	0.0400462	0.0480043
54	0.0355537	0.0506846
55	0.0232686	0.032619
56	0.0515458	0.0584844
57	0.0208169	0.0381503
58	0.0337659	0.042039
59	0.0153923	0.0263704
60	0.0215872	0.026144
61	0.0190254	0.0260143
62	0.0187527	0.0261939
63	0.0221784	0.0300285
64	0.0163908	0.0238878
65	0.0279861	0.0213646
66	0.0133665	0.0263589
67	0.0239599	0.0373319
68	0.0144499	0.019673
69	0.0180264	0.0247039
70	0.0121205	0.02125
71	0.02799	0.0314116
72	0.0106757	0.0162209
73	0.0134878	0.0195549
74	0.00941367	0.0318464
75	0.0106408	0.0197667
76	0.0150976	0.0215901
77	0.0193192	0.016464
78	0.013259	0.0228319
79	0.016447	0.0195258
80	0.00635401	0.0134051
81	0.00763249	0.0148416
82	0.0292865	0.0296249
83	0.00647492	0.0150275
84	0.00462653	0.0120311
85	0.00854032	0.019644
86	0.00638731	0.0128545
87	0.010072	0.0163934
88	0.00785094	0.0141525
89	0.0212266	0.0264213
90	0.00836521	0.0124329
91	0.00648905	0.0106545
92	0.00826608	0.0149198
93	0.00955021	0.0139597
94	0.01102	0.0172838
95	0.0111323	0.0157849
96	0.0118914	0.0166992
97	0.00788717	0.0100125
98	0.00725354	0.0122466
99	0.0116661	0.0152739
100	0.00506526	0.0126391
101	0.0072209	0.0107966
102	0.00930671	0.0135677
103	0.00755655	0.0105651
104	0.00741524	0.010783
105	0.00770493	0.0105293
106	0.00986973	0.0135308
107	0.00690519	0.011392
108	0.00798626	0.0149158
109	0.00871355	0.0114515
110	0.00485685	0.00844354
111	0.00788297	0.01292
112	0.00529657	0.00792142
113	0.0071744	0.0114152
114	0.00556286	0.00942877
115	0.00850771	0.0116845
116	0.00780837	0.0114208
117	0.00636622	0.00799683
118	0.00363863	0.00707714
119	0.0164276	0.0191234
120	0.0039767	0.00897951
121	0.00820209	0.00828281
122	0.0092659	0.0127516
123	0.00639005	0.00793174
124	0.0155373	0.0192263
125	0.00583676	0.00784969
126	0.00428702	0.00752707
127	0.00503311	0.00802963
128	0.00602589	0.0108097
129	0.00456182	0.00850162
130	0.00828287	0.0164855
131	0.00349938	0.00534852
132	0.00192169	0.00746213
