FocalLength	QR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	IAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost
36	0.174968	0.122188	0.0904815	0.128683	0.0322086	0.0218055	0.0202865	0.00040737
37	0.145948	0.0908021	0.0797133	0.252954	0.029438	0.0190401	0.0191136	0.000155635
38	0.111575	0.0734434	0.0498577	0.160247	0.0348369	0.0247612	0.0207308	0.00028996
39	0.148608	0.0865726	0.0858247	0.166049	0.0306813	0.0215859	0.0182072	0.000169012
40	0.224734	0.126395	0.153023	0.903239	0.0371445	0.0273247	0.0210626	0.000422033
41	0.120934	0.0740061	0.0692749	0.120719	0.0336576	0.0223436	0.0219652	0.000371045
42	0.205925	0.128115	0.105687	0.638706	0.0288492	0.0196205	0.0183055	9.42204e-05
43	0.102439	0.0664043	0.0596236	0.0153714	0.0306487	0.0225784	0.0171615	0.000167102
44	0.224403	0.162298	0.103883	0.20471	0.0352188	0.024692	0.0214156	0.000352194
45	0.109715	0.0604293	0.0701098	0.050482	0.03213	0.0211779	0.0211513	0.000229208
46	0.249044	0.18592	0.133218	0.152401	0.0387605	0.0298068	0.0205423	0.000385194
47	0.160274	0.104787	0.0814235	0.206317	0.0405647	0.0288938	0.0250844	9.8419e-05
48	0.186609	0.123741	0.108969	0.0748512	0.0424311	0.028247	0.0279443	0.000413158
49	0.237414	0.141243	0.167931	0.0725895	0.0333122	0.0232034	0.0209243	4.45349e-05
50	0.129598	0.0790675	0.0761807	0.0570507	0.0421789	0.0325983	0.0224297	0.000119937
51	0.140641	0.0915735	0.0737879	0.132263	0.0278458	0.018473	0.0178787	0.000323415
52	0.390757	0.338614	0.120563	0.0143679	0.0355498	0.025219	0.0216828	7.00932e-05
53	0.0772203	0.0459415	0.0454461	0.0111759	0.0331782	0.0231353	0.0213578	5.41738e-05
54	0.269006	0.159615	0.171378	0.233034	0.0564835	0.0415619	0.0337289	0.000163147
55	0.169372	0.104416	0.09899	0.11405	0.0505826	0.0375593	0.0289564	0.000140334
56	0.289373	0.158007	0.175274	1.12179	0.0460124	0.0357697	0.0242087	0.000154901
57	0.179919	0.105799	0.100921	0.659021	0.0524695	0.0390783	0.0301324	0.000361167
58	0.21251	0.135119	0.117923	0.251298	0.0481314	0.038241	0.0235127	0.000128498
59	0.167487	0.0880922	0.112469	0.0597004	0.046166	0.0327536	0.0274617	0.00013679
60	0.220329	0.157058	0.111938	0.0999362	0.030662	0.0223932	0.0183565	1.31699e-05
61	0.290218	0.160658	0.167274	1.89444	0.06467	0.0493825	0.0340925	0.000212469
62	0.113486	0.0672705	0.0678665	0.0524848	0.0290397	0.0207668	0.017908	5.35549e-06
63	0.145325	0.085668	0.0715478	0.260334	0.0351857	0.0215304	0.023888	3.68818e-05
64	0.256091	0.14213	0.157335	0.880229	0.0381725	0.0277323	0.0229827	1.76354e-05
65	0.232534	0.150368	0.107626	0.299419	0.0467342	0.0341861	0.027739	0.000258249
66	0.107604	0.069878	0.0631953	0.00686475	0.041934	0.0301264	0.0261395	2.49844e-05
67	0.163614	0.102288	0.0961421	0.090846	0.0494921	0.0380612	0.0261622	5.21675e-05
68	0.201561	0.10185	0.138607	0.291988	0.0397335	0.028545	0.0236937	9.84435e-06
69	0.0885096	0.058011	0.0461885	0.0365061	0.036761	0.0247243	0.0235757	1.70834e-05
70	0.1395	0.093918	0.0811444	0.00731693	0.0446463	0.0322362	0.0272583	1.01957e-05
71	0.171298	0.0915973	0.11241	0.15666	0.0408267	0.0287989	0.0252347	3.16317e-05
72	0.155586	0.101889	0.0927031	0.0208503	0.0807306	0.0623456	0.0460796	1.7365e-05
73	0.183008	0.104545	0.126282	0.0232355	0.0411378	0.0289263	0.0252596	6.27304e-06
74	0.248245	0.153003	0.154119	0.0900414	0.081341	0.0630516	0.0429741	5.73662e-05
75	0.937678	0.641251	0.607455	5.65374	0.0378966	0.026079	0.0242046	8.4664e-06
76	0.121497	0.0741416	0.070611	0.0312926	0.0503301	0.0406074	0.0268439	2.42306e-05
77	0.197906	0.139541	0.0814116	0.198738	0.0645685	0.0532061	0.0297857	2.67895e-05
78	0.208949	0.112333	0.109496	0.4667	0.0458449	0.0344322	0.0267145	1.28103e-05
79	0.130093	0.0842396	0.0674995	0.0524487	0.0491515	0.0356033	0.0306423	7.78131e-06
80	0.113976	0.0697981	0.0641117	0.0712277	0.0357351	0.0270178	0.0204081	7.40933e-06
81	0.293901	0.151736	0.178229	0.731019	0.0348385	0.0248956	0.0211993	3.53167e-06
82	0.128612	0.0900022	0.0573603	0.0296197	0.0355878	0.0248181	0.0223686	1.85363e-06
83	0.276582	0.199474	0.168669	0.0371381	0.0369027	0.0271889	0.0211263	1.49824e-06
84	0.160687	0.0949231	0.0928959	0.0579354	0.0510328	0.0315981	0.0335764	1.84596e-06
85	0.0917566	0.0564318	0.0587195	0.00264673	0.0346892	0.0242352	0.0211609	1.93035e-06
86	0.189451	0.0884658	0.131116	0.197586	0.051561	0.0386177	0.02893	7.65575e-06
87	0.237331	0.142781	0.137524	0.26144	0.0710046	0.055218	0.0388268	0.000356985
88	0.128545	0.0812486	0.0740552	0.0406099	0.0485254	0.0359435	0.0278082	7.32007e-07
89	0.320664	0.170446	0.193811	0.486283	0.0732303	0.0345404	0.0565768	1.00743e-05
90	0.253644	0.13376	0.135189	0.454371	0.0829558	0.0693301	0.0410621	3.11239e-05
91	0.142479	0.0999645	0.0607006	0.0503714	0.0434499	0.0299812	0.0265287	6.6931e-05
92	0.641108	0.342619	0.389984	4.31439	0.0896351	0.0555184	0.064277	2.31936e-05
93	0.114473	0.0667946	0.0750677	0.00784551	0.0447635	0.0342822	0.0247378	1.5989e-06
94	0.439666	0.230311	0.278	1.74309	0.0549109	0.0385735	0.0335496	2.24846e-05
95	0.451412	0.362539	0.223797	0.0351428	0.0570431	0.0412809	0.0319743	7.63994e-06
96	0.192405	0.129708	0.0997992	0.0485837	0.0726558	0.0594603	0.0309526	6.02088e-07
97	0.339986	0.258898	0.193565	0.049787	0.045507	0.0324271	0.0281814	3.59589e-07
98	0.113192	0.069728	0.0707686	0.0114474	0.0488429	0.0386257	0.024964	1.32187e-06
99	0.328451	0.221182	0.205544	0.0494861	0.0405681	0.0301606	0.0229225	8.66393e-07
100	0.100314	0.0632878	0.0599036	0.00311702	0.0498709	0.0353477	0.0306356	2.26382e-06
101	0.380125	0.205524	0.257212	0.645239	0.0684403	0.0545811	0.0348358	1.18984e-06
102	0.194494	0.108057	0.106684	0.203116	0.0564829	0.0433419	0.0303872	1.42137e-06
103	0.161043	0.106654	0.0974333	0.00987015	0.0722684	0.0546386	0.0412302	5.44741e-06
104	0.303964	0.194794	0.170072	0.119636	0.0663055	0.0489222	0.0378679	1.46836e-06
105	0.183488	0.127074	0.106303	0.0127662	0.0834365	0.0665078	0.0422603	2.78751e-06
106	0.993506	0.46784	0.745116	9.91174	0.0661634	0.0500358	0.0356179	9.60304e-06
107	0.961351	0.579085	0.602026	2.64791	0.101025	0.0809735	0.0494132	1.53368e-06
108	0.204863	0.147483	0.0931368	0.0530591	0.0636854	0.0524133	0.0303219	1.13796e-07
109	0.162563	0.115947	0.0835013	0.0141059	0.0695792	0.0606934	0.0279185	6.07446e-07
110	0.222811	0.107438	0.131323	0.390553	0.060772	0.0472022	0.03193	6.79292e-07
111	0.328506	0.164269	0.239534	0.0722206	0.059956	0.0486053	0.0306171	1.27573e-07
112	0.233123	0.146349	0.146793	0.0501442	0.0908852	0.0739427	0.0431798	8.85808e-07
113	0.152219	0.102942	0.0882564	0.0133647	0.0500107	0.0398064	0.0260664	4.18682e-07
114	0.220477	0.128777	0.125472	0.026188	0.0776643	0.0643108	0.0380328	3.59104e-07
115	0.634199	0.402693	0.435194	0.0997077	0.116274	0.0879375	0.0666763	1.8142e-06
116	0.349956	0.193394	0.210464	0.226739	0.134944	0.096359	0.0836694	1.03167e-05
117	0.770496	0.497044	0.293335	9.30048	0.161747	0.121543	0.0997717	6.56401e-06
118	0.20462	0.154604	0.0922035	0.0382339	0.0965618	0.0635902	0.0622735	9.42838e-07
119	1.32673	0.550804	1.09499	4.20536	0.125146	0.0919969	0.0648786	2.09103e-07
120	0.272549	0.174493	0.136709	0.28794	0.0741406	0.056575	0.0399912	5.71948e-07
121	0.221328	0.149049	0.117849	0.0174642	0.10579	0.0951007	0.037619	1.96244e-07
122	0.274805	0.168607	0.168325	0.0329189	0.174653	0.108906	0.110512	2.85113e-05
123	0.589876	0.399756	0.18962	5.30019	0.0925902	0.0819749	0.0331498	2.36954e-07
124	0.480131	0.309866	0.316423	0.134798	0.159301	0.133053	0.0698496	2.95613e-06
125	0.766746	0.530695	0.464881	1.06562	0.166145	0.151551	0.0578216	1.88493e-06
126	1.31293	0.482031	1.02958	7.90078	0.118335	0.101791	0.0502019	2.06409e-07
127	0.512813	0.257676	0.399501	0.0843127	0.0921508	0.0757942	0.0419918	2.32693e-07
128	0.409734	0.238894	0.281578	0.0521583	0.11135	0.0989154	0.0434928	3.17253e-07
129	0.259209	0.143359	0.165719	0.0263251	0.0993273	0.0842433	0.0411543	9.37826e-08
130	0.33773	0.223607	0.178089	0.157897	0.160945	0.143768	0.0548897	2.83769e-07
131	0.280194	0.145098	0.175205	0.118627	0.128624	0.110704	0.0533151	4.16238e-07
132	0.43868	0.246242	0.331049	0.0074736	0.133179	0.103586	0.0667443	7.72851e-07
133	0.297695	0.217519	0.141881	0.0697465	0.141792	0.122927	0.0567054	8.70035e-07
134	0.257961	0.185843	0.114807	0.0285403	0.171358	0.143951	0.0659025	4.12071e-07
135	0.166921	0.111218	0.0984612	0.00716446	0.0873157	0.0753689	0.0371152	5.74764e-08
136	0.495785	0.326136	0.309512	0.116205	0.165078	0.12999	0.0832841	2.32018e-06
137	0.265946	0.146302	0.182774	0.0284317	0.117096	0.0992375	0.0435106	1.28386e-07
138	0.890971	0.440373	0.55987	2.21785	0.170121	0.151216	0.0592184	5.09943e-07
139	0.266298	0.184704	0.122267	0.0623853	0.133711	0.10357	0.0700132	1.00975e-06
140	0.193451	0.151171	0.0815405	0.00861166	0.12171	0.106812	0.0449057	5.3593e-08
141	1.64876	0.728568	0.878819	25.6844	0.172205	0.14413	0.070106	7.29072e-08
142	0.23697	0.160225	0.122388	0.0213614	0.174206	0.125711	0.0877215	6.33059e-07
143	0.351897	0.266853	0.152347	0.0206921	0.112818	0.0937901	0.0475864	2.52929e-07
144	0.278477	0.201935	0.151801	0.0136898	0.116823	0.0967728	0.0570823	1.04643e-07
145	1.23119	0.733346	0.474741	5.21088	0.260879	0.238712	0.0688316	1.21011e-07
146	0.26223	0.162161	0.153934	0.0267616	0.0891583	0.0684693	0.0478249	7.64573e-08
147	0.365543	0.279504	0.181569	0.0503726	0.200533	0.182337	0.0557751	2.31276e-07
148	0.478399	0.337054	0.272468	0.0494439	0.18494	0.16455	0.0657697	4.55984e-07
149	0.365742	0.222819	0.267588	0.0167401	0.12051	0.0923778	0.0591067	1.03658e-07
150	0.658118	0.433902	0.250297	1.00108	0.229061	0.201884	0.0860119	1.27125e-07
151	0.772109	0.550665	0.249104	2.25817	0.153493	0.13123	0.0668695	1.564e-07
153	0.26039	0.194599	0.13045	0.00829831	0.199888	0.183509	0.0631697	5.03592e-08
155	0.353897	0.276966	0.158128	0.0266907	0.136115	0.0961517	0.0708627	1.32852e-07
157	6.02927	5.34964	1.9855	1.34777	0.213461	0.195864	0.0652219	1.9022e-07
158	5.06795	4.86835	1.18543	0.0437756	0.233407	0.214991	0.0692711	7.59366e-08
159	0.25042	0.175102	0.135471	0.0111216	0.181097	0.164955	0.0624318	1.00264e-07
160	0.842886	0.62276	0.503098	0.0554783	0.176005	0.155703	0.070467	5.01273e-08
161	0.703995	0.406453	0.404315	0.210123	0.28183	0.258319	0.090351	1.43687e-07
168	0.754535	0.567308	0.435446	0.0456475	0.321082	0.289853	0.119713	1.35555e-07
