FocalLength	QR_Kcost	maxQR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	maxIAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost
56	0.0368298	1.77614	0.0225986	0.0247699	0.000200432	2.77479e-16	0.0352324	1.71901	0.0224371	0.0242134	3.67596e-05	0.00032768
57	0.0334315	0.900346	0.0232449	0.0191784	0.000165879	2.83498e-16	0.0307279	0.887036	0.0225755	0.0177606	3.81475e-05	0.000335887
58	0.0515535	9.60788	0.0331959	0.0351618	0.00165363	2.71638e-16	0.0463096	8.61853	0.0316496	0.0311556	7.86178e-05	0.000423542
59	0.0296113	0.886902	0.0193501	0.0179877	0.000423017	2.83098e-16	0.0278455	1.57611	0.0193018	0.0179846	1.22767e-05	0.00036084
60	0.0352653	0.75915	0.0218738	0.0224405	0.00048093	2.82535e-16	0.0327451	0.782338	0.0221018	0.0208193	0.000169359	0.000349037
61	0.073184	9.5002	0.041984	0.0512552	0.00611263	2.82487e-16	0.0527493	3.27325	0.038875	0.0300263	7.68684e-05	0.000930433
62	0.0393899	1.07251	0.0253635	0.0240813	0.000957122	2.74091e-16	0.0355658	1.08493	0.02343	0.023318	9.57509e-05	0.000407687
63	0.0526171	5.64895	0.0306773	0.0359107	0.00544672	2.86961e-16	0.0376525	1.92711	0.0246133	0.0251297	8.32003e-05	0.000713394
64	0.0335756	1.53181	0.0233782	0.019408	0.000231242	2.94167e-16	0.0314936	1.61242	0.0235144	0.0180822	1.30823e-05	0.000286428
65	0.0371898	1.76421	0.02179	0.0236221	0.00222397	2.79719e-16	0.030538	0.773195	0.0216166	0.0187656	1.82602e-05	0.000390233
66	0.0340137	0.695293	0.0230784	0.0207894	0.000217992	2.80276e-16	0.0311735	0.61569	0.0225292	0.0187056	2.21258e-05	0.000276994
67	0.0826163	13.2168	0.0592833	0.0495476	0.00229457	2.85397e-16	0.0777548	12.9586	0.0594549	0.0452793	0.000705004	0.000400552
68	0.0410349	3.49731	0.0277596	0.0260415	9.68929e-05	2.77592e-16	0.0400215	3.74618	0.027781	0.0258843	7.64716e-06	0.000268514
69	0.0475929	1.8528	0.0301129	0.032282	0.000295117	2.85546e-16	0.0465324	1.87931	0.032396	0.0302371	0.000105441	0.00032555
70	0.039503	0.794242	0.0240482	0.0267769	0.00056722	2.76586e-16	0.0351296	0.80939	0.0227457	0.0243374	4.89542e-05	0.000359711
71	0.0367568	0.567643	0.0257245	0.0203063	0.000308823	2.90208e-16	0.0326454	0.568561	0.0244363	0.018459	9.87842e-06	0.000299629
72	0.029384	0.321428	0.0183576	0.019452	0.000143198	2.88086e-16	0.0252115	0.267248	0.0173577	0.0161176	5.11435e-06	0.000263257
73	0.107878	17.0128	0.0752842	0.0677071	0.0749081	2.75986e-16	0.0857889	11.7165	0.0695492	0.0405719	2.27886e-05	0.000852788
74	0.0339549	0.49842	0.0236167	0.0198369	0.000105016	2.81709e-16	0.0312688	0.477513	0.0230591	0.0183027	2.45137e-06	0.000264694
75	0.0345623	0.873915	0.021611	0.0226183	0.000519695	2.8137e-16	0.0295683	0.700411	0.0203875	0.0191166	1.32871e-05	0.000265702
76	0.0485507	1.6877	0.0342381	0.0272161	0.000394301	2.87588e-16	0.0461708	1.84587	0.0352837	0.0255202	5.25341e-06	0.000330816
77	0.0480432	1.03899	0.0312776	0.031686	0.000628083	2.80668e-16	0.0434548	0.837522	0.030809	0.0277961	8.2049e-05	0.000312988
78	0.0659723	5.28237	0.0499073	0.0339789	0.00569026	2.90303e-16	0.0429775	1.14864	0.0308888	0.0261827	1.08219e-05	0.000772006
79	0.0519183	2.05729	0.0352433	0.0327606	0.000624111	2.99757e-16	0.0450934	1.72968	0.0336824	0.0260094	1.45288e-05	0.000344617
80	0.0736069	10.065	0.0516586	0.0457742	0.00283173	2.79198e-16	0.0605867	8.01413	0.0483359	0.0337143	9.34134e-06	0.000601668
81	0.0367039	0.284122	0.0239841	0.0219547	0.000273631	2.8728e-16	0.0332403	0.273049	0.0242021	0.0198348	5.92916e-06	0.000281977
82	0.0375867	0.488338	0.0249993	0.0226807	0.000293804	2.86357e-16	0.0329763	0.474228	0.0231093	0.020588	3.79514e-06	0.000276131
83	0.0692875	2.86382	0.0426644	0.0462019	0.0052287	2.86872e-16	0.0571593	2.14718	0.0396485	0.0371172	8.72599e-05	0.000511897
84	0.0422525	0.799687	0.0278113	0.0263166	0.00020759	2.72891e-16	0.0357263	0.597506	0.0259419	0.0220668	3.05846e-06	0.000320123
85	0.0472898	2.71869	0.0238687	0.0323554	0.0164111	2.77843e-16	0.0412928	2.29741	0.0246998	0.0299401	2.72226e-06	0.000399471
86	0.0406213	0.571096	0.027559	0.0228809	0.000313642	2.75637e-16	0.0368409	0.760882	0.028273	0.0194612	1.30398e-06	0.000301354
87	0.0593914	1.73929	0.0428063	0.033922	0.000254953	2.65468e-16	0.0537319	1.50616	0.0431612	0.0259427	1.3221e-05	0.0003878
88	0.0698177	4.26273	0.0459136	0.0457215	0.00239199	2.85777e-16	0.0647382	4.43899	0.0460676	0.0428257	0.000169398	0.000408481
89	0.0357059	0.304012	0.022509	0.0233868	0.00023671	2.8274e-16	0.0321625	0.384715	0.0227772	0.020339	5.17346e-07	0.000273643
90	0.0435593	0.456734	0.028229	0.0245685	0.00133595	2.87381e-16	0.0386388	0.431401	0.028702	0.0220228	1.45062e-06	0.000325242
91	0.0346208	0.267149	0.0252755	0.0189274	0.000144353	2.67085e-16	0.034308	0.249843	0.026511	0.0182029	1.06507e-06	0.000196655
92	0.0380353	0.424736	0.0266955	0.0210717	0.000155484	2.82878e-16	0.0361364	0.427497	0.0271182	0.0199621	1.46958e-06	0.000240052
93	0.0533992	1.54005	0.0421874	0.0253746	0.000439492	2.96216e-16	0.0466088	0.879645	0.0383006	0.0213274	2.05619e-05	0.000319433
94	0.0541172	1.28937	0.0352402	0.0348136	0.00145342	2.73937e-16	0.045284	0.700198	0.0350327	0.0248926	4.97984e-06	0.00037694
95	0.082708	5.27466	0.0647367	0.0418422	0.000837948	2.80425e-16	0.0801975	5.36745	0.0656918	0.0386395	4.4559e-06	0.000298195
96	0.0683995	1.42694	0.0458664	0.0422575	0.00208907	2.81707e-16	0.0637827	1.46872	0.0433612	0.0410065	1.28693e-06	0.000362782
97	0.0530031	1.94251	0.0388122	0.0303096	0.000976623	2.60044e-16	0.0461648	1.70823	0.0381315	0.0223603	6.65688e-07	0.000302499
98	0.0728598	2.10803	0.0552813	0.0389579	0.000612259	2.83233e-16	0.0646564	2.10669	0.0525691	0.0336001	2.48697e-06	0.000289529
99	0.0536015	0.563208	0.0347048	0.0309036	0.00110803	2.8264e-16	0.0497612	0.596823	0.035459	0.030229	1.34397e-06	0.000331987
100	0.0432479	0.349792	0.0307432	0.0237155	0.000133801	2.91292e-16	0.0403334	0.382538	0.0313144	0.021061	1.42701e-06	0.000219583
101	0.0546683	0.6607	0.0346827	0.033654	0.00036081	2.68485e-16	0.0522438	0.781433	0.034884	0.0320428	7.18404e-06	0.000301499
102	0.0556507	0.828438	0.0349619	0.0356141	0.000786516	2.76881e-16	0.0473015	0.567057	0.0346661	0.028879	1.26721e-06	0.000323413
103	0.0509531	0.279135	0.0375545	0.0280542	0.000237364	2.70229e-16	0.0484619	0.28432	0.0377359	0.0255065	1.48327e-06	0.000257889
104	0.0450796	0.245896	0.0350273	0.0215806	0.000236152	2.70711e-16	0.0420355	0.248163	0.0346026	0.0199058	2.1876e-07	0.000225861
105	0.0483065	0.547446	0.0332303	0.0286135	0.000346051	2.87251e-16	0.0446465	0.376918	0.0346002	0.0243064	2.75799e-07	0.000296231
106	0.0723772	1.15553	0.0491862	0.0436865	0.00206714	2.71436e-16	0.0675415	1.11935	0.0478181	0.0400076	1.10091e-05	0.000367896
107	0.0739992	1.07795	0.052794	0.0427655	0.000537399	2.75671e-16	0.0680976	0.988453	0.0523795	0.0370979	5.73385e-07	0.000297824
108	0.0738738	0.566345	0.0512091	0.043351	0.000983979	2.82626e-16	0.0601502	0.525261	0.0489759	0.0276048	3.57715e-07	0.000476117
109	0.0498895	0.215658	0.0348551	0.0267098	0.000357917	2.80589e-16	0.0451984	0.158879	0.0338835	0.0227539	1.56191e-07	0.000261908
110	0.0846276	2.19559	0.0515994	0.0519963	0.0104868	2.92816e-16	0.0636068	0.870272	0.0512682	0.0321848	1.35002e-06	0.000522751
111	0.124083	6.14677	0.0851975	0.0822242	0.00248177	2.7162e-16	0.142975	7.69732	0.10495	0.091925	2.02257e-06	0.000551489
112	0.0647912	1.06659	0.0472464	0.030782	0.00109796	2.53151e-16	0.0585157	1.13223	0.0472219	0.0291245	2.60959e-07	0.000335908
113	0.0742798	0.717573	0.0601173	0.0312827	0.000312057	2.83931e-16	0.070172	0.749967	0.0623074	0.025262	2.99661e-07	0.000269674
114	0.0536778	0.26959	0.0409988	0.0281553	0.000161019	2.8605e-16	0.0511623	0.307647	0.0408889	0.0255017	1.67605e-07	0.000228973
115	0.0621397	0.532924	0.0451512	0.0272854	0.00411593	2.70652e-16	0.0575968	0.491447	0.0490758	0.0244377	1.13173e-07	0.00036072
116	0.22419	9.61876	0.114498	0.166828	0.205618	2.70006e-16	0.0920477	1.3552	0.0704429	0.0498371	4.21961e-05	0.00215924
117	0.0846667	0.601175	0.069008	0.0362588	0.000449691	2.52346e-16	0.0782657	0.668588	0.0680975	0.0295334	7.01462e-07	0.000313285
118	0.0588953	0.402243	0.0424289	0.0318694	0.000239658	2.6101e-16	0.0552353	0.327011	0.0438016	0.0269823	1.02409e-07	0.000310732
119	0.100487	1.96954	0.0836433	0.0397792	0.00329713	2.62098e-16	0.088032	1.65445	0.0765387	0.0337405	6.04466e-07	0.000407402
120	0.0809019	0.410062	0.0612605	0.0420631	0.000372413	2.87498e-16	0.0756999	0.417566	0.0635412	0.0317433	4.68426e-07	0.000319444
121	0.0670683	0.333229	0.0511382	0.029477	0.000421955	2.96736e-16	0.0628345	0.417462	0.053528	0.0248838	4.12721e-07	0.000263962
122	0.0719289	0.357413	0.0476363	0.0383117	0.0012741	2.76664e-16	0.0702763	0.611313	0.0486626	0.0408615	1.56596e-06	0.000465867
123	0.0924166	0.376765	0.0671766	0.0534802	0.000299498	2.67289e-16	0.100698	0.578393	0.0759203	0.0524123	0.000823868	0.000408143
124	0.116656	1.35967	0.0850075	0.0589845	0.00360133	2.72334e-16	0.0849914	0.562297	0.067144	0.0409433	3.30573e-07	0.000570296
125	0.120227	1.33251	0.0903093	0.0620415	0.000569035	2.62392e-16	0.114938	1.34628	0.0892892	0.0592933	2.36908e-06	0.000335892
126	0.10587	0.397796	0.0880143	0.0439563	0.000866465	2.54072e-16	0.0976727	0.390287	0.086986	0.0349526	6.51965e-08	0.000486504
127	0.122532	0.895932	0.0823692	0.0726057	0.00120924	3.31655e-16	0.104915	0.46465	0.084498	0.0512154	1.53286e-06	0.000614244
128	0.0994008	0.924768	0.0609381	0.0636897	0.00101562	2.529e-16	0.082413	0.61848	0.0664735	0.0407391	1.25606e-07	0.000589013
129	0.0873632	0.256929	0.0648001	0.0426854	0.000775412	2.71538e-16	0.0831756	0.255118	0.0681471	0.0358805	2.60427e-07	0.000374064
130	0.0829614	0.342616	0.0655187	0.0400595	0.00109218	2.81413e-16	0.0733105	0.320731	0.0631862	0.03228	1.06048e-07	0.000344294
131	0.0916623	0.449419	0.0741256	0.0404094	0.00159813	2.87398e-16	0.0837138	0.325876	0.0716962	0.0363974	4.88132e-08	0.000404393
132	0.104304	0.588434	0.0729673	0.0549938	0.00209292	2.84653e-16	0.087424	0.512748	0.0736386	0.0359393	6.97982e-08	0.000691879
133	0.1462	0.703878	0.108178	0.0664029	0.00467699	2.99819e-16	0.131838	0.684643	0.115741	0.0428339	1.81856e-07	0.000662578
134	0.154031	0.974816	0.107882	0.0808259	0.00589472	2.87625e-16	0.125851	0.452011	0.110112	0.0459163	6.71887e-08	0.000775691
135	0.0992402	0.348842	0.0822808	0.0447713	0.000437639	2.78621e-16	0.0956647	0.404623	0.0831568	0.0388389	7.72834e-08	0.000309754
136	0.0845343	0.346782	0.071821	0.0348292	0.000292076	2.54838e-16	0.0828642	0.357124	0.0726648	0.0312364	5.89973e-08	0.000301878
137	0.108006	0.423239	0.0860778	0.0523182	0.000611879	3.08223e-16	0.0992865	0.375847	0.0854222	0.0414311	7.97607e-08	0.000352572
138	0.0991245	0.363739	0.0762216	0.0522048	0.000406834	2.98491e-16	0.0883625	0.334241	0.0746387	0.0370066	6.78726e-08	0.000343762
139	0.130701	0.300535	0.0930407	0.069604	0.00180016	3.13164e-16	0.108314	0.290938	0.0864394	0.0540098	1.6886e-07	0.000509496
140	0.138826	0.783328	0.100473	0.075768	0.00522995	2.4892e-16	0.112655	0.541587	0.0992086	0.03815	4.92732e-08	0.000783375
141	0.136304	0.414006	0.104053	0.0669811	0.000759482	2.63539e-16	0.13235	0.435504	0.10819	0.0612576	2.87138e-07	0.000367924
142	0.183118	1.03399	0.127084	0.0977148	0.00386451	3.03849e-16	0.148396	0.401657	0.128609	0.0599654	2.18076e-06	0.000838906
143	0.128062	0.388403	0.0961111	0.0626856	0.00196332	2.94253e-16	0.101518	0.356814	0.0806332	0.0500039	4.09861e-08	0.000710686
144	0.170814	1.0019	0.129279	0.0925314	0.00174181	3.00436e-16	0.149113	0.834478	0.138712	0.0421457	1.02484e-07	0.000836547
145	0.156384	0.67347	0.130418	0.0607094	0.000997158	2.90569e-16	0.151221	0.746424	0.137876	0.0458586	1.99421e-07	0.000499403
146	0.188214	0.712047	0.146873	0.0810822	0.00588768	3.26075e-16	0.144489	0.768936	0.1208	0.054351	1.02623e-07	0.00100295
147	0.158216	0.575216	0.133594	0.0652491	0.00109749	2.91195e-16	0.141345	0.560669	0.12108	0.0605382	5.2623e-07	0.000496936
148	0.256595	2.60244	0.183346	0.156411	0.00145835	2.83259e-16	0.251278	2.61648	0.19484	0.136028	1.69213e-06	0.000549733
149	0.169909	0.809157	0.142852	0.0695713	0.000716634	2.91619e-16	0.165883	0.830635	0.152363	0.0494774	6.0502e-08	0.000643592
151	0.108718	0.378767	0.0914914	0.0487404	0.000352768	2.78036e-16	0.11127	0.298598	0.0950913	0.047791	3.59643e-08	0.000350144
152	0.108708	0.24707	0.0827867	0.0492297	0.00157172	2.69127e-16	0.107301	0.24646	0.0819276	0.0579121	5.24899e-08	0.000331546
153	0.157251	0.63365	0.1204	0.0902914	0.00153656	2.68739e-16	0.159661	0.681916	0.12988	0.0827911	3.60856e-07	0.000521238
154	0.215013	0.934001	0.193084	0.0802923	0.000490005	2.68689e-16	0.213982	0.882813	0.192456	0.0720708	1.12734e-07	0.000397747
156	0.214714	0.682163	0.182291	0.0892476	0.00315566	3.10292e-16	0.203673	0.807545	0.178781	0.0759204	2.83426e-07	0.000684276
173	0.15086	0.90811	0.119245	0.0638274	0.00193579	2.86133e-16	0.143895	0.919809	0.119229	0.0653993	1.41965e-07	0.000404834
