FocalLength	QRloss	IACloss
10	3.53005e-07	1.01422e-06
11	2.36907e-06	5.9347e-06
12	5.74183e-07	8.66713e-07
13	9.03525e-06	3.63951e-05
14	6.88166e-06	4.74326e-05
15	5.01419e-06	2.34272e-05
16	0.0002741	0.00180942
17	7.37628e-07	1.49992e-06
18	6.80779e-06	1.26133e-05
19	6.17338e-06	7.62457e-06
20	4.33377e-06	1.28136e-05
21	2.13776e-06	7.0019e-06
22	3.7183e-07	1.89794e-06
23	5.78037e-06	1.26786e-05
24	1.04458e-06	2.97897e-06
25	8.50325e-07	2.34269e-06
26	0.00185615	0.00201063
27	9.86752e-07	5.71329e-06
28	8.42651e-06	2.23956e-05
29	3.42671e-07	1.81059e-06
30	1.31324e-06	2.47829e-06
31	6.57243e-06	1.92012e-05
32	2.42295e-06	8.48379e-06
33	6.98596e-07	1.55017e-06
34	8.06963e-07	5.10091e-06
35	1.24209e-05	2.62873e-05
36	1.84609e-06	5.36054e-06
37	9.50901e-07	2.53342e-06
38	6.47547e-06	1.2542e-05
39	5.45733e-06	5.61045e-05
40	1.95358e-06	1.59606e-05
41	4.66323e-07	1.77575e-06
42	3.74044e-06	1.35118e-05
43	1.16525e-05	3.92705e-05
44	1.13537e-06	2.14738e-06
45	4.94864e-07	3.62389e-06
46	5.88193e-06	1.48921e-05
47	1.87454e-06	3.63875e-06
48	7.18397e-06	2.36718e-05
49	2.37791e-06	7.06721e-06
50	2.27955e-06	9.58422e-06
51	2.44595e-06	5.04596e-06
52	3.07027e-06	5.52893e-06
53	1.57188e-06	8.53005e-06
54	0.000167198	0.00247666
55	2.59988e-06	1.53391e-05
56	1.11125e-05	7.82965e-05
57	8.94896e-06	1.54271e-05
58	4.78505e-06	1.21626e-05
59	6.72504e-06	5.72465e-05
60	6.11107e-05	0.000241682
61	1.7035e-06	3.75548e-06
62	2.1538e-05	0.00018359
63	1.50994e-05	5.75794e-05
64	8.21155e-07	6.03418e-06
65	4.87751e-06	2.50888e-05
66	5.44662e-06	8.70583e-06
67	4.06028e-06	2.31556e-05
68	1.09247e-05	4.49506e-05
69	7.42315e-06	1.69925e-05
70	4.38352e-06	4.59313e-05
71	3.04422e-06	1.65468e-05
72	4.31198e-07	1.48825e-06
73	4.7101e-06	1.57958e-05
74	8.12511e-05	0.000192628
75	2.48679e-06	6.4323e-06
76	6.90006e-06	3.02519e-05
77	1.03014e-06	4.286e-06
78	3.39946e-06	1.70336e-05
79	1.24703e-06	6.6143e-06
80	0.113266	0.126175
81	0.00026078	0.0011422
82	7.69973e-07	1.87455e-06
83	7.39902e-06	3.31174e-05
84	1.31336e-05	4.52487e-05
85	1.33347e-06	3.69034e-06
86	3.69288e-06	7.37726e-06
87	2.91891e-06	1.57751e-05
88	2.55048e-05	4.50777e-05
89	0.000106434	0.000320693
90	3.02318e-05	0.000166305
91	5.77763e-07	2.35047e-06
92	6.2047e-06	4.72512e-05
93	0.000945877	0.00209606
94	6.34566e-06	1.30921e-05
95	1.1952e-05	2.11134e-05
96	5.48921e-07	2.87887e-06
97	0.000332627	0.00200723
98	6.23479e-06	1.4848e-05
99	4.06448e-06	2.28391e-05
100	0.000158516	0.000390351
101	1.16379e-06	4.40392e-06
102	3.00502e-06	1.89282e-05
103	1.69837e-05	6.65403e-05
104	4.56161e-05	8.53771e-05
105	4.54454e-06	8.05024e-06
106	1.39057e-05	2.61623e-05
107	0.000175839	0.000350587
108	3.77306e-07	2.50123e-06
109	1.08438e-05	1.66346e-05
110	0.00117417	0.00128476
111	5.94683e-06	2.33358e-05
112	1.19497e-05	2.50567e-05
113	6.58933e-06	1.97448e-05
114	8.4705e-05	8.95913e-05
115	2.39977e-05	3.60247e-05
116	0.00302386	0.00330937
117	1.01212e-05	4.75661e-05
118	4.76846e-06	2.79747e-05
119	4.09869e-06	1.39086e-05
120	2.28598e-06	7.0118e-06
121	0.000187426	0.00038491
122	3.7735e-05	9.45958e-05
123	0.0497668	0.050481
124	1.98619e-05	5.99974e-05
125	0.000207383	0.000964192
126	0.00022886	0.000927798
127	0.000172252	0.000485298
128	1.89025e-05	0.000330173
129	1.62061e-06	5.22526e-06
130	0.000155469	0.000252587
131	1.75383e-05	5.07392e-05
132	7.50136e-06	3.35987e-05
133	1.02221e-06	3.98738e-06
134	4.31575e-06	1.80599e-05
135	2.24024e-06	8.98275e-06
136	1.19461e-05	5.74867e-05
137	6.19265e-06	2.31253e-05
138	8.9555e-05	0.000319703
139	2.24913e-05	6.06264e-05
140	0.000421404	0.0020046
141	9.35079e-06	5.61438e-05
142	0.00384244	0.00604878
143	1.67471e-05	7.96387e-05
144	9.21124e-06	3.38305e-05
145	0.000657434	0.00124205
146	4.7668e-06	7.87162e-06
147	0.0133002	0.0136747
148	5.09815e-05	0.000656237
149	1.22355e-05	2.8565e-05
150	0.000110214	0.00021671
151	0.000140496	0.00106824
152	1.48639e-05	1.96315e-05
153	0.000115819	0.000487831
154	1.30302e-05	4.14031e-05
155	1.89709e-06	3.64076e-06
156	3.18372e-05	7.84857e-05
157	3.20346e-05	8.37616e-05
158	8.0793e-06	3.14492e-05
159	1.45241e-05	7.56773e-05
160	2.25008e-06	2.27754e-05
161	4.64886e-06	1.10931e-05
162	6.01377e-06	2.76431e-05
163	6.08146e-05	0.000282974
164	1.85924e-05	3.72799e-05
165	2.50936e-05	6.04233e-05
166	4.20892e-05	0.000233503
167	9.52205e-05	0.000392718
168	2.17427e-05	4.48678e-05
169	7.08865e-06	3.62652e-05
170	1.28899e-05	4.96814e-05
171	1.11963e-05	9.95547e-05
172	0.00118177	0.00261479
173	0.316792	0.32201
174	7.77306e-07	4.11318e-06
175	2.82916e-05	0.000123016
176	3.18565e-06	5.48106e-06
177	3.43149e-05	9.43436e-05
178	4.07648e-06	1.62493e-05
179	5.40901e-05	0.000204888
180	2.45556e-06	1.00328e-05
181	1.09761e-05	1.37142e-05
182	9.10407e-06	3.33789e-05
183	1.10866e-05	2.76538e-05
184	0.000108321	0.000128729
185	7.87788e-05	8.33999e-05
186	1.00929e-05	6.23491e-05
187	1.13193e-05	3.03439e-05
188	1.89381e-05	4.00058e-05
189	5.5659e-06	7.59368e-06
190	1.22398e-05	6.45087e-05
191	1.95527e-06	8.07744e-06
192	3.73695e-06	6.3573e-06
193	0.0003086	0.00135584
194	0.000753197	0.00361976
195	4.04961e-06	3.44805e-05
196	0.00010886	0.000285032
197	2.8418e-05	0.000180338
198	7.85729e-06	2.82858e-05
199	6.70962e-06	3.79634e-05
200	0.00110404	0.0062857
201	1.00652e-05	2.1544e-05
202	1.69594e-05	0.000103935
203	1.99068e-05	3.84143e-05
204	4.92642e-05	0.000330215
205	2.0251e-05	8.87023e-05
206	0.000105993	0.000642741
207	8.37104e-05	0.000222708
208	4.56435e-05	7.04004e-05
209	0.000201645	0.000324094
210	0.00292693	0.00848633
211	3.2984e-06	1.23627e-05
212	0.00234477	0.024625
213	1.41914e-06	5.08702e-06
214	0.0440443	0.0466776
215	4.27091e-05	0.000346817
216	5.76317e-05	0.000173291
217	2.25235e-05	2.59129e-05
218	6.11487e-06	2.73529e-05
219	8.82403e-06	2.44559e-05
220	2.35967e-05	7.72098e-05
221	2.30965e-05	4.1298e-05
222	3.08697e-05	8.34313e-05
223	1.13827e-05	1.96762e-05
224	1.34601e-05	3.21556e-05
225	7.76718e-06	1.41705e-05
226	9.79803e-07	4.21893e-06
227	1.9438e-05	3.09427e-05
228	2.09234e-05	5.59876e-05
229	3.46321e-05	0.000148657
230	0.000145456	0.000322159
231	2.24797e-05	0.000109051
232	6.21536e-05	0.000270925
233	7.05893e-05	0.000131739
234	1.05756e-05	1.84219e-05
235	1.51901e-05	3.0519e-05
236	1.59656e-05	2.81089e-05
237	1.65984e-06	4.41792e-06
238	9.52583e-06	1.73789e-05
239	3.52242e-06	1.42599e-05
240	0.000862086	0.00199911
241	4.69176e-05	0.000189261
242	1.58251e-05	2.73418e-05
243	2.27187e-05	3.76911e-05
244	0.000297184	0.00190627
245	0.000193863	0.00208976
246	6.63638e-06	4.16351e-05
247	1.86826e-06	4.8216e-06
248	0.000118562	0.000726955
249	3.32246e-05	0.000253921
250	5.1469e-06	1.24348e-05
251	3.59809e-06	2.50498e-05
252	1.88415e-06	6.50368e-06
253	0.0452265	0.0474859
254	2.1792e-05	4.80638e-05
255	0.00034252	0.000357525
256	3.53374e-05	0.000167499
257	9.51278e-06	1.95931e-05
258	0.00013333	0.000723632
259	6.8872e-05	0.000112733
260	4.4525e-06	8.87265e-06
261	6.6333e-06	1.74957e-05
262	2.73214e-05	8.12933e-05
263	0.0145827	0.0179283
264	9.92825e-06	2.84748e-05
265	4.42668e-05	9.00698e-05
266	0.000299377	0.000880265
267	0.00168244	0.00168631
268	1.83295e-05	2.76356e-05
269	0.000104746	0.000363555
270	4.00736e-05	0.000112097
271	1.73209e-05	6.15296e-05
272	3.28803e-05	0.0004322
273	1.39312e-05	4.40362e-05
274	4.66075e-05	6.46622e-05
275	0.000186265	0.000301219
276	5.70118e-05	9.94049e-05
277	2.71395e-05	7.01349e-05
