FocalLength	QR_Kcost	maxQR_Kcost	QR_Focalcost	QR_PPcost	QR_Skewcost	QR_RRtcost	IAC_Kcost	maxIAC_Kcost	IAC_Focalcost	IAC_PPcost	IAC_Skewcost	IAC_RRtcost
54	0.0174236	2.65397	0.0101454	0.0109573	0.00127982	2.80163e-16	0.00634404	0.907073	0.00381387	0.00417132	2.23219e-05	0.000367198
55	0.0173601	3.4008	0.0106108	0.00980921	0.00214022	2.7917e-16	0.00652946	0.602579	0.00407872	0.00411228	3.22725e-05	0.000355303
56	0.0166322	2.77025	0.0100542	0.00988178	0.000402034	2.77595e-16	0.00632327	0.707198	0.00387977	0.00384596	0.000163289	0.000329645
57	0.0186635	3.63462	0.0114618	0.0105985	0.00295759	2.79488e-16	0.00652094	0.647538	0.00407946	0.00410118	1.43184e-05	0.000380367
58	0.0197137	2.41662	0.0111522	0.0120994	0.00133024	2.80723e-16	0.00720406	0.442884	0.00450728	0.00446554	6.07922e-05	0.000386817
59	0.020657	4.19905	0.0125433	0.0128185	0.000901928	2.74158e-16	0.00687377	0.310447	0.004399	0.0042822	1.42491e-05	0.000400903
60	0.0194081	1.8651	0.0117121	0.0118056	0.000815726	2.81336e-16	0.00703922	0.378406	0.00439343	0.00444727	2.5948e-05	0.000369691
61	0.0197495	3.1562	0.0119859	0.0121669	0.000568887	2.77692e-16	0.00705683	0.316186	0.00435803	0.0045205	1.35771e-05	0.000370755
62	0.0186572	1.16298	0.0107836	0.01169	0.000669948	2.81653e-16	0.00683546	0.565904	0.00430133	0.00435148	1.72478e-05	0.000344397
63	0.0192983	1.18294	0.0112468	0.0119636	0.000602128	2.79383e-16	0.00770779	0.359782	0.00491347	0.00484017	1.54352e-05	0.000339728
64	0.0202356	3.46809	0.0121381	0.0122435	0.000901032	2.78954e-16	0.00706719	0.283551	0.00440527	0.0045317	1.506e-05	0.000360068
65	0.0184435	1.76988	0.0118083	0.0105672	0.000278139	2.82727e-16	0.00713142	0.335441	0.00447219	0.00450767	1.99481e-05	0.000316136
66	0.0201911	3.18653	0.0119216	0.0110907	0.00507621	2.80828e-16	0.00732194	0.298292	0.00465023	0.0045856	1.58531e-05	0.000344498
67	0.0198921	1.3677	0.0113959	0.0118789	0.00127536	2.86437e-16	0.00704844	0.160091	0.00439365	0.00456334	1.07002e-05	0.000351426
68	0.0208876	1.72788	0.0130688	0.0121482	0.00151092	2.81172e-16	0.00776349	0.432215	0.00498881	0.0048642	1.78537e-05	0.000346787
69	0.0230693	1.22521	0.0137231	0.0130181	0.00176025	2.80597e-16	0.00881484	0.97787	0.00542164	0.00590454	3.23068e-05	0.000370465
70	0.0203371	2.86294	0.0129098	0.0110366	0.000726039	2.83795e-16	0.00761107	0.692389	0.00501494	0.00456161	3.23959e-05	0.000333339
71	0.0220989	1.6415	0.0133204	0.0131081	0.000922522	2.82248e-16	0.0085043	1.27724	0.00503927	0.00567483	0.000242879	0.000348703
72	0.0243593	2.28373	0.0146049	0.0152251	0.000906326	2.83235e-16	0.0075091	0.300154	0.00479488	0.00480005	1.15631e-05	0.000401795
73	0.025683	4.92633	0.0158428	0.0134386	0.0115033	2.81447e-16	0.00750638	0.324558	0.00460139	0.00505359	1.35875e-05	0.000427116
74	0.0216109	3.41692	0.0124075	0.013578	0.00211598	2.8223e-16	0.00841211	0.383483	0.0054503	0.00539304	1.54934e-05	0.000328189
75	0.0278329	3.77493	0.014368	0.0185401	0.00727778	2.84227e-16	0.00819953	0.87823	0.00521266	0.00541162	5.12889e-05	0.000437125
76	0.0217775	1.1734	0.0131418	0.0136047	0.000680399	2.8523e-16	0.00769927	0.134081	0.00473426	0.00507834	1.53577e-05	0.000327725
77	0.0227974	1.9893	0.013662	0.0130555	0.00176294	2.79986e-16	0.0081107	0.382327	0.00522422	0.00526429	9.27524e-06	0.000328926
78	0.0264856	1.57221	0.0151958	0.0171639	0.00194007	2.81171e-16	0.00807704	0.309061	0.00514911	0.00528376	2.09691e-05	0.000406157
79	0.0191604	1.38168	0.0115258	0.011527	0.000951339	2.87602e-16	0.00739092	0.416861	0.00468469	0.00489139	5.05386e-06	0.000274794
80	0.0278121	2.19083	0.0154428	0.0172335	0.003212	2.84788e-16	0.0085219	0.172926	0.00548784	0.0055649	1.27118e-05	0.000412922
81	0.0289946	4.55605	0.0194026	0.0155859	0.00335002	2.86844e-16	0.00865989	0.445209	0.0056954	0.00547873	1.80284e-05	0.000429356
82	0.0239597	1.79633	0.0147886	0.0139767	0.00236412	2.84167e-16	0.0114118	1.3987	0.00713585	0.00779305	6.68921e-05	0.000287769
83	0.0286916	4.11805	0.0171871	0.0149427	0.0134024	2.79419e-16	0.00967996	0.43541	0.0064689	0.00607336	9.24348e-06	0.000393401
84	0.0196854	0.983335	0.0119211	0.0110369	0.00107623	2.84827e-16	0.00866096	0.36543	0.00546329	0.00579225	8.98187e-06	0.00025694
85	0.0286182	5.02031	0.0166285	0.0175868	0.00522501	2.85359e-16	0.00842524	0.167872	0.00563323	0.00540053	5.06363e-06	0.00041273
86	0.0294956	1.96022	0.016495	0.0183447	0.00345939	2.84986e-16	0.00889235	0.764205	0.00563194	0.00588776	0.000202524	0.000409549
87	0.0282904	1.58301	0.0172789	0.017598	0.00100479	2.83022e-16	0.00899968	0.185719	0.00611577	0.00568239	9.59468e-06	0.000393583
88	0.0354298	4.22959	0.0203257	0.0194162	0.0174969	2.80462e-16	0.0104246	1.04736	0.00677877	0.00687331	3.38354e-05	0.00046608
89	0.0279195	2.69921	0.016661	0.0154683	0.00718555	2.7584e-16	0.00957296	0.306026	0.00637153	0.00604155	9.28488e-06	0.000364308
90	0.0271273	2.54947	0.0153717	0.0168713	0.00466252	2.77759e-16	0.0103648	0.567059	0.00684197	0.00667011	2.85626e-05	0.000332897
91	0.020013	0.981557	0.0123365	0.011631	0.000687899	2.86115e-16	0.0085698	0.21685	0.00547475	0.00568326	7.97807e-06	0.000246632
92	0.0239162	1.49702	0.0148281	0.0143327	0.00128943	2.81345e-16	0.011441	1.09527	0.00785776	0.00722475	2.50033e-05	0.000274421
93	0.0243669	1.53566	0.0145192	0.0146012	0.00231587	2.83001e-16	0.0103285	0.52834	0.00680518	0.00670959	9.00177e-06	0.000288722
94	0.0335498	1.56835	0.0213169	0.0187667	0.00456748	2.85645e-16	0.0115829	1.2734	0.00806741	0.00707722	5.42638e-05	0.0004035
95	0.0248274	0.955273	0.015904	0.0136547	0.000801799	2.7628e-16	0.0110278	0.442752	0.00760863	0.00673428	7.82935e-06	0.000279195
96	0.0267709	1.81987	0.0168994	0.0140176	0.00248649	2.76287e-16	0.00872165	0.259709	0.00578577	0.00568184	5.25471e-06	0.000329312
97	0.0243778	1.35248	0.0150231	0.0145633	0.00095706	2.8063e-16	0.0119678	0.398989	0.00785225	0.00772929	1.72265e-05	0.000256241
98	0.0266777	0.990011	0.0165054	0.0152088	0.00100462	2.85898e-16	0.00968909	0.106976	0.00673522	0.00593499	8.16831e-06	0.00031225
99	0.0348251	3.92374	0.0230688	0.0207012	0.000861984	2.82594e-16	0.0120274	0.646121	0.00823614	0.0075535	7.21933e-06	0.000390765
100	0.0261263	1.16774	0.0153859	0.0169396	0.00054243	2.82046e-16	0.0101138	0.259929	0.00707586	0.0061726	7.02826e-06	0.000295838
101	0.023639	0.631062	0.0152094	0.013143	0.000531308	2.79547e-16	0.0110789	0.194321	0.00723932	0.00723321	8.44511e-06	0.00024304
102	0.0328218	1.69825	0.021641	0.0185715	0.00173555	2.76245e-16	0.0185271	1.52872	0.0145305	0.00913758	0.000209824	0.000299636
103	0.0462454	6.2122	0.0255348	0.0277752	0.0222791	2.78389e-16	0.010866	0.196107	0.00715701	0.00720718	1.22925e-05	0.000555181
104	0.0345201	1.55439	0.0197719	0.0214515	0.0027208	2.78021e-16	0.0126238	1.1852	0.00762976	0.00855943	0.000118509	0.000374977
105	0.0407029	2.34063	0.0228986	0.0259661	0.0039332	2.76885e-16	0.0110675	0.197777	0.00720056	0.00729752	4.72728e-06	0.000475363
106	0.0312226	2.46779	0.020869	0.0173659	0.000553836	2.82245e-16	0.0097168	0.126484	0.00661964	0.00607897	4.1112e-06	0.000335383
107	0.0278779	0.908252	0.0174455	0.0168657	0.000666572	2.89207e-16	0.0132049	0.621874	0.0092082	0.00828265	6.08174e-06	0.000266716
108	0.0272815	1.69035	0.016022	0.0144755	0.00605187	2.76063e-16	0.00956676	0.14735	0.00634513	0.00632802	3.51463e-06	0.000285521
109	0.0348681	2.1306	0.0233231	0.0180451	0.00288678	2.68239e-16	0.0105376	0.169741	0.00682738	0.00705113	5.08059e-06	0.000380604
110	0.029218	1.28616	0.0197409	0.0165275	0.000243138	2.74836e-16	0.010225	0.144551	0.00683844	0.00670407	4.36535e-06	0.000299602
111	0.0295415	1.04983	0.017161	0.0196323	0.000620709	2.78815e-16	0.0102015	0.130501	0.00690196	0.00673038	2.93735e-06	0.000316645
112	0.030756	1.50467	0.0191041	0.0170773	0.00103793	2.81413e-16	0.0111699	0.270696	0.00762915	0.00701337	5.04458e-06	0.000314906
113	0.0324995	2.0404	0.0223041	0.0167461	0.000680855	2.7442e-16	0.0111637	0.28237	0.00731907	0.00752092	2.75719e-06	0.000332402
114	0.0302817	1.27997	0.0167591	0.0193392	0.00119673	2.71815e-16	0.0124364	0.168118	0.00789908	0.0084575	7.87932e-06	0.000289885
115	0.0423899	3.81131	0.0282795	0.0201307	0.0242323	2.80287e-16	0.0108094	0.109118	0.00750262	0.0069095	7.88998e-06	0.000457326
116	0.0294808	1.12201	0.0178748	0.0182791	0.00079996	2.88176e-16	0.0109647	0.19386	0.00687257	0.00756111	8.60961e-06	0.000282657
117	0.0361727	0.962551	0.0236083	0.0214684	0.00101528	2.83001e-16	0.0120444	0.259416	0.00841896	0.0076376	2.23313e-06	0.000355082
118	0.0589846	8.0793	0.0325601	0.0429505	0.0132689	2.77391e-16	0.0140391	0.27367	0.0094428	0.00931988	5.11314e-06	0.000596548
119	0.0384556	1.49945	0.0187144	0.0250341	0.00523922	2.78982e-16	0.0146584	0.487367	0.00985055	0.00944432	9.03966e-06	0.000340467
120	0.0521851	5.31889	0.0296934	0.0354093	0.0021708	2.775e-16	0.0119721	0.103893	0.00801546	0.00794358	5.50817e-06	0.000548669
121	0.0720514	9.51484	0.0587195	0.0272669	0.00188367	2.7985e-16	0.0112041	0.0787101	0.00773991	0.00717653	2.9701e-06	0.000685804
122	0.0279153	0.445868	0.0157848	0.0165487	0.000671087	2.83838e-16	0.0104085	0.0686736	0.00735591	0.00628732	1.95816e-06	0.000269473
123	0.078523	8.20167	0.034693	0.0512106	0.136395	2.82204e-16	0.0144276	0.34795	0.00978173	0.00942932	4.53103e-06	0.000804754
124	0.040816	2.40651	0.0295764	0.0187793	0.00780193	2.78535e-16	0.0109024	0.0904762	0.00764074	0.00697166	1.85153e-06	0.000396277
125	0.0358458	1.17674	0.0211427	0.0212849	0.0043693	2.80916e-16	0.0130843	0.287633	0.00860385	0.00889525	3.45211e-06	0.000313289
126	0.0727807	7.89483	0.0532223	0.0187233	0.13396	2.77322e-16	0.0130031	0.137695	0.00923048	0.00783592	4.82494e-06	0.000743693
127	0.0664256	6.75132	0.0444899	0.0410034	0.00431507	2.62898e-16	0.0128	0.230765	0.00889486	0.00809579	3.19256e-06	0.000636419
128	0.0575685	2.20682	0.031365	0.037804	0.0142084	2.96376e-16	0.0127184	0.0860117	0.00858401	0.00834321	8.05908e-06	0.000562204
129	0.0519067	1.87246	0.0301777	0.0264557	0.0160419	2.77422e-16	0.0145168	0.144553	0.009952	0.00953275	4.84827e-06	0.000483103
130	0.0306222	0.598147	0.0177499	0.0191887	0.0014886	2.82261e-16	0.0146919	0.355461	0.00928139	0.0100889	3.23647e-06	0.000240615
131	0.0866293	6.14612	0.0557079	0.0452315	0.0747372	2.76741e-16	0.0154926	0.463552	0.0113407	0.00941166	2.22275e-06	0.000845079
132	0.0342146	0.605964	0.0197986	0.0203784	0.00111589	2.66849e-16	0.0132342	0.142835	0.00873165	0.00905532	7.12458e-06	0.000293793
133	0.0364129	0.784484	0.0249083	0.0206331	0.000800125	2.88752e-16	0.0128451	0.108354	0.00914345	0.0080595	2.1547e-06	0.000303373
134	0.0605145	2.31252	0.0321824	0.0415531	0.00674273	2.94833e-16	0.0147822	0.275345	0.0105238	0.00902593	2.17281e-06	0.00058533
135	0.0568472	2.95525	0.0292115	0.0385049	0.0126178	2.75743e-16	0.0169216	0.308049	0.012182	0.0104709	2.60328e-06	0.000506219
136	0.0611023	4.12192	0.0301915	0.0352284	0.046179	2.83534e-16	0.0135453	0.174521	0.00944127	0.00854224	1.6498e-06	0.000571511
137	0.0439566	1.0027	0.0280582	0.0258221	0.00271672	2.75931e-16	0.0132457	0.102915	0.00937085	0.00832225	7.21591e-07	0.000384611
138	0.0350497	0.578573	0.0198199	0.0240665	0.000645708	2.68961e-16	0.015461	0.341663	0.00971842	0.0110049	3.16917e-06	0.000257269
139	0.0375195	0.356907	0.0212921	0.0247939	0.000599363	2.95318e-16	0.0175028	0.159612	0.0124628	0.011139	2.49286e-06	0.000293912
140	0.110155	11.8666	0.0975355	0.0297489	0.000772598	2.90269e-16	0.0154765	0.105343	0.0105435	0.00975995	3.67967e-06	0.000851858
141	0.0293289	0.551571	0.0172341	0.0177842	0.00105173	2.82299e-16	0.0139906	0.113003	0.0103553	0.00830998	3.40197e-06	0.00023399
142	0.0496845	2.06894	0.0315992	0.0249614	0.00851785	2.73796e-16	0.0160943	0.30064	0.0109103	0.0105626	3.98811e-06	0.000426847
143	0.0346763	0.31061	0.0213164	0.0196948	0.000875022	2.78465e-16	0.0171326	0.309561	0.0128215	0.00983654	1.73224e-06	0.000238073
144	0.0581597	0.74231	0.0323366	0.0328597	0.00625518	2.79492e-16	0.0154869	0.10854	0.0113361	0.00929238	2.27104e-06	0.000494945
145	0.0394557	0.919053	0.0223985	0.0252642	0.00366808	2.7918e-16	0.0145857	0.0693484	0.0101222	0.00912808	1.21708e-06	0.000309998
146	0.0310098	0.304379	0.0178126	0.0213625	0.000489029	2.80894e-16	0.0141784	0.11449	0.00972444	0.00923919	5.00478e-07	0.000227139
147	0.0448305	2.17094	0.0302961	0.0282349	0.00132147	2.84736e-16	0.0144328	0.124936	0.010101	0.00912428	1.42759e-06	0.000327028
148	0.0393188	0.372178	0.0222059	0.0253254	0.000902487	2.86331e-16	0.0167849	0.193768	0.0113468	0.0111084	1.57198e-06	0.000287767
149	0.0485353	0.892951	0.0304997	0.0286561	0.00131868	2.77285e-16	0.0182614	0.177786	0.0137257	0.0108669	9.04396e-07	0.000346489
150	0.0503176	0.533013	0.0336639	0.0255421	0.002686	2.84068e-16	0.0151113	0.089253	0.0117716	0.0083349	4.81684e-07	0.000405594
151	0.0410632	0.550462	0.0202401	0.0290891	0.00171291	2.91929e-16	0.0160309	0.172341	0.0109734	0.0104003	1.1079e-06	0.000311141
152	0.0397312	0.740149	0.0251263	0.0244665	0.000448292	2.60415e-16	0.0192151	0.154648	0.0122638	0.0132328	4.71478e-06	0.000272951
153	0.02212	0.292513	0.0143626	0.0128023	0.000400223	2.56912e-16	0.0142394	0.13562	0.00986787	0.00869265	4.0121e-07	0.000154097
154	0.035381	0.390177	0.0221359	0.0204779	0.00110088	2.88368e-16	0.019041	0.148439	0.0140543	0.010895	3.21483e-06	0.000240275
155	0.0902671	3.53685	0.0556967	0.05538	0.00851398	2.67333e-16	0.0182723	0.136774	0.0134304	0.0109504	6.82713e-07	0.000695523
156	0.0289757	0.200195	0.0194682	0.0167904	0.000221611	2.85828e-16	0.0178738	0.164298	0.0134709	0.0100423	7.3432e-07	0.000166413
157	0.0785117	1.63942	0.058251	0.0417852	0.00539555	2.6971e-16	0.0212228	0.179873	0.0150096	0.0124118	1.95493e-06	0.000571343
158	0.045276	0.42086	0.0283145	0.027052	0.0017006	2.63099e-16	0.0215393	0.182971	0.0147218	0.0135455	3.68557e-06	0.000282631
159	0.0467731	0.807816	0.0306751	0.0288169	0.00137608	2.93833e-16	0.0203826	0.226525	0.0143189	0.0127707	4.90778e-07	0.000325849
160	0.0788122	3.45293	0.0543342	0.0530343	0.00235817	2.75896e-16	0.0243592	0.209377	0.0186963	0.0138647	1.47338e-06	0.00052191
161	0.0480452	1.02464	0.024398	0.0320344	0.00688392	2.71305e-16	0.0166039	0.0961127	0.0116765	0.0106084	4.54131e-07	0.000345469
162	0.0756953	2.41248	0.0448668	0.0365601	0.0454825	2.82574e-16	0.0216509	0.141338	0.0145761	0.0146778	1.248e-06	0.000540464
163	0.0589646	0.683556	0.0363288	0.0372912	0.00156567	2.74788e-16	0.022463	0.314023	0.0142405	0.0152062	5.45378e-07	0.000412674
164	0.0729853	1.5248	0.0405678	0.0448935	0.0190907	2.73257e-16	0.0243372	0.338561	0.0179724	0.0140948	1.15909e-06	0.000507279
165	0.119552	2.90051	0.0728963	0.0460765	0.117937	2.96012e-16	0.0188005	0.118951	0.0131106	0.0122694	5.28921e-07	0.00093947
166	0.060023	0.731387	0.0386448	0.0283441	0.0072232	2.79502e-16	0.0172561	0.0661569	0.0131537	0.00942529	2.26705e-07	0.000440073
167	0.10927	2.49668	0.0610346	0.0516208	0.0761257	2.75169e-16	0.0193623	0.175542	0.0157011	0.00902166	5.61778e-07	0.000864361
168	0.0619384	0.522003	0.0334495	0.0391541	0.00230216	2.78075e-16	0.0252173	0.176311	0.0173156	0.0159679	8.16545e-07	0.000409762
169	0.0541385	1.42244	0.0342421	0.0303693	0.0122443	2.88057e-16	0.0174347	0.113721	0.0123005	0.0111187	4.32015e-07	0.000380757
170	0.0680003	1.03016	0.0448692	0.0395272	0.00838084	2.70541e-16	0.030493	0.209208	0.0253232	0.0152409	4.2852e-07	0.000426014
171	0.0467579	0.326123	0.0283776	0.0297952	0.000925876	2.9191e-16	0.0227064	0.0853784	0.0162151	0.0140437	8.18517e-07	0.000295066
172	0.0601182	0.694864	0.0346444	0.0429928	0.00149117	2.70919e-16	0.0199835	0.115095	0.0141557	0.0121804	2.30585e-07	0.000398376
173	0.0482708	0.428852	0.0302801	0.0290983	0.0009863	2.83997e-16	0.0230208	0.36963	0.0162957	0.0148411	2.60149e-07	0.000264297
174	0.110579	2.42597	0.0781004	0.0706496	0.000967287	2.69281e-16	0.0240081	0.11051	0.0186345	0.0135253	5.37983e-07	0.000762736
175	0.0851913	0.9214	0.0571443	0.0456109	0.00373212	3.04725e-16	0.030447	0.315627	0.0209364	0.0197503	5.41222e-06	0.000550436
176	0.0584669	0.633735	0.0314851	0.034553	0.003304	2.88812e-16	0.0247218	0.0782725	0.0188723	0.0141124	3.56812e-07	0.000369036
177	0.0569783	0.647707	0.0373204	0.0318928	0.00117128	2.79462e-16	0.029513	0.666792	0.0239463	0.014199	1.05998e-06	0.000311756
178	0.0658172	0.80989	0.0389393	0.0360621	0.00661539	3.11451e-16	0.0267632	0.201767	0.018736	0.0167176	4.7363e-07	0.000431768
179	0.0475949	0.62597	0.0362789	0.0249236	0.000113403	2.87684e-16	0.0234834	0.15282	0.0167777	0.014081	4.5008e-07	0.000258395
180	0.0565664	0.579583	0.0390511	0.0290316	0.00110199	3.0466e-16	0.0158993	0.0503071	0.0105246	0.0104448	3.46433e-07	0.000407525
181	0.0674843	0.514478	0.0423628	0.0413023	0.00248226	2.83128e-16	0.0311446	0.220742	0.0226747	0.0183393	8.83218e-07	0.000367988
182	0.0438498	0.163996	0.0272968	0.0226318	0.0011457	2.51859e-16	0.0258656	0.149173	0.0191362	0.0151519	5.16023e-07	0.000234046
183	0.0544974	0.298365	0.0306297	0.0378944	0.000567841	2.62071e-16	0.0269852	0.104651	0.0191065	0.0162604	1.09363e-06	0.000305977
184	0.137803	3.70272	0.11172	0.0677216	0.00111618	3.11025e-16	0.0223558	0.0775897	0.0146728	0.0154596	4.98992e-07	0.000877791
